train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
6,9813;4,4411;11,0100;4,0676;9,8966;7,2700;11,0100;9,8966;7,2700
12,0340;4,3155;21,4600;3,7969;18,5000;9,5600;21,4600;18,5000;9,5600
16,9520;4,1994;28,4200;3,5190;25,6724;10,6500;28,4200;25,6724;10,6500
21,2827;4,1135;32,3000;3,4011;32,2414;10,4300;32,3000;32,2414;10,4300
25,2840;4,0246;37,1800;3,2533;35,1759;10,9700;37,1800;35,1759;10,9700
27,5813;3,9726;43,8200;3,0958;39,1759;10,7600;43,8200;39,1759;10,7600
31,0367;3,9093;46,5800;3,0007;38,9655;12,5300;46,5800;38,9655;12,5300
32,3233;3,8737;50,0200;2,8055;39,0172;11,0600;50,0200;39,0172;11,0600
35,2760;3,7922;52,7400;2,7038;45,2759;12,5500;52,7400;45,2759;12,5500
38,0107;3,7530;55,6400;2,7168;47,6000;13,5300;55,6400;47,6000;13,5300
40,5467;3,6990;55,0200;2,6779;45,5103;13,2900;55,0200;45,5103;13,2900
40,9547;3,6828;56,3600;2,7118;47,4483;13,1000;56,3600;47,4483;13,1000
43,1907;3,6221;58,8800;2,4991;47,9000;12,5700;58,8800;47,9000;12,5700
41,6160;3,6476;60,2200;2,6215;49,6966;14,9000;60,2200;49,6966;14,9000
43,7020;3,6037;62,9700;2,5409;52,4207;15,4000;62,9700;52,4207;15,4000
44,2640;3,6106;61,5500;2,5020;49,3552;16,0300;61,5500;49,3552;16,0300
45,8887;3,5627;64,2100;2,4624;52,2310;15,9100;64,2100;52,2310;15,9100
45,2467;3,5654;65,3800;2,4930;53,8414;15,9400;65,3800;53,8414;15,9400
47,7660;3,5301;66,0300;2,3928;54,4897;18,0600;66,0300;54,4897;18,0600
47,3260;3,5187;67,1100;2,3153;54,4172;18,2500;67,1100;54,4172;18,2500
49,9287;3,4420;68,6400;2,2710;56,7034;16,8500;68,6400;56,7034;16,8500
52,3627;3,4199;69,4000;2,3287;57,1897;16,7900;69,4000;57,1897;16,7900
54,1387;3,3762;69,2600;2,2658;56,8276;18,0600;69,2600;56,8276;18,0600
53,8547;3,3767;70,9500;2,2979;57,5034;18,7300;70,9500;57,5034;18,7300
52,2353;3,3958;70,4900;2,3077;57,3379;19,3200;70,4900;57,3379;19,3200
52,4173;3,4061;71,6400;2,3180;58,3966;19,2000;71,6400;58,3966;19,2000
53,9467;3,3658;71,6000;2,2335;58,8103;19,2000;71,6000;58,8103;19,2000
54,3347;3,3380;71,9800;2,2685;59,4241;19,3400;71,9800;59,4241;19,3400
52,2167;3,4166;72,0000;2,2846;59,5241;20,2200;72,0000;59,5241;20,2200
54,2827;3,3651;72,0900;2,2559;59,8000;19,1900;72,0900;59,8000;19,1900
44,4320;3,5739;61,0100;2,5807;50,3862;14,5900;61,0100;50,3862;14,5900
45,4213;3,5498;62,5700;2,4569;51,2241;14,7700;62,5700;51,2241;14,7700
44,7500;3,5850;63,2600;2,5116;50,5897;15,5200;63,2600;50,5897;15,5200
46,7720;3,5007;64,6600;2,4842;50,3241;14,3200;64,6600;50,3241;14,3200
46,9467;3,5291;66,2300;2,4846;54,1586;15,8100;66,2300;54,1586;15,8100
46,7220;3,5593;65,2900;2,4495;54,9034;16,3500;65,2900;54,9034;16,3500
48,0807;3,5033;67,0300;2,4073;55,4724;15,5900;67,0300;55,4724;15,5900
