train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
4,9260;4,3661;8,9200;4,1617;10,6172;5,9500;8,9200;10,6172;5,9500
9,7240;4,0930;14,4700;3,9007;14,7483;7,6200;14,4700;14,7483;7,6200
14,7760;3,8614;22,0900;3,5653;21,4931;7,0200;22,0900;21,4931;7,0200
20,0700;3,6293;24,6700;3,5158;24,5172;10,4100;24,6700;24,5172;10,4100
24,9680;3,4318;30,9600;3,2089;28,2379;9,7600;30,9600;28,2379;9,7600
28,9400;3,2694;33,3800;3,1720;28,9966;13,7500;33,3800;28,9966;13,7500
33,0560;3,1270;39,9700;2,9917;34,5724;17,6100;39,9700;34,5724;17,6100
36,4400;2,9928;40,3800;2,8897;33,3138;17,1000;40,3800;33,3138;17,1000
38,5340;2,9188;42,7200;2,8346;34,0241;20,9000;42,7200;34,0241;20,9000
41,5220;2,8267;47,8200;2,6222;39,1690;20,5900;47,8200;39,1690;20,5900
43,4180;2,7496;46,1600;2,6803;36,7276;21,4900;46,1600;36,7276;21,4900
45,1300;2,6974;48,7600;2,6016;38,2276;21,7100;48,7600;38,2276;21,7100
46,3540;2,6449;50,2700;2,5218;38,5207;22,7800;50,2700;38,5207;22,7800
47,7280;2,6020;50,5200;2,5272;40,4448;24,3300;50,5200;40,4448;24,3300
49,5940;2,5356;54,5500;2,3783;42,7034;26,0800;54,5500;42,7034;26,0800
50,4780;2,5012;56,3200;2,2975;42,9069;26,8900;56,3200;42,9069;26,8900
51,1300;2,4721;55,9800;2,3093;42,8966;27,6200;55,9800;42,8966;27,6200
52,6060;2,4229;57,6000;2,2751;44,7103;29,8500;57,6000;44,7103;29,8500
53,7080;2,3894;57,5300;2,2564;44,9207;29,0400;57,5300;44,9207;29,0400
54,2080;2,3671;57,5500;2,2632;46,5241;30,0700;57,5500;46,5241;30,0700
55,4220;2,3249;59,8500;2,1702;46,2103;31,0800;59,8500;46,2103;31,0800
56,2680;2,2916;60,6000;2,1320;47,8793;29,7400;60,6000;47,8793;29,7400
57,0340;2,2715;60,9200;2,1392;48,2828;30,2500;60,9200;48,2828;30,2500
57,6560;2,2559;61,4900;2,1188;47,8138;31,5300;61,4900;47,8138;31,5300
58,0460;2,2336;62,4600;2,0943;49,5793;33,3900;62,4600;49,5793;33,3900
58,7320;2,2134;63,3000;2,0493;49,4759;32,9900;63,3000;49,4759;32,9900
58,7320;2,2089;62,1600;2,0696;48,0552;32,0200;62,1600;48,0552;32,0200
59,1280;2,2031;63,0400;2,0569;49,1586;32,8400;63,0400;49,1586;32,8400
59,4880;2,1902;62,9800;2,0629;49,1690;33,7500;62,9800;49,1690;33,7500
59,4640;2,1875;63,2900;2,0556;49,2759;33,0500;63,2900;49,2759;33,0500
51,6140;2,4593;55,3900;2,3565;44,9517;25,7100;55,3900;44,9517;25,7100
51,0140;2,4772;52,3000;2,4231;40,4310;24,9300;52,3000;40,4310;24,9300
51,2280;2,4709;56,8000;2,2737;45,6379;29,2000;56,8000;45,6379;29,2000
52,3720;2,4376;56,6100;2,3023;43,3172;29,1600;56,6100;43,3172;29,1600
53,1660;2,4109;57,9300;2,2825;45,9586;28,7500;57,9300;45,9586;28,7500
53,4100;2,3955;56,9900;2,3008;45,3793;29,6700;56,9900;45,3793;29,6700
53,9800;2,3782;57,6200;2,3069;43,2655;32,2200;57,6200;43,2655;32,2200
54,7220;2,3473;58,8500;2,2756;46,0172;32,9000;58,8500;46,0172;32,9000
55,2520;2,3253;60,0400;2,1853;43,4552;33,3200;60,0400;43,4552;33,3200
55,9480;2,3062;60,7200;2,1876;45,4517;32,9500;60,7200;45,4517;32,9500
56,3660;2,2939;61,0700;2,2008;46,3414;35,5900;61,0700;46,3414;35,5900
57,2380;2,2598;62,5000;2,1010;49,4793;34,7600;62,5000;49,4793;34,7600
57,6160;2,2546;62,6300;2,1060;47,7931;36,0900;62,6300;47,7931;36,0900
57,9000;2,2384;63,1000;2,0682;48,9724;35,7800;63,1000;48,9724;35,7800
58,2320;2,2267;63,0800;2,0712;49,7345;34,8700;63,0800;49,7345;34,8700
59,1880;2,1949;63,0800;2,1010;49,2586;36,9700;63,0800;49,2586;36,9700
59,4020;2,1868;64,8000;2,0140;51,4586;37,5100;64,8000;51,4586;37,5100
59,7660;2,1662;64,6500;2,0154;50,3690;38,6600;64,6500;50,3690;38,6600
60,3980;2,1500;65,2800;2,0071;50,8759;36,9200;65,2800;50,8759;36,9200
60,5440;2,1461;64,9900;2,0037;50,5034;38,5000;64,9900;50,5034;38,5000
60,8280;2,1330;64,6000;2,0215;48,0586;35,5900;64,6000;48,0586;35,5900
61,0460;2,1222;65,9300;1,9777;51,5793;38,2600;65,9300;51,5793;38,2600
61,9240;2,0939;66,6200;1,9599;51,7069;39,7500;66,6200;51,7069;39,7500
61,8180;2,0945;67,9300;1,9424;52,0966;42,3800;67,9300;52,0966;42,3800
62,5860;2,0711;67,5500;1,9214;50,9241;39,2000;67,5500;50,9241;39,2000
62,9480;2,0528;66,9800;1,9431;51,7379;40,2200;66,9800;51,7379;40,2200
63,3420;2,0443;68,7500;1,8745;52,6655;39,7500;68,7500;52,6655;39,7500
63,4000;2,0413;69,5100;1,8805;51,5966;43,8800;69,5100;51,5966;43,8800
63,9580;2,0227;68,5500;1,8796;52,6621;40,7500;68,5500;52,6621;40,7500
64,2580;2,0082;68,8800;1,8729;53,7103;41,1500;68,8800;53,7103;41,1500
64,6300;1,9941;69,6700;1,8428;54,6724;42,2000;69,6700;54,6724;42,2000
64,9260;1,9854;70,0700;1,8229;54,5621;42,0700;70,0700;54,5621;42,0700
65,2860;1,9724;69,7200;1,8189;52,4931;41,0800;69,7200;52,4931;41,0800
65,8340;1,9562;69,2100;1,8516;52,7966;42,1400;69,2100;52,7966;42,1400
66,2660;1,9422;71,3500;1,8004;55,7103;44,3100;71,3500;55,7103;44,3100
66,6980;1,9254;71,5500;1,7771;56,1241;43,9900;71,5500;56,1241;43,9900
66,4340;1,9396;71,5700;1,8117;55,3448;46,0800;71,5700;55,3448;46,0800
66,9300;1,9169;71,8700;1,7805;55,7897;43,8000;71,8700;55,7897;43,8000
67,6240;1,9000;71,9200;1,7692;56,7103;44,5900;71,9200;56,7103;44,5900
68,1180;1,8874;71,4000;1,8117;56,4000;46,2900;71,4000;56,4000;46,2900
68,4420;1,8688;72,8200;1,7804;58,4690;47,1400;72,8200;58,4690;47,1400
68,4860;1,8631;73,0300;1,7284;57,2690;45,3800;73,0300;57,2690;45,3800
68,8040;1,8586;72,4900;1,7583;56,1414;46,4100;72,4900;56,1414;46,4100
69,1580;1,8403;73,6500;1,7208;56,9276;46,2000;73,6500;56,9276;46,2000
69,2140;1,8415;73,1600;1,7412;56,5207;46,4200;73,1600;56,5207;46,4200
69,2360;1,8392;73,8600;1,7280;58,2310;47,7000;73,8600;58,2310;47,7000
69,9900;1,8171;73,4300;1,7213;57,9345;46,1300;73,4300;57,9345;46,1300
70,0060;1,8103;73,9000;1,7128;57,4069;46,9000;73,9000;57,4069;46,9000
70,0820;1,8105;73,7300;1,7090;57,3690;47,0900;73,7300;57,3690;47,0900
70,1980;1,8121;74,1900;1,7145;57,7103;47,4400;74,1900;57,7103;47,4400
71,1820;1,7796;74,2700;1,6960;57,6552;46,2600;74,2700;57,6552;46,2600
70,6840;1,7899;74,7400;1,6894;58,3897;46,8600;74,7400;58,3897;46,8600
70,8540;1,7844;74,3300;1,7072;57,8207;47,5500;74,3300;57,8207;47,5500
71,4780;1,7677;74,4100;1,6954;58,0276;47,2900;74,4100;58,0276;47,2900
71,0120;1,7781;74,5500;1,6983;58,3414;47,0800;74,5500;58,3414;47,0800
71,1880;1,7767;74,8200;1,6818;58,7276;47,0000;74,8200;58,7276;47,0000
71,5960;1,7600;74,4000;1,6858;58,4517;47,3200;74,4000;58,4517;47,3200
71,3720;1,7695;74,3500;1,6982;58,3000;47,7000;74,3500;58,3000;47,7000
71,3780;1,7679;74,6900;1,6827;58,5241;47,3600;74,6900;58,5241;47,3600
71,7780;1,7545;74,8100;1,6828;58,7793;47,9000;74,8100;58,7793;47,9000
63,8080;2,0193;65,7900;1,9732;51,4828;40,7700;65,7900;51,4828;40,7700
62,2140;2,0812;65,4300;1,9739;50,2586;36,6400;65,4300;50,2586;36,6400
62,2160;2,0823;67,4600;1,9176;51,7276;39,6500;67,4600;51,7276;39,6500
61,9740;2,0804;65,7300;1,9630;50,5034;37,8400;65,7300;50,5034;37,8400
62,3920;2,0734;67,6900;1,9222;52,7172;40,5800;67,6900;52,7172;40,5800
62,2380;2,0777;66,2500;1,9395;53,2759;38,5700;66,2500;53,2759;38,5700
63,0120;2,0558;68,3200;1,8971;54,8724;40,7200;68,3200;54,8724;40,7200
62,3580;2,0655;68,4100;1,8758;53,9379;40,4700;68,4100;53,9379;40,4700
63,3500;2,0451;68,2700;1,8858;54,2586;41,8000;68,2700;54,2586;41,8000
63,0320;2,0460;68,7500;1,8745;52,9621;41,6200;68,7500;52,9621;41,6200
63,1780;2,0422;66,7300;1,9280;50,9828;38,4100;66,7300;50,9828;38,4100
63,5780;2,0255;67,6600;1,8964;52,1069;38,8400;67,6600;52,1069;38,8400
63,5180;2,0303;69,7700;1,8541;52,2276;42,9500;69,7700;52,2276;42,9500
64,1540;2,0097;70,3600;1,8389;54,9793;43,9500;70,3600;54,9793;43,9500
64,4760;2,0037;69,3600;1,8748;54,9448;43,3300;69,3600;54,9448;43,3300
63,9440;2,0177;69,4700;1,8946;54,6483;42,3700;69,4700;54,6483;42,3700
64,2260;2,0129;69,3100;1,8684;53,7172;42,8100;69,3100;53,7172;42,8100
64,5400;1,9908;70,1900;1,8333;53,6276;41,6600;70,1900;53,6276;41,6600
64,7440;1,9885;69,4600;1,8361;53,1414;41,9800;69,4600;53,1414;41,9800
65,1020;1,9755;69,9400;1,8408;54,1931;43,5900;69,9400;54,1931;43,5900
64,9620;1,9818;68,4000;1,8590;53,3276;39,6100;68,4000;53,3276;39,6100
65,4040;1,9677;70,0200;1,8288;55,1172;44,0400;70,0200;55,1172;44,0400
65,3080;1,9703;69,8400;1,8251;54,1621;42,1500;69,8400;54,1621;42,1500
65,1760;1,9682;71,7100;1,7747;54,6414;42,5800;71,7100;54,6414;42,5800
65,6160;1,9586;70,6700;1,7907;54,9207;43,2200;70,6700;54,9207;43,2200
65,8500;1,9489;70,6800;1,8230;54,1000;44,2300;70,6800;54,1000;44,2300
66,2320;1,9378;70,2800;1,8116;53,5759;43,1300;70,2800;53,5759;43,1300
66,5520;1,9284;71,8200;1,7593;56,7448;44,1300;71,8200;56,7448;44,1300
65,9260;1,9371;70,4900;1,8120;55,9897;44,6400;70,4900;55,9897;44,6400
