train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
8,1860;4,1705;13,4000;3,9044;13,6000;7,3900;13,4000;13,6000;7,3900
16,8400;3,7503;20,4800;3,6857;18,0483;8,1100;20,4800;18,0483;8,1100
26,4840;3,3601;28,6000;3,3206;28,5069;11,3800;28,6000;28,5069;11,3800
34,6160;3,0576;34,9500;3,1636;31,6483;14,2400;34,9500;31,6483;14,2400
41,1480;2,8255;38,5500;2,9010;34,2793;13,8700;38,5500;34,2793;13,8700
45,7820;2,6611;43,1900;2,8145;34,9517;17,5400;43,1900;34,9517;17,5400
49,5840;2,5328;46,2500;2,6918;35,7586;21,6100;46,2500;35,7586;21,6100
53,0640;2,4123;49,1800;2,5867;37,8655;22,5900;49,1800;37,8655;22,5900
54,7940;2,3427;52,1100;2,5110;41,4655;26,7400;52,1100;41,4655;26,7400
57,0620;2,2725;53,8900;2,4000;41,9414;25,0900;53,8900;41,9414;25,0900
59,1060;2,2028;54,5600;2,3914;40,6724;26,7500;54,5600;40,6724;26,7500
60,1560;2,1697;55,9900;2,2857;39,5724;26,2200;55,9900;39,5724;26,2200
61,1920;2,1242;58,9100;2,2088;45,2690;29,5000;58,9100;45,2690;29,5000
62,8560;2,0770;61,2900;2,0991;47,0586;30,8000;61,2900;47,0586;30,8000
64,8060;2,0112;59,7500;2,1799;46,7448;29,7100;59,7500;46,7448;29,7100
65,4660;1,9889;62,7100;2,0697;47,7724;31,7100;62,7100;47,7724;31,7100
65,8340;1,9628;63,1300;2,0769;48,0621;33,8000;63,1300;48,0621;33,8000
67,2720;1,9239;62,9600;2,0732;49,4448;32,6600;62,9600;49,4448;32,6600
68,1000;1,8964;64,6700;2,0078;49,2759;34,9200;64,6700;49,2759;34,9200
68,5420;1,8766;64,6900;2,0507;50,1828;37,6900;64,6900;50,1828;37,6900
70,0120;1,8332;65,5500;2,0004;50,3207;36,4200;65,5500;50,3207;36,4200
70,4040;1,8164;67,1800;1,9262;51,7966;37,7200;67,1800;51,7966;37,7200
70,9380;1,7921;66,9500;1,9277;52,2034;37,4000;66,9500;52,2034;37,4000
71,7060;1,7749;67,8300;1,9102;52,1448;38,6000;67,8300;52,1448;38,6000
72,1360;1,7611;68,1100;1,8976;52,0414;39,8000;68,1100;52,0414;39,8000
72,6800;1,7397;69,2200;1,8567;52,6966;40,2100;69,2200;52,6966;40,2100
72,5000;1,7398;69,0500;1,8753;52,7276;40,3900;69,0500;52,7276;40,3900
73,4660;1,7122;69,0900;1,8614;53,2690;41,2100;69,0900;53,2690;41,2100
73,1680;1,7323;69,1800;1,8654;53,4345;41,8100;69,1800;53,4345;41,8100
73,4720;1,7097;69,0800;1,8624;53,3655;41,6400;69,0800;53,3655;41,6400
65,2060;1,9822;60,0000;2,1705;45,0724;29,9100;60,0000;45,0724;29,9100
64,7320;1,9990;60,1400;2,1705;44,2517;30,8500;60,1400;44,2517;30,8500
65,2520;1,9837;61,0900;2,2010;46,2000;35,1200;61,0900;46,2000;35,1200
65,6420;1,9628;61,9800;2,1533;46,8310;34,7100;61,9800;46,8310;34,7100
66,6080;1,9373;63,2700;2,0852;50,1172;36,5600;63,2700;50,1172;36,5600
66,5160;1,9299;61,4800;2,1262;45,7379;32,9000;61,4800;45,7379;32,9000
67,6580;1,8997;62,8000;2,0786;46,9310;34,4000;62,8000;46,9310;34,4000
68,0640;1,8837;64,0300;2,0793;47,2103;38,5100;64,0300;47,2103;38,5100
68,9100;1,8589;65,1100;2,0022;49,0414;37,1700;65,1100;49,0414;37,1700
69,1560;1,8463;63,2900;2,0505;47,2172;35,4500;63,2900;47,2172;35,4500
69,4400;1,8412;63,0600;2,0801;47,5862;34,3000;63,0600;47,5862;34,3000
70,6080;1,7996;65,0100;2,0017;49,1276;37,4300;65,0100;49,1276;37,4300
70,3160;1,8068;67,4500;1,9208;49,1655;39,9600;67,4500;49,1655;39,9600
70,5720;1,7961;66,4700;1,9294;49,1552;36,4300;66,4700;49,1552;36,4300
71,1120;1,7750;67,6100;1,9229;51,1000;38,6900;67,6100;51,1000;38,6900
71,7460;1,7547;68,0300;1,9171;51,0207;41,5600;68,0300;51,0207;41,5600
71,9780;1,7472;69,1300;1,8470;52,7069;40,2700;69,1300;52,7069;40,2700
72,1720;1,7380;69,5700;1,8716;52,6448;42,0300;69,5700;52,6448;42,0300
72,9100;1,7128;69,0800;1,8830;52,1069;42,4700;69,0800;52,1069;42,4700
73,1620;1,7044;69,6800;1,8275;52,4655;41,4600;69,6800;52,4655;41,4600
73,4360;1,6948;70,0800;1,8636;51,8379;42,7500;70,0800;51,8379;42,7500
73,5960;1,6884;70,3900;1,8233;52,8655;42,7600;70,3900;52,8655;42,7600
74,0500;1,6750;70,1700;1,8418;51,9586;43,3300;70,1700;51,9586;43,3300
74,4760;1,6604;71,4100;1,7785;53,1000;42,5400;71,4100;53,1000;42,5400
74,8440;1,6462;70,4700;1,7901;53,3483;40,9600;70,4700;53,3483;40,9600
75,1220;1,6363;71,2200;1,7723;53,0517;43,2100;71,2200;53,0517;43,2100
75,5160;1,6271;72,0800;1,7402;54,7207;42,9600;72,0800;54,7207;42,9600
75,8660;1,6133;71,5700;1,7914;52,6690;44,4800;71,5700;52,6690;44,4800
75,9760;1,6064;73,1300;1,7221;55,3621;44,2200;73,1300;55,3621;44,2200
76,7580;1,5837;73,0000;1,7433;55,6621;44,1500;73,0000;55,6621;44,1500
77,2280;1,5714;72,1300;1,7326;55,2448;44,1200;72,1300;55,2448;44,1200
77,0740;1,5734;72,6800;1,7361;55,2172;44,1600;72,6800;55,2172;44,1600
77,4700;1,5573;73,2600;1,7095;56,0069;45,3200;73,2600;56,0069;45,3200
77,7060;1,5446;73,5100;1,7022;56,2621;43,9000;73,5100;56,2621;43,9000
78,2460;1,5336;74,6900;1,6515;55,3345;45,7100;74,6900;55,3345;45,7100
78,3360;1,5240;74,2700;1,6859;55,7862;46,2800;74,2700;55,7862;46,2800
78,4640;1,5290;74,6500;1,6779;55,5379;47,6100;74,6500;55,5379;47,6100
78,6920;1,5174;75,1400;1,6414;57,6897;46,4900;75,1400;57,6897;46,4900
79,3760;1,4972;75,0300;1,6506;57,4655;48,1900;75,0300;57,4655;48,1900
79,4680;1,4875;75,9700;1,6353;57,9828;47,7100;75,9700;57,9828;47,7100
80,2100;1,4675;76,0200;1,6326;58,2966;49,2600;76,0200;58,2966;49,2600
80,4440;1,4643;75,6300;1,6351;57,9655;48,9100;75,6300;57,9655;48,9100
80,2640;1,4637;75,9100;1,6060;57,6103;48,2500;75,9100;57,6103;48,2500
80,6320;1,4504;76,1400;1,6112;57,2759;48,3800;76,1400;57,2759;48,3800
80,9260;1,4458;76,4900;1,6054;58,0103;49,4500;76,4900;58,0103;49,4500
80,7680;1,4508;76,3600;1,6152;58,5069;49,2900;76,3600;58,5069;49,2900
81,5340;1,4259;76,6400;1,5967;58,1034;49,6500;76,6400;58,1034;49,6500
81,9760;1,4099;77,0600;1,5929;58,6069;50,2500;77,0600;58,6069;50,2500
82,0020;1,4134;77,2100;1,5820;58,4759;49,7800;77,2100;58,4759;49,7800
81,9580;1,4101;76,9000;1,5820;58,6345;50,7400;76,9000;58,6345;50,7400
82,1140;1,4025;77,4100;1,5662;58,8586;49,0500;77,4100;58,8586;49,0500
82,4940;1,3951;77,9000;1,5641;59,3103;49,7600;77,9000;59,3103;49,7600
82,4820;1,3971;77,6600;1,5659;59,4069;50,3300;77,6600;59,4069;50,3300
82,8980;1,3818;77,7200;1,5603;58,7379;49,8800;77,7200;58,7379;49,8800
82,8340;1,3827;77,7300;1,5587;59,1379;49,4100;77,7300;59,1379;49,4100
83,0000;1,3794;77,8800;1,5541;59,4241;49,9000;77,8800;59,4241;49,9000
83,1440;1,3763;77,8300;1,5593;59,3000;50,2400;77,8300;59,3000;50,2400
83,0220;1,3771;77,7600;1,5663;59,4586;50,0500;77,7600;59,4586;50,0500
82,8620;1,3814;77,9400;1,5492;59,9241;49,7300;77,9400;59,9241;49,7300
82,8100;1,3788;78,0600;1,5555;59,5966;50,1900;78,0600;59,5966;50,1900
75,7160;1,6114;69,8800;1,8076;51,1552;38,7300;69,8800;51,1552;38,7300
74,6640;1,6521;67,6500;1,9062;50,9724;37,4700;67,6500;50,9724;37,4700
73,9900;1,6694;70,1700;1,8011;52,1793;40,4800;70,1700;52,1793;40,4800
74,2400;1,6641;69,5100;1,8549;52,7345;40,2100;69,5100;52,7345;40,2100
74,1200;1,6627;71,4500;1,7642;53,1241;43,4600;71,4500;53,1241;43,4600
74,4560;1,6516;69,6400;1,8165;52,7138;39,5700;69,6400;52,7138;39,5700
74,5360;1,6497;69,9000;1,8126;52,5172;41,5100;69,9000;52,5172;41,5100
75,0080;1,6344;69,7900;1,8081;52,1345;38,9400;69,7900;52,1345;38,9400
75,3000;1,6274;71,1300;1,7938;54,6103;43,6200;71,1300;54,6103;43,6200
75,2020;1,6298;70,2500;1,8171;54,0793;42,2100;70,2500;54,0793;42,2100
75,2420;1,6254;71,5900;1,7348;52,8690;40,7400;71,5900;52,8690;40,7400
75,6840;1,6107;71,2200;1,7737;53,1000;40,0900;71,2200;53,1000;40,0900
75,8920;1,6027;71,7200;1,7437;54,9345;41,8700;71,7200;54,9345;41,8700
75,8160;1,6084;71,0100;1,7779;52,2862;41,3100;71,0100;52,2862;41,3100
76,2600;1,5992;71,6400;1,7608;53,8241;43,3200;71,6400;53,8241;43,3200
75,7680;1,6030;71,3500;1,7620;52,1517;42,1600;71,3500;52,1517;42,1600
76,0960;1,5976;71,5900;1,7475;55,3552;43,5000;71,5900;55,3552;43,5000
76,4960;1,5820;72,9100;1,7159;55,1724;44,8200;72,9100;55,1724;44,8200
76,4440;1,5818;71,5100;1,7404;54,4483;42,6500;71,5100;54,4483;42,6500
76,5720;1,5777;72,3200;1,7025;54,0345;42,3700;72,3200;54,0345;42,3700
76,9320;1,5703;71,9300;1,7309;54,4069;40,8900;71,9300;54,4069;40,8900
77,0640;1,5597;72,4000;1,7030;56,3241;42,8800;72,4000;56,3241;42,8800
76,8640;1,5724;72,7100;1,6897;56,2966;40,3800;72,7100;56,2966;40,3800
76,9440;1,5655;71,2200;1,7605;55,0000;40,2100;71,2200;55,0000;40,2100
77,6040;1,5448;73,0400;1,6888;56,6655;41,8900;73,0400;56,6655;41,8900
77,3940;1,5486;73,5200;1,6693;58,3517;44,6800;73,5200;58,3517;44,6800
77,5040;1,5452;73,4500;1,6684;55,6621;42,9600;73,4500;55,6621;42,9600
78,1800;1,5260;73,7000;1,6815;55,9655;43,6700;73,7000;55,9655;43,6700
