train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_swa;valid_accuracy_robust_swa
8,6040;4,1549;10,7900;4,0142;12,1621;6,8900;10,7900
16,7800;3,7383;18,9500;3,8193;18,1931;8,3400;18,9500
26,4280;3,3521;28,6900;3,2952;26,0724;9,4400;28,6900
34,3940;3,0478;34,1200;3,1469;30,4000;13,5700;34,1200
41,0840;2,8058;39,4000;2,8542;32,7966;13,9300;39,4000
45,8960;2,6379;45,3700;2,7345;35,1207;19,0400;45,3700
49,6320;2,5125;46,7600;2,6310;38,0103;20,3500;46,7600
52,6400;2,4093;49,7500;2,5051;41,1586;21,1800;49,7500
55,7220;2,3131;52,3700;2,4205;40,9448;25,6900;52,3700
57,4500;2,2498;52,8500;2,3757;41,8621;23,6300;52,8500
59,7940;2,1749;54,9800;2,3803;40,7379;27,5000;54,9800
60,4960;2,1498;55,9500;2,2794;43,0793;26,3300;55,9500
62,0560;2,0980;58,6300;2,2063;45,3793;28,4200;58,6300
63,4780;2,0535;58,4500;2,1964;44,9241;28,1100;58,4500
64,7080;2,0114;59,8900;2,1547;46,9793;30,7500;59,8900
65,8780;1,9703;61,2000;2,1309;45,4655;32,4200;61,2000
66,7980;1,9399;62,2500;2,0934;47,8000;32,9400;62,2500
67,5540;1,9096;65,0900;2,0018;51,3690;34,4300;65,0900
68,6120;1,8733;64,9300;2,0216;50,0621;36,3500;64,9300
69,1960;1,8539;65,5600;2,0029;51,4552;37,8800;65,5600
70,2060;1,8190;66,8900;1,9492;52,0414;38,2200;66,8900
71,0900;1,7846;67,5400;1,9245;53,3069;37,9800;67,5400
71,7060;1,7707;67,9800;1,8982;53,2690;37,9100;67,9800
71,9680;1,7572;68,9100;1,8883;52,4586;39,7200;68,9100
72,4740;1,7376;69,6200;1,8634;52,7414;40,7400;69,6200
73,3480;1,7142;69,6500;1,8381;53,6897;39,8700;69,6500
73,4500;1,7108;69,5900;1,8460;53,3172;40,2500;69,5900
73,6920;1,6981;70,1900;1,8314;53,8759;40,9600;70,1900
73,8120;1,7017;70,1900;1,8430;54,0379;41,8800;70,1900
74,0200;1,6878;70,2600;1,8323;54,0034;41,0100;70,2600
65,8860;1,9575;61,2400;2,2039;47,0207;33,1300;61,2400
65,1900;1,9741;60,3900;2,2014;44,6552;33,7800;60,3900
66,0000;1,9560;61,1900;2,1184;47,8931;33,4900;61,1900
66,4160;1,9367;62,7200;2,0820;46,9448;33,7600;62,7200
67,1320;1,9141;63,1900;2,0990;49,8862;36,5700;63,1900
67,3740;1,9059;65,0300;1,9965;50,0138;34,2800;65,0300
68,1620;1,8771;64,6500;2,0517;47,7862;38,5600;64,6500
68,2340;1,8682;65,5600;1,9975;50,1897;37,9500;65,5600
69,6500;1,8326;66,0400;1,9854;47,9000;38,0800;66,0400
69,8040;1,8214;64,8900;1,9859;48,7793;35,3800;64,8900
69,9480;1,8139;65,8500;1,9766;50,5207;36,4900;65,8500
71,0840;1,7786;67,1400;1,9455;51,7172;38,0100;67,1400
70,9800;1,7839;67,3600;1,9360;51,0966;40,1200;67,3600
70,9080;1,7743;68,1400;1,8760;52,2655;38,3900;68,1400
71,9500;1,7483;68,7700;1,8904;53,7793;40,1700;68,7700
72,6420;1,7204;68,7100;1,8960;52,2759;41,2100;68,7100
72,7580;1,7197;69,2300;1,8446;52,6724;39,2100;69,2300
73,1560;1,7080;69,4500;1,8854;52,1828;41,4000;69,4500
73,4740;1,6915;70,4400;1,8249;52,1310;39,5200;70,4400
73,7960;1,6808;69,8200;1,8269;50,9241;40,6400;69,8200
74,2560;1,6705;69,4100;1,8526;52,0448;42,9900;69,4100
74,1200;1,6653;70,8500;1,8149;54,7621;43,2000;70,8500
74,8000;1,6470;71,8100;1,8058;55,2345;46,3200;71,8100
75,1460;1,6319;71,7100;1,7732;55,7483;44,0200;71,7100
75,4240;1,6213;71,4400;1,7763;54,2103;43,3700;71,4400
75,7380;1,6124;71,1900;1,7808;52,8862;43,5500;71,1900
76,0300;1,5999;72,2300;1,7522;54,7966;43,5100;72,2300
76,3180;1,5953;72,0300;1,7546;54,0828;44,1900;72,0300
77,0180;1,5713;72,9400;1,7190;55,2207;44,8900;72,9400
77,1860;1,5677;72,5400;1,7391;55,7759;46,3300;72,5400
77,4820;1,5510;73,6100;1,6937;55,4414;45,7100;73,6100
77,2740;1,5590;73,8700;1,6827;56,2276;44,7400;73,8700
77,6480;1,5441;73,8200;1,6993;56,0483;46,1000;73,8200
78,6120;1,5176;73,4500;1,7066;55,1931;43,7900;73,4500
78,6920;1,5142;74,4400;1,6620;56,9103;46,5100;74,4400
79,1720;1,4995;75,0700;1,6516;56,7379;48,1600;75,0700
78,8840;1,5036;74,9500;1,6632;57,2069;48,2600;74,9500
79,6120;1,4848;75,0900;1,6340;58,2310;46,1400;75,0900
80,0340;1,4711;75,4700;1,6564;57,3310;49,1200;75,4700
80,2580;1,4597;76,4500;1,6143;58,5241;48,4000;76,4500
80,8280;1,4429;76,7800;1,6313;58,1207;50,2000;76,7800
80,8920;1,4412;76,2900;1,6058;60,3552;50,1800;76,2900
81,1540;1,4323;76,4400;1,5975;58,5966;50,4300;76,4400
81,4860;1,4205;76,1800;1,5942;57,7828;49,0500;76,1800
81,6380;1,4113;77,0900;1,5850;59,2793;50,7100;77,0900
81,7000;1,4170;77,1500;1,5759;58,7069;49,5400;77,1500
81,7340;1,4116;77,2700;1,5718;60,1241;49,5200;77,2700
82,4160;1,3915;77,5000;1,5742;59,9172;50,1000;77,5000
82,5740;1,3882;77,6700;1,5628;59,9655;50,3400;77,6700
82,6760;1,3879;77,9700;1,5546;59,7759;50,8500;77,9700
82,7740;1,3740;78,1200;1,5474;60,7448;50,8900;78,1200
83,2640;1,3687;78,1100;1,5438;59,9310;51,3100;78,1100
83,1100;1,3721;78,2800;1,5493;61,0621;51,8900;78,2800
83,3220;1,3647;78,3900;1,5467;60,5655;51,1000;78,3900
83,1420;1,3668;78,4000;1,5273;61,2276;50,3700;78,4000
83,2260;1,3625;78,6100;1,5283;61,2690;50,5300;78,6100
83,7060;1,3558;78,2500;1,5340;60,8586;51,7200;78,2500
83,6180;1,3577;78,2200;1,5377;60,8034;51,6600;78,2200
83,5840;1,3528;78,4900;1,5319;61,3034;51,4900;78,4900
83,6800;1,3509;78,5100;1,5365;61,0931;78,5100;61,0931
76,5960;1,5779;70,0600;1,8158;52,3345;70,0600;52,3345
75,2160;1,6269;70,5100;1,8142;51,9621;70,5100;51,9621
74,5100;1,6451;69,6200;1,8260;54,1931;69,6200;54,1931
74,6240;1,6413;70,1500;1,8280;53,6724;70,1500;53,6724
74,9580;1,6287;71,7600;1,7466;54,3862;71,7600;54,3862
75,5080;1,6230;71,9300;1,7421;55,9724;71,9300;55,9724
75,2000;1,6250;71,1700;1,7504;53,9862;71,1700;53,9862
75,2540;1,6199;71,1500;1,7571;52,8724;71,1500;52,8724
