train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
4,4740;4,4517;9,4100;4,0867;8,2842
7,0980;4,3059;10,7600;4,0302;9,9211
8,1100;4,2515;13,3400;3,8969;11,8895
10,7080;4,1433;17,0400;3,7097;14,7474
11,9480;4,1187;20,2800;3,5306;17,2053
14,2340;4,0110;22,4100;3,4595;18,7105
16,1880;3,9284;23,0500;3,5451;19,3368
18,2400;3,8837;29,4400;3,1635;24,5474
21,6200;3,7622;32,7400;3,0058;28,3789
22,5580;3,7019;34,9600;2,9677;29,8842
23,7100;3,6651;37,1000;2,8575;30,3632
24,9040;3,6280;36,3200;2,8767;30,4053
17,8280;3,8979;26,3000;3,3503;23,5526
21,1200;3,7715;28,1300;3,2106;23,8211
22,8780;3,7231;31,4300;3,0868;26,7789
23,7240;3,6809;34,1800;3,0064;29,5316
24,3620;3,6686;38,4200;2,8366;33,5263
27,8380;3,5258;36,9700;3,0183;33,3000
27,9720;3,5393;42,5500;2,7021;37,1474
28,7180;3,5459;45,2400;2,5851;38,3895
31,8420;3,4085;43,3400;2,6799;36,5474
33,2220;3,3683;43,2900;2,7725;35,8737
31,4660;3,4788;40,3000;2,8181;34,9474
33,2800;3,3733;43,3900;2,6573;36,1526
36,3620;3,2652;46,4000;2,5492;40,1474
36,4580;3,2734;51,3000;2,4110;43,0105
36,9040;3,2329;50,9400;2,4836;43,9158
41,2400;3,0916;51,2500;2,4153;42,8526
40,1980;3,1440;53,1900;2,3558;45,2579
39,1060;3,1751;52,3400;2,3467;44,3632
40,7640;3,1555;53,4000;2,3430;45,8053
39,9280;3,1861;58,2600;2,1503;49,5579
43,3960;3,0948;58,4000;2,1533;49,6000
43,1380;3,0356;58,3200;2,1461;49,1684
42,1920;3,1206;57,5500;2,1929;48,2000
44,9060;2,9818;58,7900;2,1312;49,5526
34,7800;3,3562;41,0900;2,9624;33,8789
34,2080;3,3540;48,9000;2,5286;40,7053
37,4300;3,2213;45,3200;2,8109;38,1737
36,6340;3,2334;44,7600;2,6532;38,8632
37,1020;3,2713;50,1900;2,4299;40,3053
37,3740;3,2984;54,4800;2,3046;46,5579
38,6180;3,2502;54,0200;2,3048;45,6211
40,6900;3,1229;54,7800;2,3238;46,0842
40,8400;3,1360;51,6200;2,3885;42,2947
42,1520;3,0465;51,5900;2,3925;42,4105
42,2360;3,1279;56,8400;2,2474;47,7947
43,0680;3,0310;57,0100;2,2413;47,2737
44,9840;3,0086;57,8000;2,2141;49,3632
45,5060;2,9860;59,1700;2,1640;50,7421
43,8940;3,0331;57,1700;2,2030;49,1947
44,3260;3,0616;60,7700;2,0608;51,5684
48,6640;2,8421;55,7200;2,3335;47,4947
44,4060;3,0993;60,4900;2,1329;51,5211
46,1880;2,9715;61,1200;2,0435;52,3368
47,8500;2,9379;56,8700;2,2252;48,4947
48,9780;2,9714;60,7800;2,0580;49,8263
47,1260;2,9304;63,0600;1,9912;54,3947
48,7080;2,8824;64,3900;1,9395;55,3421
48,2220;2,9628;60,1300;2,1214;50,5947
49,6420;2,9125;66,2800;1,8976;56,8789
52,6420;2,7006;66,2200;1,9465;58,0211
50,5320;2,8324;65,2700;1,9306;57,4684
51,9860;2,7844;67,9800;1,8311;58,7789
52,4000;2,7792;68,0700;1,8292;59,3737
51,9180;2,7804;69,0200;1,7960;58,7579
53,7400;2,7207;69,2200;1,8396;59,0053
54,2300;2,7688;69,6600;1,7684;60,5737
55,3920;2,7355;69,1000;1,8075;58,7421
53,9880;2,7644;69,7100;1,7575;59,4895
54,1560;2,7988;69,6400;1,7749;59,4053
57,3520;2,6075;72,1600;1,7086;61,2684
57,3280;2,7039;72,0700;1,6983;62,1000
55,1480;2,7909;70,8900;1,7489;61,1737
55,9860;2,6648;72,4300;1,6832;62,5632
59,0640;2,5681;72,4300;1,6889;62,3684
60,2980;2,5391;73,0300;1,6617;63,4684
58,8620;2,6373;73,3300;1,6519;64,1000
56,9900;2,6381;73,2700;1,6530;63,9000
60,5520;2,5430;72,9600;1,6600;63,7105
56,8000;2,7032;73,4900;1,6523;63,9053
58,1360;2,6579;73,2300;1,6595;63,7368
58,2220;2,6065;73,4200;1,6544;64,0684
59,7920;2,5910;73,6400;1,6469;63,9474
48,9540;2,9073;55,9900;2,2824;47,0895
48,5560;2,8970;57,6900;2,1542;48,8368
46,5120;3,0273;58,4100;2,1742;47,0789
49,3300;2,8932;61,3800;2,0361;51,6895
48,2740;2,9267;61,5200;2,0286;52,2842
48,1420;2,9020;63,8000;1,9737;53,4316
48,6680;2,9013;62,5900;2,0139;53,2947
50,1920;2,8429;65,1500;1,9325;56,1053
51,3920;2,8667;62,3400;2,0181;53,2895
51,6820;2,8279;64,1700;1,9613;55,8368
50,5180;2,8862;67,8300;1,8291;57,9842
51,4560;2,9070;64,7600;1,9494;55,6421
52,6680;2,8116;63,7000;1,9832;54,9474
50,0720;2,8503;63,1800;1,9834;54,7474
54,2620;2,7235;65,1200;1,9279;55,9105
54,5460;2,7366;63,9400;1,9551;54,2842
52,1200;2,7877;66,9900;1,8500;56,7632
