train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
2,3867;4,5880;8,0200;4,2206;7,3737
3,1973;4,5544;9,4400;4,1537;8,6211
4,3533;4,5283;10,8700;4,0527;9,6316
4,7740;4,5079;14,6400;4,0459;13,0842
4,5440;4,5172;14,6100;4,0660;12,8789
5,9780;4,4822;17,6500;4,0024;15,9842
6,6153;4,4717;20,3900;3,8748;17,0579
6,7400;4,4690;22,7300;3,7556;20,5316
6,6627;4,4738;23,3000;3,8253;20,8105
7,8133;4,4550;26,4700;3,8934;22,7579
7,5500;4,4571;27,8900;3,8655;23,7474
8,7473;4,4248;27,3600;3,7290;23,8316
5,8980;4,4833;20,8400;4,0977;17,4684
8,2720;4,4235;19,3600;3,9763;16,8895
6,8893;4,4714;24,8700;4,0047;21,4105
8,7533;4,4232;27,1600;3,6814;23,0526
8,2327;4,4443;24,9700;4,1856;21,2895
8,8287;4,4207;29,7600;3,7886;25,8105
9,2320;4,4104;26,6900;3,7240;22,5316
10,9013;4,3584;25,9000;3,6902;19,7526
10,5613;4,3857;31,3400;3,6555;25,4105
11,6140;4,3549;37,5400;3,1199;32,0263
11,8687;4,3453;35,3300;3,5374;29,5684
12,6300;4,3232;39,3700;3,2128;32,7105
12,9227;4,3182;38,3500;3,5614;32,0632
11,6000;4,3489;43,3600;3,5392;34,9368
13,3927;4,3097;44,6100;3,0662;36,4789
14,6620;4,2863;47,0500;3,3027;39,1368
14,2947;4,2872;44,7900;3,2671;37,9789
14,1827;4,3109;47,7400;2,9606;39,6105
15,2940;4,2750;48,8600;2,9675;39,9789
15,9667;4,2575;48,8200;2,9112;40,3105
15,2860;4,2856;50,1500;2,9233;41,1000
14,2593;4,2778;50,4900;3,0837;41,9211
15,9520;4,2564;49,3500;3,3951;41,3579
15,3580;4,2615;52,0800;2,7998;42,7316
11,8533;4,3498;35,7300;3,3616;30,6632
11,4607;4,3482;37,0500;3,7353;29,1421
12,8327;4,3244;40,0800;3,6074;33,2842
13,3233;4,3209;41,8400;3,4683;35,2632
12,0240;4,3544;43,1800;3,1842;35,7053
13,1120;4,3191;43,4800;3,0839;34,4053
13,7760;4,3140;41,6800;3,3548;33,8158
14,5093;4,3009;46,8800;3,1749;39,2158
13,9040;4,2988;47,6100;3,0605;37,7789
14,9507;4,2635;47,5300;2,9960;38,6474
15,9987;4,2417;48,7900;2,8440;39,3263
15,7753;4,2652;50,8600;3,0921;42,0105
17,6927;4,2408;50,3000;3,3295;41,3737
14,2240;4,3050;49,9200;3,4987;40,5000
16,7540;4,2503;53,8000;2,7283;44,3263
15,8687;4,2677;52,1000;2,7388;43,1842
19,4860;4,1525;53,6200;2,9483;42,5316
16,9633;4,2113;55,0000;3,2019;44,8684
18,1347;4,1934;55,5100;2,9779;45,9158
17,0293;4,2329;55,9700;3,2405;45,7474
16,1207;4,2631;54,3500;2,8189;44,6947
20,3520;4,1583;58,3900;2,8008;47,5105
20,8013;4,1310;55,9200;3,1390;46,4263
17,1253;4,2352;58,3500;2,5762;48,1737
18,3207;4,1825;60,8800;2,5137;48,9579
18,4113;4,1760;59,4400;2,4817;49,2000
19,4787;4,1599;58,9600;3,2978;47,7474
20,8493;4,1078;61,2800;2,8813;50,1368
20,8613;4,1191;63,2600;2,6764;50,8263
17,3180;4,1981;59,7100;2,8694;49,0789
