train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
4,3580;4,4709;6,9600;4,0643;5,8842
6,9460;4,3343;9,9400;3,8513;8,1737
8,2820;4,2764;11,4200;3,7579;9,4000
10,0420;4,2087;16,2800;3,4945;12,9789
11,4940;4,1603;18,1700;3,4272;14,8842
14,4920;4,0519;22,4500;3,1659;18,2579
17,0100;3,9831;23,9800;3,0917;18,2474
17,9340;3,9245;28,6700;2,8499;22,1263
20,6680;3,8326;29,7300;2,7524;23,8053
23,6860;3,7537;28,5700;2,8759;21,3526
23,5740;3,7642;25,8300;3,0933;19,2105
25,2920;3,7153;27,6500;2,9440;20,8316
17,1900;3,9831;20,8000;3,3873;17,1526
20,1440;3,8812;24,7800;3,1701;19,0684
23,1380;3,7838;28,7100;2,9713;21,3105
24,8660;3,7223;23,3700;3,2372;17,7053
25,8040;3,7011;23,3300;3,4627;19,0526
27,9440;3,6119;24,3500;3,2869;17,5789
29,7640;3,6089;31,1400;2,9231;22,4211
30,6280;3,5535;30,0000;2,8426;22,9632
32,1520;3,4907;32,0900;2,7393;22,9842
32,9480;3,4675;37,1800;2,5626;25,7947
33,8200;3,4749;35,1300;2,5906;24,9789
36,1200;3,4011;35,1000;2,6001;25,2263
38,0780;3,3534;32,8500;2,7972;22,6000
38,5520;3,3399;43,8400;2,2261;30,6211
37,7080;3,3379;43,4000;2,2252;30,0053
40,2280;3,2155;46,0300;2,1439;31,4053
39,7720;3,3011;45,8900;2,1359;30,4632
41,4460;3,2328;50,4700;1,8862;33,7053
40,6260;3,2445;53,5600;1,7670;37,0684
44,0880;3,1889;52,8700;1,7595;36,4842
42,1220;3,2347;53,3400;1,7602;36,5316
45,5720;3,1341;55,3800;1,6301;38,8579
44,0400;3,1676;54,9600;1,6638;37,7368
46,7180;3,1243;54,9200;1,6766;37,7263
36,9660;3,3447;44,7100;2,1982;33,6105
36,6140;3,3734;42,8300;2,2874;30,2000
36,2600;3,3645;41,7400;2,5119;29,1947
37,1040;3,3702;43,1500;2,3022;29,8842
39,9260;3,3263;46,9900;2,1141;30,7105
40,8380;3,2413;45,3800;2,1869;32,1211
40,9740;3,2451;46,2700;2,0874;32,9789
39,9800;3,3315;45,4500;2,1794;29,7316
41,9200;3,2570;53,2100;1,7631;38,6947
40,3520;3,2424;53,5200;1,7902;37,5632
41,4480;3,2849;50,7900;1,8899;34,9316
44,6580;3,1730;51,0500;1,8942;36,4421
46,0020;3,1559;56,2200;1,6662;39,5368
46,3000;3,1160;50,4100;1,9747;35,2632
45,2020;3,1851;59,7000;1,5313;42,9263
42,9780;3,2086;58,2300;1,5970;40,6158
47,5480;3,1225;59,7100;1,5185;42,7053
45,9000;3,1407;60,7200;1,4649;44,0263
47,8860;3,0356;58,1100;1,6044;41,0474
49,7220;3,0338;58,6100;1,6030;42,7368
50,5840;3,0360;57,8700;1,6146;41,8895
45,8480;3,1653;59,2400;1,5970;41,8789
49,4660;3,0389;58,7000;1,6016;37,8684
50,4880;2,9830;64,0600;1,3673;45,3632
52,8440;2,9270;65,7600;1,2801;48,4684
49,7240;3,0472;65,4200;1,2880;47,8789
54,6880;2,8673;63,1100;1,4108;45,7947
52,4780;2,9465;67,0000;1,2585;49,2526
52,0000;2,9332;67,1800;1,2373;48,2842
54,2880;2,8815;67,7700;1,2151;48,1316
51,0260;2,9534;68,6400;1,2036;50,2368
55,6240;2,8587;71,1300;1,1767;53,0737
56,9080;2,7971;69,4000;1,1557;49,4421
55,9040;2,8482;70,2000;1,0959;52,2895
57,5200;2,8379;70,7600;1,0803;51,8947
57,2760;2,8082;71,0300;1,0856;52,2684
59,6680;2,7754;72,5500;1,0390;53,7737
58,0340;2,7729;72,0400;1,0512;53,3000
61,9280;2,7011;73,3000;0,9936;55,2842
57,9440;2,7991;72,6700;1,0554;53,4211
59,3760;2,7440;73,9000;0,9766;55,4579
58,7240;2,7467;72,9400;1,0402;53,7737
60,0820;2,7243;73,0300;1,0129;54,7526
59,4480;2,7172;72,7100;1,0315;53,3895
59,9740;2,6844;73,2000;1,0249;54,2316
58,7760;2,7073;73,2900;1,0270;54,1421
60,9740;2,7262;73,1100;1,0319;54,2158
57,4800;2,8349;73,0000;1,0313;53,6895
50,5380;3,0039;55,6100;1,8446;37,3368
48,2940;3,0090;55,7700;1,8755;40,6211
49,1680;3,0701;62,4600;1,5001;45,8947
49,8700;3,0235;59,7600;1,5864;42,0368
47,2060;3,0960;59,6800;1,6556;40,8158
52,8080;2,9495;63,0200;1,4203;43,7421
52,8160;2,9460;64,0900;1,4135;48,6737
53,8420;2,9061;65,6300;1,3962;48,3895
50,5600;3,0067;64,1400;1,3932;47,2895
50,3720;3,0310;65,6500;1,3789;47,3947
51,1820;2,9183;65,9200;1,3355;48,4368
54,3060;2,9133;67,8700;1,3517;48,2158
53,2380;2,9044;66,4900;1,3162;49,0000
51,0380;3,0288;66,4700;1,3001;47,5421
54,4460;2,8684;66,3200;1,3320;46,9105
55,0980;2,8972;65,3600;1,4788;47,0579
52,0900;2,9792;67,4400;1,2653;48,9053
53,9780;2,8929;68,0200;1,3730;52,0263
53,0740;2,9132;65,9500;1,4017;49,2263
56,2980;2,8186;64,8000;1,5085;47,4000
55,9400;2,8277;67,3800;1,2744;49,9211
55,0900;2,8349;68,7000;1,3955;50,3737
53,8900;2,9105;72,2300;1,1714;52,4789
57,2860;2,7968;67,7800;1,2972;48,8105
56,5000;2,8614;67,4200;1,5398;51,1789
56,7540;2,8361;70,8300;1,2863;52,5632
57,1500;2,8659;69,6900;1,4983;53,1684
54,9100;2,8979;70,2000;1,3347;53,1211
56,9400;2,8425;72,8100;1,2639;53,6579
58,8140;2,8023;72,8300;1,1074;55,5474
57,3320;2,8276;72,3700;1,2955;53,2316
54,3240;2,8569;73,1700;1,1481;54,3684
55,7680;2,8909;71,8400;1,3297;53,1895
60,1820;2,7282;74,8800;1,0915;56,5684
55,4780;2,8733;71,7600;1,3575;53,3947
57,9460;2,7698;71,4000;1,3932;54,3263
60,5920;2,6807;74,7300;1,0010;57,3368
59,1600;2,7844;73,8600;1,2290;56,1947
59,6580;2,7640;74,1100;1,1412;55,4105
61,6420;2,6815;74,4800;1,1475;56,6526
62,5560;2,7129;75,3100;1,0121;58,9368
58,3880;2,7555;73,6300;1,1570;56,3263
57,0940;2,7524;75,4000;1,1577;59,0000
62,0700;2,6891;76,6700;1,0528;58,7053
61,1440;2,7027;75,6100;1,2072;58,8526
63,7520;2,6394;77,1100;1,0034;60,9053
61,7280;2,6469;76,3900;1,0949;59,0000
61,0340;2,6640;76,1400;1,1383;58,4000
63,3900;2,6288;77,3300;1,1019;60,7263
62,7000;2,6403;77,0700;1,0172;60,3474
63,3580;2,6594;77,2200;1,0571;59,2526
64,4640;2,6445;77,3400;1,2272;60,2053
63,3560;2,5906;77,4200;1,0849;58,2158
60,7620;2,7001;78,1000;1,0241;61,8474
63,6960;2,5809;77,5700;1,0352;62,2158
65,4360;2,6037;77,9200;1,0679;61,3684
65,4980;2,5758;78,2900;1,0695;60,9158
61,1320;2,6728;78,0400;0,9940;61,6526
64,1880;2,5686;77,9500;1,0350;61,4158
62,7840;2,6339;78,8700;1,1216;61,0053
68,1800;2,5044;78,3200;1,1549;61,3000
59,0680;2,7172;78,1200;1,3328;61,1263
65,5480;2,5229;78,7500;1,1672;60,4263
63,7060;2,5739;79,1400;1,0912;60,8211
67,0000;2,5034;79,1100;1,1215;61,9579
66,2280;2,5708;79,6900;1,1141;63,3000
66,8700;2,5082;79,6400;1,0461;62,7368
66,0420;2,5293;79,0100;1,1836;61,0526
67,4100;2,5068;80,1500;1,0588;63,4737
66,8120;2,5294;79,9600;1,0510;63,5158
66,2660;2,4601;79,9900;1,0939;62,5105
67,7080;2,4815;80,6000;1,0059;64,2368
66,1480;2,5373;79,8900;1,1595;62,2737
71,4980;2,3556;80,5900;1,0215;63,7316
67,8320;2,4601;79,8300;1,1822;62,6842
68,2280;2,4785;80,6600;1,1276;64,3316
65,4780;2,5420;80,7200;1,0357;64,7105
70,1720;2,4341;80,3300;1,1306;64,3000
71,4420;2,4160;80,9300;1,1741;64,0105
67,5620;2,4690;80,6200;1,1712;63,7368
70,2760;2,4637;80,5900;1,1300;64,3105
69,6480;2,4593;81,1100;1,1288;64,8263
69,4320;2,4343;81,2200;1,0436;64,3316
73,6140;2,3280;81,1200;1,0605;64,8684
72,8020;2,2925;81,3700;1,0887;64,7947
73,6240;2,3612;81,2300;1,1206;64,6632
69,6280;2,4645;81,8100;1,1034;65,2000
69,7300;2,4150;81,6300;1,0457;65,2263
70,7320;2,4195;81,4800;1,0672;65,1316
72,8500;2,3200;81,5700;1,0454;65,1789
68,9840;2,4371;81,4000;1,1360;65,3263
70,1920;2,4126;81,1200;1,1925;64,9526
68,8460;2,3744;81,4900;1,1057;65,1421
69,9400;2,3901;81,4200;1,1253;64,9105
68,8200;2,4336;81,7500;1,1255;65,3684
71,1780;2,3680;81,5700;1,1554;65,1632
58,5360;2,7868;69,0700;1,3918;52,1684
56,0100;2,8097;68,7200;1,4357;52,1053
56,5960;2,8262;73,0700;1,3493;55,5474
59,2180;2,7730;70,6600;1,3369;52,4842
59,4880;2,7281;71,6400;1,2736;54,3421
59,1960;2,7484;70,3000;1,2919;52,3105
58,6740;2,7758;72,4900;1,2251;57,1421
58,7820;2,7718;70,1000;1,3129;54,5632
58,6480;2,7239;73,4000;1,2422;55,8053
58,9780;2,7977;72,2400;1,3704;53,9579
61,0360;2,6838;73,4800;1,2741;55,5579
61,8560;2,7114;72,8700;1,1241;54,6579
57,5260;2,7896;72,5800;1,5361;54,8368
57,5220;2,7636;74,4200;1,1589;56,9316
60,8280;2,6584;74,4800;1,1359;58,0632
63,1420;2,6309;76,0300;1,1362;57,1789
60,0720;2,7155;72,3800;1,3524;54,5263
61,6300;2,6289;72,5100;1,2424;53,6737
58,6960;2,7780;75,7900;1,0378;59,6316
59,0560;2,6999;72,5000;1,2272;54,1263
60,0580;2,7753;75,5100;1,0622;57,6526
59,7640;2,6860;74,7200;1,1794;56,8579
62,7420;2,6328;73,8900;1,2887;56,6737
61,7620;2,6729;75,6300;1,2148;58,0158
60,3780;2,6968;74,7900;1,0806;58,0737
59,0900;2,7805;75,2600;1,2837;58,4684
61,2320;2,7062;75,2400;1,1689;58,2526
60,5720;2,7202;74,9700;1,1964;56,9053
59,9360;2,7121;74,5800;1,1696;55,8684
66,1060;2,5912;76,7900;1,1320;59,5368
61,8020;2,6498;75,0400;1,1037;57,7053
63,4400;2,6529;74,9100;1,1795;56,0895
60,7540;2,7447;77,7000;1,0617;59,7000
57,6620;2,7477;75,5600;1,2903;57,5842
60,3240;2,6404;74,8600;1,2680;57,1947
62,2060;2,6560;75,5800;1,0545;57,5789
