train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
6,2040;4,3291;10,9700;3,9654;9,7158
10,7820;4,1144;16,1800;3,7587;14,8737
15,3440;3,9280;23,1900;3,4629;18,4158
20,5620;3,7148;24,7200;3,3791;20,3947
25,4320;3,5387;31,9100;3,0994;27,5947
28,1420;3,4866;35,4500;2,9106;31,5263
29,8180;3,4344;36,0000;3,0134;32,6526
35,0620;3,1996;39,3100;2,7952;32,9526
37,1460;3,1953;45,6900;2,5656;38,4737
41,4040;3,0643;47,8000;2,5238;40,3632
41,7940;3,0526;51,0500;2,3569;43,7474
41,6660;3,0501;52,1800;2,3289;44,5947
34,0320;3,2590;42,6100;2,6741;35,7789
35,4060;3,2298;41,5100;2,6943;35,1842
37,5740;3,1399;41,9500;2,7019;34,7053
41,6400;3,0372;48,4800;2,4816;40,2316
42,5620;3,0008;46,4900;2,5439;39,4789
44,4120;2,9196;51,9600;2,3182;44,5316
44,5240;2,9736;52,7700;2,3078;46,1632
45,3180;2,9482;49,9800;2,4055;42,6000
47,6700;2,8226;54,8200;2,2667;47,8579
48,4860;2,8536;58,6400;2,1340;49,5737
50,7120;2,7980;58,3200;2,1329;49,3737
52,2480;2,6859;60,9600;2,0288;52,0158
53,4760;2,7061;60,6200;2,0534;50,8000
53,2300;2,6203;60,6800;2,0955;51,3158
52,9480;2,7433;65,1800;1,9071;53,9526
56,9400;2,5761;65,7800;1,9263;55,1105
58,5940;2,5212;67,0300;1,8587;56,3947
57,6780;2,5477;67,7000;1,8536;57,1842
57,0320;2,6123;68,4900;1,8080;58,0368
62,2760;2,4288;68,4500;1,8360;58,3895
58,7620;2,4995;70,1600;1,7519;59,3474
61,8220;2,4564;70,4000;1,7324;60,2526
61,5900;2,4899;70,6500;1,7346;59,7579
62,2780;2,4405;70,6200;1,7238;60,2579
50,5300;2,7525;52,1400;2,3439;44,3632
52,6400;2,7164;58,0700;2,1336;48,9421
51,5840;2,7611;58,3100;2,2264;49,3895
53,6520;2,6720;61,7100;2,0085;50,1316
53,7340;2,5882;59,5400;2,1723;49,3211
55,5680;2,6165;63,4100;1,9668;52,0474
50,9860;2,8143;62,3800;2,0009;52,2474
57,8320;2,5158;60,4800;2,0906;51,4474
60,4520;2,4020;62,8700;1,9799;53,0105
58,2920;2,5587;64,8000;1,9343;54,3421
58,3100;2,5607;64,3500;1,9478;54,8000
61,0280;2,4363;64,2800;1,9992;54,0000
60,0280;2,5122;64,9400;1,9448;54,1105
62,2880;2,3524;66,4800;1,8985;55,3526
61,9260;2,4153;65,9800;1,9090;55,2842
64,5160;2,3085;68,0900;1,8705;58,3684
62,6840;2,4701;70,3900;1,7618;60,5211
62,1040;2,3943;68,0900;1,8361;57,2632
63,2260;2,4253;67,4000;1,8490;57,3263
68,3700;2,2712;70,1200;1,7443;59,1105
61,9180;2,4110;70,0900;1,7714;58,5211
66,0060;2,3320;71,5500;1,7005;61,7316
67,1960;2,3018;72,7100;1,7076;62,4789
65,0640;2,3938;71,5500;1,7148;60,9316
69,0840;2,2758;71,6900;1,7676;60,3579
68,1360;2,2647;72,9800;1,6626;61,3105
70,6500;2,2082;74,2300;1,6683;63,0000
72,6160;2,0782;73,9400;1,6349;64,0842
70,9020;2,1995;74,3800;1,6219;63,6000
75,3780;2,0201;74,7300;1,6260;63,6579
72,0540;2,1208;74,9800;1,6195;64,6263
77,0140;2,0315;75,7200;1,5868;65,7737
76,2720;2,0916;75,6200;1,5975;65,6053
75,5900;2,0418;76,1700;1,5787;66,4263
73,9860;2,1495;76,8100;1,5883;66,2105
72,9780;2,1481;76,3200;1,5686;66,0632
72,3620;2,1661;76,2400;1,5761;65,6053
77,5520;2,0290;77,6900;1,5308;67,3947
79,2380;1,9565;77,4100;1,5311;67,2684
78,8480;2,0241;77,8500;1,5280;67,7947
