train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
36,9360;1,8240;49,3400;1,3974;43,9474
56,3900;1,4607;55,2700;1,2970;46,2789
65,3160;1,2822;49,6100;1,7966;44,6895
71,0560;1,1621;71,1000;0,8387;57,1526
75,6500;1,0664;69,2700;0,9136;57,9737
78,8660;0,9958;71,9300;0,8695;57,4895
81,2460;0,9389;78,8800;0,6480;62,2421
83,6760;0,8866;81,6800;0,5374;65,4632
85,4420;0,8476;85,2200;0,4636;68,2684
86,6440;0,8233;84,3200;0,4665;67,7421
78,2540;1,0052;75,7200;0,7529;60,4421
80,1740;0,9610;75,3800;0,7920;59,4105
81,9940;0,9227;76,6500;0,7042;58,4211
83,4360;0,8908;81,4000;0,5872;61,8526
84,2920;0,8677;81,3500;0,5729;66,1211
85,1520;0,8466;82,5200;0,5516;66,1895
85,9700;0,8297;82,6900;0,5183;68,3737
87,2000;0,8021;83,2000;0,5514;67,2632
87,6260;0,7892;84,2100;0,4974;68,1947
88,6500;0,7671;84,0800;0,5009;66,9842
89,7400;0,7447;88,0600;0,3703;72,8842
90,6000;0,7255;88,6100;0,3817;70,8789
91,3920;0,7066;89,3100;0,3300;73,5789
92,1000;0,6892;89,7600;0,3336;72,8474
93,1140;0,6690;91,0200;0,2901;74,9474
93,9100;0,6501;90,7200;0,3011;75,0053
94,4160;0,6369;91,3800;0,2874;76,5105
95,0160;0,6270;91,8000;0,2648;76,9684
95,3020;0,6195;92,2200;0,2571;77,4632
95,6740;0,6142;92,2800;0,2647;77,5316
85,5080;0,8396;84,5000;0,4836;66,9053
87,0160;0,8028;82,5600;0,5363;66,5211
87,0500;0,8029;85,3000;0,4743;68,0316
87,6280;0,7893;83,1700;0,5229;67,4789
87,7920;0,7851;76,0100;0,8041;61,0105
88,2880;0,7744;80,0100;0,6339;63,6737
88,7480;0,7621;85,5100;0,4620;67,0474
88,8680;0,7600;85,9000;0,4618;71,3737
89,3620;0,7493;86,9400;0,4353;71,5158
89,6140;0,7455;78,7400;0,6778;58,3684
90,0000;0,7362;85,6400;0,4677;66,1421
90,3560;0,7298;87,9100;0,3982;70,3947
90,5640;0,7244;86,4900;0,4196;71,1737
90,5680;0,7239;89,4600;0,3443;74,4368
91,0240;0,7112;86,8600;0,4262;69,8105
91,3400;0,7061;87,6500;0,4006;69,7895
91,6140;0,7001;88,3700;0,3888;68,2895
91,9200;0,6910;86,4200;0,4327;68,5579
92,4600;0,6804;87,2000;0,4329;69,2789
92,7100;0,6733;87,6400;0,4035;70,9158
93,2020;0,6620;89,3100;0,3561;70,3737
93,6680;0,6528;89,7100;0,3376;73,5789
93,7700;0,6497;92,2800;0,2594;75,0526
94,3860;0,6365;90,5000;0,3177;74,3368
94,7380;0,6286;90,5300;0,3253;74,3684
95,1100;0,6208;92,6500;0,2799;78,1632
95,4780;0,6120;91,8400;0,2956;76,3368
95,8140;0,6039;92,7600;0,2553;78,4316
96,3860;0,5921;93,4000;0,2460;79,8000
96,6400;0,5857;93,1000;0,2548;78,1105
97,2900;0,5718;93,6900;0,2368;80,2737
97,4220;0,5687;93,2300;0,2703;78,1579
97,6240;0,5632;93,7200;0,2411;80,0474
97,8420;0,5575;94,1400;0,2389;81,1368
98,0840;0,5531;94,3300;0,2323;80,7632
98,3300;0,5472;94,4200;0,2181;81,7842
98,4660;0,5448;94,6600;0,2292;81,8842
98,4940;0,5450;94,8500;0,2137;82,4105
98,5180;0,5437;94,6400;0,2216;82,2684
98,6100;0,5422;94,7300;0,2197;82,3947
86,8600;0,8089;80,7900;0,6129;59,7105
87,7240;0,7853;81,3600;0,5947;62,8368
88,9920;0,7608;82,3800;0,5519;63,0789
89,1980;0,7552;84,3200;0,5222;59,9211
89,7800;0,7412;86,6500;0,4084;72,1211
89,5840;0,7470;87,3300;0,4080;68,4000
90,1660;0,7318;86,9800;0,4303;66,7263
90,0740;0,7324;82,2500;0,5579;65,0684
90,4900;0,7257;86,3700;0,4444;68,4895
90,2640;0,7291;84,4300;0,4989;66,6684
90,4120;0,7262;87,2600;0,4075;68,6474
90,9040;0,7162;87,0300;0,4270;65,4895
90,8680;0,7146;84,0800;0,5250;63,5421
90,8360;0,7166;81,4300;0,5950;63,3316
91,0920;0,7098;84,0400;0,5018;63,2632
91,2620;0,7087;87,4800;0,4004;70,7474
91,2700;0,7077;87,3000;0,4012;71,2158
91,4900;0,7012;86,2200;0,4432;66,5632
91,6260;0,6986;88,8600;0,3698;70,9579
91,3740;0,7031;88,2300;0,3971;68,7158
92,0220;0,6894;85,7100;0,4580;65,2105
91,5580;0,6978;86,4500;0,4704;68,8263
92,3280;0,6844;85,6100;0,4742;68,7632
92,0800;0,6896;84,7000;0,5129;65,6053
92,0000;0,6890;87,8600;0,4009;68,5947
92,3740;0,6843;87,4300;0,4176;70,8526
92,6480;0,6742;87,0000;0,4289;68,9474
92,5320;0,6798;87,4400;0,4059;68,9526
92,6480;0,6763;87,5200;0,4061;68,5000
92,9220;0,6688;85,9800;0,4486;68,8211
93,1700;0,6653;89,4500;0,3812;71,5368
93,3680;0,6607;87,1300;0,4313;70,1842
93,2700;0,6603;89,5400;0,3534;71,5105
93,7980;0,6507;90,8800;0,3262;76,3053
93,4220;0,6563;90,6700;0,3296;72,1158
93,5780;0,6535;88,8800;0,3792;70,7632
93,9100;0,6476;90,6500;0,3186;73,6842
94,1940;0,6403;87,8700;0,4105;67,7158
94,3200;0,6368;90,9800;0,3072;71,1158
94,6420;0,6305;89,5300;0,3488;71,1000
94,8260;0,6266;91,4000;0,3050;73,6053
94,6520;0,6293;89,8400;0,3508;70,4316
95,1580;0,6191;89,7600;0,3704;70,4368
95,2280;0,6171;91,3600;0,3039;73,7474
95,2000;0,6175;91,3700;0,3146;73,6474
95,5920;0,6095;92,0700;0,2857;74,6368
95,8380;0,6029;90,3900;0,3318;72,2316
95,8360;0,6019;92,2800;0,2657;75,6421
95,9220;0,6007;90,5700;0,3193;73,0632
96,2900;0,5930;92,1100;0,3058;76,0105
96,3560;0,5909;92,7500;0,2741;75,5526
96,5080;0,5875;92,1900;0,2994;78,0579
96,9620;0,5777;92,1700;0,2773;74,9789
96,9780;0,5762;91,8000;0,3055;76,5895
97,2640;0,5713;90,1600;0,3685;70,4789
97,4820;0,5651;92,9900;0,2567;77,2211
97,6060;0,5630;92,8900;0,2794;76,6105
97,7420;0,5596;92,6700;0,2793;76,5895
97,9940;0,5553;93,6700;0,2489;79,2947
97,9160;0,5557;93,6000;0,2484;78,9053
98,2660;0,5483;93,4500;0,2514;79,2632
98,4060;0,5444;93,0600;0,2676;76,5000
98,4340;0,5433;93,3700;0,2542;78,7316
98,6580;0,5376;94,0200;0,2353;80,3211
98,7220;0,5365;93,6900;0,2577;79,9421
98,7560;0,5353;94,1900;0,2418;79,0000
98,9140;0,5323;94,7800;0,2278;80,4842
98,9840;0,5302;94,3100;0,2527;80,2105
99,1880;0,5264;94,4900;0,2381;80,3474
99,0960;0,5276;94,0300;0,2405;79,0842
99,2040;0,5251;94,4300;0,2286;80,5474
99,1460;0,5256;94,4700;0,2512;80,3053
99,2520;0,5239;94,6300;0,2282;81,3368
99,3040;0,5228;94,5800;0,2199;80,7684
99,3280;0,5220;94,5100;0,2317;80,5947
99,3280;0,5214;94,4900;0,2424;80,4368
99,3380;0,5214;94,4900;0,2334;80,7316
99,3960;0,5206;94,6200;0,2329;81,1263
99,3880;0,5203;94,7100;0,2239;80,9316
99,3860;0,5205;94,7600;0,2176;81,5737
