train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
29,8860;2,0837;29,7100;1,8957;30,7421;28,3900
39,5960;1,9154;16,9300;3,0915;16,8053;17,4300
41,7280;1,8779;40,5200;1,7205;37,5579;34,8800
44,2480;1,8171;36,4600;1,7441;35,5789;32,3700
46,2480;1,7762;38,7900;1,7053;41,0684;34,8000
49,1940;1,7266;36,0900;1,7686;36,0895;31,2300
51,5200;1,6901;49,4100;1,5085;47,0579;37,8100
53,5820;1,6556;48,6100;1,4939;47,0737;41,4000
54,7160;1,6202;55,3800;1,4369;52,9842;42,5300
56,2620;1,5896;54,9200;1,4170;51,8105;42,2500
46,4540;1,8688;33,7800;1,8497;32,0421;30,5500
48,9600;1,7669;42,2600;1,5763;40,4053;37,4200
50,3780;1,7650;39,4600;1,7156;39,6579;33,2100
50,4320;1,7606;44,9700;1,6194;40,2316;36,7200
52,5480;1,7072;41,4900;1,6526;37,6474;36,3900
52,9500;1,7019;48,9600;1,5385;43,3526;39,5200
53,7560;1,6945;50,4700;1,5139;48,0684;40,9600
54,8380;1,6823;43,3100;1,6030;43,0053;36,3200
55,6880;1,6669;48,6700;1,5214;44,3632;37,2500
56,3520;1,6413;29,2400;1,9194;26,5632;26,6100
57,1680;1,6353;15,8800;2,8811;15,1579;16,8700
58,3760;1,6086;53,7400;1,4236;53,3947;41,4500
58,5300;1,6012;52,9500;1,4683;49,7684;41,6500
59,4080;1,5825;40,2400;1,5996;36,3947;36,1200
60,0780;1,5641;51,6400;1,4891;48,8368;41,1800
60,9000;1,5269;54,9600;1,4108;53,6789;41,4700
61,1540;1,5078;54,0300;1,4898;49,4211;41,9800
62,0820;1,4763;52,0500;1,5615;48,6895;41,1200
62,3840;1,4314;57,9700;1,4560;51,9632;43,0200
62,7860;1,4222;58,8500;1,4627;52,4579;42,7100
50,3880;1,9730;27,4800;2,0630;24,4947;24,7500
51,1040;1,8333;17,8700;3,4139;21,7421;16,4600
50,5460;1,8411;13,4400;7,1071;12,9000;12,3700
47,2540;1,9341;10,0000;6,8408;10,5000;10,0000
45,1220;1,9804;16,5100;4,5262;17,6895;16,4100
38,1340;2,1016;10,0000;5,5234;11,0000;10,0000
20,4400;;10,0000;;11,5000;10,0000
14,6120;;10,0000;;11,5000;10,0000
14,4340;;10,0000;;11,5000;10,0000
14,7480;;10,0000;;11,5000;10,0000
14,5640;;10,0000;;11,5000;10,0000
14,6260;;10,0000;;11,5000;10,0000
15,1580;;10,0000;;11,5000;10,0000
14,3700;;10,0000;;11,5000;10,0000
14,2300;;10,0000;;11,5000;10,0000
14,9840;;10,0000;;11,5000;10,0000
14,5760;;10,0000;;11,5000;10,0000
14,5000;;10,0000;;11,5000;10,0000
14,2220;;10,0000;;11,5000;10,0000
14,3540;;10,0000;;11,5000;10,0000
14,4060;;10,0000;;11,5000;10,0000
14,6540;;10,0000;;11,5000;10,0000
14,4220;;10,0000;;11,5000;10,0000
15,0180;;10,0000;;11,5000;10,0000
13,6180;;10,0000;;11,5000;10,0000
15,1380;;10,0000;;11,5000;10,0000
