inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-5-samples;inf-norm-Clever-20-samples;inf-norm-Clever-100-samples;inf-norm-Clever-1024-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;2-norm-Clever-5-samples;2-norm-Clever-20-samples;2-norm-Clever-100-samples;2-norm-Clever-1024-samples;1-norm-min-adv-dist;1-norm-PGD-dist;1-norm-sec-att-dist;1-norm-Clever-5-samples;1-norm-Clever-20-samples;1-norm-Clever-100-samples;1-norm-Clever-1024-samples
0.0006000101566314697;0.0006000101566314697;0.005589308217167854;0,0006;0,0005;0,0005;0,0005;0,0121;0,0150;0,0121;0,0011;0,0024;0,0010;0,0014;0,1062;0,5999;0,1062;0,0007;0,0001;0,0003;0,0016
0.0006000101566314697;0.0006000101566314697;0.0031555891036987305;0,0003;0,0003;0,0003;0,0003;0,0130;0,0150;0,0130;0,0149;0,0064;0,0134;0,0130;0,1525;0,5998;0,1525;0,0033;0,0011;0,0004;0,0016
0.0006000101566314697;0.0006000101566314697;0.005114257335662842;0,0004;0,0004;0,0004;0,0004;0,0174;0,0200;0,0174;0,0012;0,0184;0,0158;0,0135;0,2420;0,7997;0,2420;0,0026;0,0015;0,0021;0,0006
0.0006000101566314697;0.0006000101566314697;0.0036762356758117676;0,0005;0,0004;0,0004;0,0004;0,0192;0,0250;0,0192;0,0151;0,0009;0,0142;0,0131;0,3288;0,9996;0,3288;0,0069;0,0020;0,0008;0,0013
0.0009000152349472046;0.0009000152349472046;0.0064379870891571045;0,0008;0,0007;0,0007;0,0007;0,0273;0,0300;0,0273;0,0058;0,0257;0,0241;0,0023;0,3610;0,9995;0,3610;0,0023;0,0322;0,0655;0,0054
0.0009001493453979492;0.0009001493453979492;0.0068679749965667725;0,0009;0,0010;0,0009;0,0009;0,0281;0,0300;0,0281;0,0275;0,0020;0,0031;0,0015;0,4303;0,9997;0,4303;0,0013;0,0005;0,0069;0,0032
0.0012001991271972656;0.0012001991271972656;0.007799334824085236;0,0011;0,0010;0,0011;0,0010;0,0365;0,0399;0,0365;0,0029;0,0019;0,0049;0,0113;0,4702;1,3967;0,4702;0,0024;0,0018;0,0005;0,0026
0.0012001991271972656;0.0012001991271972656;0.008626624941825867;0,0011;0,0010;0,0009;0,0009;0,0388;0,0400;0,0388;0,0386;0,0002;0,0289;0,0354;0,5380;1,9961;0,5380;0,0029;0,0026;0,0058;0,0010
0.001499950885772705;0.001499950885772705;0.007668435573577881;0,0015;0,0015;0,0014;0,0010;0,0419;0,0449;0,0419;0,0042;0,0336;0,0007;0,0043;0,5776;1,3987;0,5776;0,0005;0,0027;0,0047;0,1558
0.0015000253915786743;0.0015000253915786743;0.007109552621841431;0,0012;0,0012;0,0010;0,0009;0,0425;0,0450;0,0425;0,0358;0,0010;0,0293;0,0289;0,6015;2,3739;0,6015;0,2281;0,0033;0,1807;0,0018
0.0015000253915786743;0.0015000253915786743;0.007509142160415649;0,0011;0,0010;0,0010;0,0010;0,0445;0,0445;0,0519;0,0264;0,0213;0,0227;0,0215;0,7347;2,7724;0,7347;0,0063;0,0088;0,0014;0,0036
0.0015000253915786743;0.0015000253915786743;0.007701769471168518;0,0010;0,0010;0,0009;0,0009;0,0450;0,0499;0,0450;0,0579;0,0475;0,0406;0,0337;0,7407;2,5902;0,7407;0,3511;0,0041;0,3250;0,2359
0.0015000253915786743;0.0015000253915786743;0.007231295108795166;0,0008;0,0008;0,0008;0,0007;0,0522;0,0549;0,0522;0,0584;0,0488;0,0057;0,0015;0,7512;2,3846;0,7512;0,0024;0,0180;0,2497;0,0032
0.0015000253915786743;0.0015000253915786743;0.008735239505767822;0,0016;0,0015;0,0014;0,0012;0,0546;0,0546;0,0554;0,0601;0,0553;0,0014;0,0468;0,7653;2,3899;0,7653;0,0014;0,0035;0,0019;0,0057
0.0018000304698944092;0.0018000304698944092;0.014586776494979858;0,0019;0,0019;0,0015;0,0014;0,0548;0,0548;0,0554;0,0027;0,0030;0,0009;0,0334;0,7697;1,5974;0,7697;0,0029;0,0013;0,0022;0,0031
0.0018000304698944092;0.0018000304698944092;0.01049681007862091;0,0024;0,0019;0,0016;0,0015;0,0572;0,0599;0,0572;0,0031;0,0014;0,0025;0,0463;0,7968;2,5890;0,7968;0,0006;0,0025;0,0012;0,0033
0.0018000304698944092;0.0018000304698944092;0.009134829044342041;0,0018;0,0017;0,0016;0,0015;0,0580;0,0646;0,0580;0,0613;0,0462;0,0436;0,0418;0,8803;2,1936;0,8803;0,3112;0,0079;0,0010;0,0029
0.0018000304698944092;0.0018000304698944092;0.010564565658569336;0,0016;0,0013;0,0012;0,0012;0,0597;0,0597;0,0648;0,0066;0,0636;0,0556;0,0007;0,8853;2,1323;0,8853;0,0082;0,0033;0,0022;0,0013
0.0018000304698944092;0.0018000304698944092;0.008752375841140747;0,0018;0,0014;0,0014;0,0013;0,0612;0,0647;0,0612;0,0647;0,0587;0,0553;0,0520;0,9075;1,3983;0,9075;0,0014;0,0005;0,0031;0,0008
0.0018000304698944092;0.0018000304698944092;0.011941105127334595;0,0014;0,0014;0,0013;0,0012;0,0619;0,0632;0,0619;0,0722;0,0616;0,0603;0,0532;0,9315;1,5801;0,9315;0,2032;0,1824;0,0017;0,1146
0.0018002986907958984;0.0018002986907958984;0.00933268666267395;0,0017;0,0016;0,0015;0,0015;0,0625;0,0646;0,0625;0,0497;0,0028;0,0407;0,0388;0,9328;2,3944;0,9328;0,0006;0,0014;0,1477;0,0005
0.002100035548210144;0.002100035548210144;0.010297119617462158;0,0018;0,0016;0,0015;0,0015;0,0648;0,0695;0,0648;0,0012;0,0055;0,0070;0,0047;0,9583;2,8816;0,9583;0,0009;0,0049;0,0006;0,0035
0.002100035548210144;0.002100035548210144;0.012174218893051147;0,0020;0,0020;0,0017;0,0017;0,0653;0,0698;0,0653;0,0786;0,0012;0,0524;0,0495;0,9928;1,9879;0,9928;0,0013;0,0048;0,0060;0,0018
0.002100035548210144;0.002100035548210144;0.011296063661575317;0,0019;0,0017;0,0016;0,0016;0,0665;0,0694;0,0665;0,0021;0,0087;0,0581;0,0574;1,0078;2,3950;1,0078;0,0046;0,0018;0,0028;0,0040
0.002100035548210144;0.002100035548210144;0.011292785406112671;0,0018;0,0015;0,0014;0,0014;0,0668;0,0695;0,0668;0,0582;0,0629;0,0528;0,0520;1,0097;1,9801;1,0097;0,0111;0,0023;0,0110;0,1858
0.002100035548210144;0.002100035548210144;0.012482941150665283;0,0014;0,0014;0,0013;0,0013;0,0675;0,0693;0,0675;0,0872;0,0618;0,0559;0,0494;1,0129;1,5989;1,0129;0,0020;0,0036;0,0048;0,0016
0.002100035548210144;0.002100035548210144;0.010981947183609009;0,0021;0,0021;0,0017;0,0018;0,0686;0,0697;0,0686;0,0023;0,0638;0,0046;0,0082;1,1184;1,9927;1,1184;0,0129;0,0101;0,0038;0,0056
0.002100035548210144;0.002100035548210144;0.009828433394432068;0,0015;0,0016;0,0015;0,0014;0,0693;0,0696;0,0693;0,0659;0,0605;0,0577;0,0514;1,1411;2,9670;1,1411;0,0093;0,0022;0,0165;0,0013
0.002100035548210144;0.002100035548210144;0.012011632323265076;0,0017;0,0016;0,0015;0,0015;0,0697;0,0697;0,0729;0,0540;0,0523;0,0491;0,0473;1,2041;2,3913;1,2041;0,0089;0,0086;0,0061;0,0044
0.002100035548210144;0.002100035548210144;0.011990070343017578;0,0017;0,0016;0,0014;0,0013;0,0697;0,0697;0,0724;0,0533;0,0501;0,0521;0,0466;1,2254;2,5929;1,2254;0,0074;0,0046;0,0025;0,0013
0.002100035548210144;0.002100035548210144;0.011752814054489136;0,0027;0,0024;0,0020;0,0014;0,0708;0,0745;0,0708;0,0704;0,0004;0,0602;0,0019;1,2255;2,1896;1,2255;0,2736;0,2557;0,0086;0,0128
0.002100348472595215;0.002100348472595215;0.014038920402526855;0,0014;0,0014;0,0014;0,0012;0,0728;0,0742;0,0728;0,0685;0,0516;0,0514;0,0482;1,2283;2,6972;1,2283;0,0142;0,0015;0,0043;0,0011
0.002400040626525879;0.002400040626525879;0.02472248673439026;0,0032;0,0033;0,0020;0,0018;0,0728;0,0784;0,0728;0,0088;0,0101;0,0021;0,0731;1,2499;8,4641;1,2499;0,0055;0,0027;0,0016;0,0010
0.002400040626525879;0.002400040626525879;0.013190880417823792;0,0034;0,0026;0,0024;0,0023;0,0747;0,0747;0,0843;0,0026;0,0028;0,0014;0,0007;1,2503;5,2837;1,2503;0,0132;0,0094;0,0089;0,0027
0.002400040626525879;0.002400040626525879;0.013222336769104004;0,0021;0,0019;0,0017;0,0018;0,0761;0,0797;0,0761;0,0662;0,0669;0,0587;0,0008;1,2630;2,5852;1,2630;0,0064;0,0056;0,0030;0,2794
0.002400040626525879;0.002400040626525879;0.011472553014755249;0,0022;0,0021;0,0019;0,0019;0,0764;0,0794;0,0764;0,0799;0,0717;0,0675;0,0634;1,2949;4,0591;1,2949;0,0094;0,0043;0,0030;0,0035
0.002400040626525879;0.002400040626525879;0.010997503995895386;0,0021;0,0020;0,0018;0,0018;0,0777;0,0777;0,1017;0,0508;0,0485;0,0437;0,0429;1,3043;2,3513;1,3043;0,0090;0,0022;0,0014;0,0032
0.002400040626525879;0.002400040626525879;0.015773966908454895;0,0024;0,0022;0,0022;0,0020;0,0793;0,0793;0,0806;0,0030;0,0788;0,0742;0,0022;1,3195;3,1522;1,3195;0,0081;0,0004;0,0027;0,0079
0.002400040626525879;0.002400040626525879;0.010444670915603638;0,0016;0,0014;0,0014;0,0013;0,0800;0,0839;0,0800;0,1121;0,0797;0,0552;0,0514;1,3447;2,7751;1,3447;0,0084;0,0018;0,0048;0,0008
0.002400040626525879;0.002400040626525879;0.014961987733840942;0,0020;0,0020;0,0018;0,0017;0,0825;0,0848;0,0825;0,0105;0,0022;0,0621;0,0576;1,3715;4,1034;1,3715;0,0087;0,0039;0,0015;0,0007
0.002400040626525879;0.002400040626525879;0.015408694744110107;0,0037;0,0028;0,0022;0,0022;0,0826;0,0826;0,0862;0,2067;0,1155;0,0033;0,0676;1,3818;3,3709;1,3818;0,0050;0,0127;0,0009;0,0031
0.002400040626525879;0.002400040626525879;0.014416694641113281;0,0015;0,0014;0,0014;0,0013;0,0831;0,0846;0,0831;0,0802;0,0686;0,0662;0,0191;1,4268;2,5908;1,4268;0,0030;0,0016;0,0028;0,0023
0.0027000457048416138;0.0027000457048416138;0.013687610626220703;0,0022;0,0017;0,0019;0,0017;0,0836;0,0836;0,0875;0,0821;0,0704;0,0479;0,0478;1,5650;2,5861;1,5650;0,0039;0,0048;0,0015;0,0042
0.0027000457048416138;0.0027000457048416138;0.024633288383483887;0,0039;0,0030;0,0031;0,0025;0,0846;0,0846;0,0936;0,0735;0,0759;0,0680;0,0668;1,5755;2,3850;1,5755;0,0050;0,0017;0,3247;0,0006
0.0027000457048416138;0.0027000457048416138;0.013680964708328247;0,0029;0,0025;0,0024;0,0024;0,0847;0,0847;0,0864;0,0820;0,0018;0,0017;0,0679;1,6179;3,1851;1,6179;0,6956;0,5443;0,0024;0,0046
0.0027000457048416138;0.0027000457048416138;0.013465091586112976;0,0024;0,0015;0,0014;0,0013;0,0854;0,0895;0,0854;0,0803;0,0800;0,0662;0,0648;1,6767;3,5543;1,6767;0,0017;0,0021;0,0031;0,0024
0.0027004480361938477;0.0027004480361938477;0.03798200190067291;0,0110;0,0080;0,0039;0,0044;0,0862;0,0862;0,0862;0,1309;0,1188;0,0618;0,0560;1,7171;3,1916;1,7171;0,0147;0,0074;0,0080;0,0011
0.0027004480361938477;0.0027004480361938477;0.042183637619018555;0,0030;0,0027;0,0026;0,0025;0,0881;0,0892;0,0881;0,0013;0,0023;0,0032;0,0010;1,7356;3,1877;1,7356;0,0039;0,0026;0,0025;0,0007
0.0030000507831573486;0.0030000507831573486;0.011924117803573608;0,0027;0,0023;0,0023;0,0022;0,0887;0,0937;0,0887;0,0013;0,0018;0,0698;0,0661;1,7538;2,9295;1,7538;0,0011;0,0008;0,0025;0,0008
0.0030000507831573486;0.0030000507831573486;0.015122175216674805;0,0036;0,0025;0,0021;0,0020;0,0895;0,0895;0,0956;0,0104;0,0029;0,0015;0,0020;1,7765;3,1925;1,7765;0,0087;0,0363;0,0029;0,0011
0.0030000507831573486;0.0030000507831573486;0.018684566020965576;0,0022;0,0020;0,0020;0,0019;0,0939;0,0939;0,1004;0,0917;0,0643;0,0014;0,0592;1,8508;5,8233;1,8508;2,4251;0,0108;0,0183;0,6836
0.0030000507831573486;0.0030000507831573486;0.011674687266349792;0,0028;0,0030;0,0024;0,0025;0,0968;0,0968;0,0971;0,0220;0,0071;0,0076;0,0071;1,8828;2,7337;1,8828;0,0022;0,0010;0,0062;0,0037
0.0030000507831573486;0.0030000507831573486;0.019035935401916504;0,0029;0,0025;0,0024;0,0022;0,0987;0,0991;0,0987;0,1020;0,0806;0,0714;0,0689;1,9009;3,7254;1,9009;0,7823;0,0461;0,0177;0,0163
0.003000497817993164;0.003000497817993164;0.016210973262786865;0,0035;0,0021;0,0023;0,0018;0,1005;0,1076;0,1005;0,0013;0,1174;0,0007;0,0881;1,9168;2,7825;1,9168;0,0233;0,0024;0,0024;0,0004
0.003000497817993164;0.003000497817993164;0.01855243742465973;0,0023;0,0024;0,0020;0,0019;0,1007;0,1214;0,1007;0,1695;0,1296;0,0370;0,0034;1,9612;4,0900;1,9612;0,0205;0,0124;0,0015;0,0238
0.003000497817993164;0.003000497817993164;0.014351963996887207;0,0026;0,0025;0,0024;0,0023;0,1017;0,1086;0,1017;0,0953;0,0739;0,0650;0,0664;1,9983;3,3922;1,9983;0,0224;0,0019;0,0015;0,0056
0.003000497817993164;0.003000497817993164;0.01914268732070923;0,0029;0,0031;0,0020;0,0018;0,1021;0,1169;0,1021;0,1417;0,1064;0,0653;0,0582;2,0228;3,3841;2,0228;0,0048;0,0692;0,0069;0,0066
0.0033000558614730835;0.0033000558614730835;0.011606916785240173;0,0023;0,0021;0,0019;0,0018;0,1035;0,1035;0,1157;0,0010;0,0908;0,0013;0,0026;2,0401;4,1770;2,0401;0,0029;0,0042;0,1128;0,0061
0.0033000558614730835;0.0033000558614730835;0.01374131441116333;0,0024;0,0023;0,0022;0,0021;0,1040;0,1040;0,1232;0,0013;0,0026;0,0011;0,0023;2,0708;3,9897;2,0708;0,0044;0,0137;0,0050;0,0049
0.0033000558614730835;0.0033000558614730835;0.018975377082824707;0,0029;0,0026;0,0025;0,0024;0,1043;0,1043;0,1242;0,0102;0,0024;0,0022;0,0027;2,1048;2,5801;2,1048;0,0114;0,0122;0,0007;0,0087
0.0033000558614730835;0.0033000558614730835;0.015511691570281982;0,0038;0,0032;0,0025;0,0021;0,1086;0,1086;0,1106;0,0022;0,0026;0,0071;0,0983;2,1328;4,7131;2,1328;0,0093;0,0003;0,0041;0,0021
0.0033000558614730835;0.0033000558614730835;0.012559965252876282;0,0021;0,0020;0,0019;0,0019;0,1088;0,1152;0,1088;0,0047;0,0014;0,1032;0,0752;2,1578;2,9916;2,1578;0,0012;0,0054;0,0070;0,0655
0.0033000558614730835;0.0033000558614730835;0.015485703945159912;0,0055;0,0045;0,0037;0,0030;0,1094;0,1094;0,1095;0,0008;0,0010;0,0012;0,0021;2,1705;6,5601;2,1705;1,2301;0,0146;0,7070;0,0066
0.0033005475997924805;0.0033005475997924805;0.015728116035461426;0,0035;0,0029;0,0027;0,0026;0,1095;0,1095;0,1121;0,0930;0,0983;0,0911;0,0918;2,1828;3,5710;2,1828;0,0022;0,0007;0,0042;0,0022
0.0033005475997924805;0.0033005475997924805;0.01870959997177124;0,0030;0,0043;0,0032;0,0029;0,1121;0,1171;0,1121;0,1096;0,0781;0,0784;0,0722;2,2129;6,9142;2,2129;4,4877;0,0122;0,0097;0,0026
0.0036000609397888184;0.0036000609397888184;0.013304948806762695;0,0032;0,0027;0,0025;0,0025;0,1139;0,1139;0,1420;0,0017;0,0866;0,0848;0,0778;2,2672;4,0290;2,2672;0,0108;0,0080;0,0017;0,0023
0.0036000609397888184;0.0036000609397888184;0.018677666783332825;0,0031;0,0032;0,0022;0,0019;0,1142;0,1181;0,1142;0,0050;0,0035;0,0011;0,0085;2,2827;4,0407;2,2827;1,7516;0,0099;0,0026;0,0036
0.0036000609397888184;0.0036000609397888184;0.014280512928962708;0,0032;0,0031;0,0030;0,0026;0,1142;0,1142;0,1328;0,0102;0,0044;0,0015;0,0114;2,3107;4,9259;2,3107;0,0236;0,0129;0,0071;0,0002
0.0036000609397888184;0.0036000609397888184;0.016775965690612793;0,0060;0,0036;0,0029;0,0025;0,1183;0,1211;0,1183;0,0066;0,0022;0,0029;0,0690;2,3680;3,7426;2,3680;0,0024;0,5072;0,4461;0,0244
0.0036000609397888184;0.0036000609397888184;0.01690804958343506;0,0030;0,0029;0,0028;0,0027;0,1190;0,1190;0,1269;0,0023;0,0020;0,0031;0,0006;2,4016;2,7822;2,4016;0,0039;0,0032;0,0017;0,0044
0.0036000609397888184;0.0036000609397888184;0.012663662433624268;0,0027;0,0024;0,0024;0,0023;0,1193;0,1193;0,1332;0,0053;0,0015;0,0016;0,0234;2,4069;4,5005;2,4069;0,0048;0,0014;0,0009;0,0031
0.0039000660181045532;0.0039000660181045532;0.01396217942237854;0,0044;0,0027;0,0019;0,0016;0,1194;0,1194;0,1289;0,0040;0,1057;0,0050;0,0950;2,4332;5,6745;2,4332;3,6059;0,0047;0,0019;0,0025
0.0039000660181045532;0.0039000660181045532;0.019917696714401245;0,0038;0,0036;0,0030;0,0028;0,1225;0,1561;0,1225;0,0037;0,0061;0,0006;0,0049;2,4606;5,8021;2,4606;0,0036;2,6161;0,0069;0,0039
0.0039000660181045532;0.0039000660181045532;0.01851719617843628;0,0051;0,0045;0,0038;0,0035;0,1238;0,1361;0,1238;0,0007;0,0014;0,0018;0,0012;2,4637;5,0995;2,4637;2,1351;1,7239;0,0017;0,0043
0.0039000660181045532;0.0039000660181045532;0.018491297960281372;0,0035;0,0035;0,0031;0,0029;0,1245;0,1245;0,1595;0,0030;0,0007;0,0009;0,0007;2,5206;5,7394;2,5206;0,0078;1,4568;0,1831;0,0068
0.0039000660181045532;0.0039000660181045532;0.01663750410079956;0,0032;0,0026;0,0021;0,0019;0,1251;0,1634;0,1251;0,0102;0,0148;0,0007;0,0003;2,6073;4,1214;2,6073;0,0022;0,0049;0,0047;0,0027
0.0039000660181045532;0.0039000660181045532;0.015038460493087769;0,0035;0,0034;0,0027;0,0027;0,1311;0,2271;0,1311;0,3044;0,0042;0,0025;0,0005;2,6263;3,9693;2,6263;0,8638;0,0112;0,0168;0,6514
0.0039006471633911133;0.0039006471633911133;0.01743641495704651;0,0029;0,0033;0,0027;0,0022;0,1320;0,1405;0,1320;0,0142;0,0043;0,0019;0,2748;2,6599;5,2746;2,6599;0,0015;0,0031;0,0025;0,0019
0.004200071096420288;0.004200071096420288;0.018172085285186768;0,0050;0,0043;0,0033;0,0030;0,1321;0,1321;0,1518;0,0040;0,0033;0,0006;0,0006;2,6995;7,9161;2,6995;4,0794;3,4235;3,4118;3,1433
0.004200071096420288;0.004200071096420288;0.016783908009529114;0,0041;0,0037;0,0034;0,0032;0,1333;0,1394;0,1333;0,0038;0,0084;0,0835;0,0035;2,7070;4,1703;2,7070;0,0016;0,0030;0,6772;0,0076
0.004200071096420288;0.004200071096420288;0.015332266688346863;0,0028;0,0031;0,0023;0,0020;0,1375;0,1375;0,1477;0,0023;0,0025;0,0025;0,0014;2,7181;5,5311;2,7181;0,0104;0,0087;0,0252;1,1303
0.004200071096420288;0.004200071096420288;0.01770906150341034;0,0058;0,0048;0,0031;0,0025;0,1379;0,1379;0,1399;0,0018;0,1230;0,1057;0,1030;2,7287;4,3701;2,7287;0,0055;0,0033;0,0018;0,0052
0.004200071096420288;0.004200071096420288;0.01471167802810669;0,0061;0,0028;0,0021;0,0020;0,1381;0,1478;0,1381;0,0046;0,0016;0,0013;0,0006;2,7861;3,9761;2,7861;0,0025;0,0047;0,4210;0,0068
0.004200071096420288;0.004200071096420288;0.01806226372718811;0,0039;0,0032;0,0027;0,0024;0,1386;0,1524;0,1386;0,0042;0,1846;0,0021;0,0011;2,7872;4,3647;2,7872;0,8577;0,0089;0,0455;0,4969
0.004200071096420288;0.004200071096420288;0.029533684253692627;0,0080;0,0057;0,0046;0,0042;0,1416;0,1509;0,1416;0,0025;0,0019;0,0014;0,0032;2,7903;6,6551;2,7903;0,0183;0,0076;0,0730;0,0021
0.004500076174736023;0.004500076174736023;0.020048201084136963;0,0032;0,0035;0,0030;0,0028;0,1422;0,1422;0,1779;0,0030;0,0029;0,0172;0,0016;2,7965;7,2938;2,7965;1,8053;0,0107;0,0071;0,0085
0.004500076174736023;0.004500076174736023;0.016185075044631958;0,0038;0,0031;0,0030;0,0026;0,1446;0,1474;0,1446;0,0035;0,0050;0,0013;0,0008;2,9240;14,9473;2,9240;0,0166;3,8737;0,1222;1,8732
0.004500076174736023;0.004500076174736023;0.017978832125663757;0,0124;0,0088;0,0070;0,0046;0,1476;0,1573;0,1476;0,0204;0,0025;0,0014;0,0013;2,9736;6,9046;2,9736;4,4135;4,3444;0,0201;0,0011
0.004500076174736023;0.004500076174736023;0.028140008449554443;0,0204;0,0167;0,0161;0,0153;0,1479;0,1479;0,1514;0,0027;0,0035;0,1216;0,0966;2,9748;5,8527;2,9748;2,1667;1,3756;0,0052;0,0029
0.004800081253051758;0.004800081253051758;0.01732802391052246;0,0048;0,0039;0,0034;0,0030;0,1486;0,1843;0,1486;0,1752;0,0066;0,1234;0,1122;3,0412;13,1887;3,0412;4,5029;4,6923;4,3076;0,0046
0.004800081253051758;0.004800081253051758;0.019083291292190552;0,0068;0,0059;0,0044;0,0042;0,1506;0,1506;0,2181;0,0010;0,0038;0,0011;0,0014;3,0806;4,3845;3,0806;0,8212;0,0236;0,0132;0,0015
0.004800081253051758;0.004800081253051758;0.013817191123962402;0,0042;0,0031;0,0015;0,0019;0,1508;0,1572;0,1508;0,0025;0,0036;0,0008;0,0014;3,0990;7,1384;3,0990;5,0107;3,9900;0,0129;3,3676
0.004800081253051758;0.004800081253051758;0.023870453238487244;0,0065;0,0055;0,0046;0,0045;0,1509;0,1509;0,1824;0,0024;0,0016;0,0023;0,0013;3,1420;5,8777;3,1420;0,8146;0,0051;0,8799;0,0105
0.004800081253051758;0.004800081253051758;0.02103087306022644;0,0041;0,0046;0,0038;0,0030;0,1517;0,1595;0,1517;0,0030;0,0082;0,0018;0,0009;3,1982;8,8762;3,1982;3,9406;3,8564;3,1203;0,0266
0.004800081253051758;0.004800081253051758;0.027525782585144043;0,0058;0,0036;0,0037;0,0033;0,1536;0,1704;0,1536;0,0036;0,0007;0,1417;0,1242;3,2092;4,5579;3,2092;1,4267;0,0081;0,0178;0,0154
