inf-norm-min-adv-dist;inf-norm-PGD-dist;inf-norm-sec-att-dist;inf-norm-Clever-5-samples;inf-norm-Clever-20-samples;inf-norm-Clever-100-samples;inf-norm-Clever-1024-samples;2-norm-min-adv-dist;2-norm-PGD-dist;2-norm-sec-att-dist;2-norm-Clever-5-samples;2-norm-Clever-20-samples;2-norm-Clever-100-samples;2-norm-Clever-1024-samples;1-norm-min-adv-dist;1-norm-PGD-dist;1-norm-sec-att-dist;1-norm-Clever-5-samples;1-norm-Clever-20-samples;1-norm-Clever-100-samples;1-norm-Clever-1024-samples
0.0027004480361938477;0.0027004480361938477;0.0113447904586792;0,0026;0,0023;0,0020;0,0021;0,0826;0,1005;0,0826;0,0736;0,0559;0,0628;0,0509;1,6406;3,5829;1,6406;0,0116;0,3430;0,3037;0,2812
0.0030000507831573486;0.0030000507831573486;0.009679093956947327;0,0020;0,0018;0,0018;0,0017;0,0830;0,0902;0,0830;0,1149;0,1061;0,0821;0,0744;1,6420;3,8966;1,6420;0,0052;0,0178;0,3954;0,3074
0.0030000507831573486;0.0030000507831573486;0.013255387544631958;0,0026;0,0023;0,0023;0,0021;0,0840;0,0945;0,0840;0,1054;0,0851;0,0726;0,0743;1,6602;2,6983;1,6602;0,2106;0,1830;0,1426;0,1390
0.0030000507831573486;0.0030000507831573486;0.009889848530292511;0,0019;0,0020;0,0018;0,0017;0,0850;0,1094;0,0850;0,0660;0,0628;0,0461;0,0437;1,6927;2,8830;1,6927;0,2570;0,0048;0,0038;0,2149
0.0030000507831573486;0.0030000507831573486;0.008782446384429932;0,0018;0,0014;0,0014;0,0013;0,0854;0,0878;0,0854;0,0968;0,0903;0,0928;0,0780;1,7013;3,6007;1,7013;0,0421;0,3015;0,2135;0,2017
0.0030000507831573486;0.0030000507831573486;0.011285960674285889;0,0028;0,0024;0,0021;0,0017;0,0862;0,0883;0,0862;0,0586;0,0534;0,0488;0,0458;1,7014;2,6788;1,7014;0,3460;0,0185;0,2633;0,2319
0.0030000507831573486;0.0030000507831573486;0.008947610855102539;0,0042;0,0033;0,0016;0,0016;0,0865;0,0947;0,0865;0,0844;0,0832;0,0774;0,0651;1,7018;2,9641;1,7018;0,0099;0,0125;0,3534;0,0079
0.0030000507831573486;0.0030000507831573486;0.01576671004295349;0,0023;0,0021;0,0022;0,0021;0,0866;0,0866;0,1015;0,0318;0,1053;0,0917;0,0676;1,7066;3,1871;1,7066;0,3071;0,2651;0,1897;0,1843
0.0030000507831573486;0.0030000507831573486;0.013534247875213623;0,0024;0,0023;0,0021;0,0020;0,0871;0,1050;0,0871;0,0948;0,0966;0,0822;0,0828;1,7251;2,9587;1,7251;0,0162;0,0101;0,3631;0,0330
0.0030000507831573486;0.0030000507831573486;0.020389646291732788;0,0030;0,0022;0,0019;0,0019;0,0872;0,0872;0,1358;0,0576;0,0658;0,0465;0,0455;1,7470;3,3006;1,7470;0,5573;0,3930;0,3108;0,2569
0.0030000507831573486;0.0030000507831573486;0.014136701822280884;0,0028;0,0024;0,0022;0,0021;0,0879;0,1093;0,0879;0,0433;0,0342;0,0331;0,0276;1,7521;2,6972;1,7521;0,6336;0,0019;0,3774;0,3697
0.0030000507831573486;0.0030000507831573486;0.014134734869003296;0,0048;0,0034;0,0021;0,0019;0,0879;0,0917;0,0879;0,0656;0,0633;0,0542;0,0544;1,7553;3,6310;1,7553;0,0045;0,0105;0,0054;0,4366
0.0030000507831573486;0.0030000507831573486;0.010641515254974365;0,0030;0,0031;0,0017;0,0015;0,0883;0,1044;0,0883;0,1065;0,0955;0,0812;0,0722;1,7778;4,8638;1,7778;0,0178;0,6782;0,0061;0,5148
0.003000497817993164;0.003000497817993164;0.010447174310684204;0,0025;0,0022;0,0020;0,0018;0,0887;0,0928;0,0887;0,1002;0,0880;0,0794;0,0727;1,7887;2,5708;1,7887;0,0020;0,3910;0,0551;0,0054
0.003000497817993164;0.003000497817993164;0.008337736129760742;0,0016;0,0014;0,0014;0,0013;0,0899;0,1035;0,0899;0,0538;0,0486;0,0491;0,0436;1,8226;3,8799;1,8226;0,4921;0,4088;0,4017;0,3933
0.003000497817993164;0.003000497817993164;0.0233515202999115;0,0027;0,0022;0,0022;0,0021;0,0904;0,1128;0,0904;0,0813;0,0769;0,0734;0,0655;1,8339;3,6633;1,8339;0,2783;0,2067;0,1961;0,1605
0.003000497817993164;0.003000497817993164;0.012516781687736511;0,0025;0,0025;0,0022;0,0021;0,0910;0,1132;0,0910;0,0989;0,0942;0,0824;0,0651;1,8356;3,9253;1,8356;0,0098;0,0031;0,0205;0,0013
0.0033000558614730835;0.0033000558614730835;0.008826494216918945;0,0013;0,0011;0,0011;0,0010;0,0914;0,0914;0,1053;0,1461;0,1443;0,1076;0,0834;1,8554;3,4900;1,8554;0,5808;0,5363;0,0051;0,4127
0.0033000558614730835;0.0033000558614730835;0.008825927972793579;0,0019;0,0019;0,0017;0,0016;0,0918;0,1070;0,0918;0,0826;0,0823;0,0764;0,0601;1,8615;3,2395;1,8615;0,0088;0,3283;0,2676;0,2410
0.0033000558614730835;0.0033000558614730835;0.01727631688117981;0,0021;0,0018;0,0016;0,0016;0,0923;0,0962;0,0923;0,1154;0,0934;0,0838;0,0633;1,8649;2,9793;1,8649;0,0131;0,0197;0,0075;0,6184
0.0033000558614730835;0.0033000558614730835;0.014431476593017578;0,0040;0,0030;0,0028;0,0023;0,0924;0,0949;0,0924;0,0584;0,0605;0,0591;0,0524;1,8676;3,3389;1,8676;0,0072;0,0103;0,0085;0,0052
0.0033000558614730835;0.0033000558614730835;0.009287416934967041;0,0021;0,0019;0,0014;0,0012;0,0934;0,3019;0,0934;0,1192;0,0980;0,0687;0,0717;1,8730;4,5260;1,8730;0,0020;0,6583;0,4777;0,3640
0.0033000558614730835;0.0033000558614730835;0.011631026864051819;0,0024;0,0021;0,0019;0,0017;0,0935;0,1124;0,0935;0,1146;0,1001;0,0891;0,0768;1,8935;4,3029;1,8935;0,5992;0,0082;0,4418;0,0014
0.0033000558614730835;0.0033000558614730835;0.008594334125518799;0,0014;0,0014;0,0012;0,0012;0,0936;0,1043;0,0936;0,1529;0,1291;0,0977;0,0941;1,8945;3,2898;1,8945;0,0165;0,0303;0,0104;0,0069
0.0033000558614730835;0.0033000558614730835;0.011029422283172607;0,0015;0,0018;0,0014;0,0013;0,0940;0,0981;0,0940;0,1682;0,1623;0,1421;0,1247;1,9212;2,6642;1,9212;0,0144;0,3940;0,0033;0,3190
0.0033000558614730835;0.0033000558614730835;0.01029755175113678;0,0025;0,0025;0,0021;0,0019;0,0942;0,1058;0,0942;0,0738;0,0809;0,0682;0,0683;1,9216;4,1066;1,9216;0,5832;0,5833;0,5273;0,0952
0.0033000558614730835;0.0033000558614730835;0.010790534317493439;0,0049;0,0027;0,0016;0,0015;0,0957;0,0987;0,0957;0,0867;0,0718;0,0003;0,0441;1,9397;4,5998;1,9397;0,9063;0,0121;0,0132;0,4778
0.0033005475997924805;0.0033005475997924805;0.01286664605140686;0,0024;0,0020;0,0020;0,0018;0,0964;0,1207;0,0964;0,0989;0,0960;0,0797;0,0775;1,9433;3,4346;1,9433;0,0071;0,0035;0,3135;0,2552
0.0033005475997924805;0.0033005475997924805;0.017465561628341675;0,0022;0,0023;0,0020;0,0018;0,0974;0,1022;0,0974;0,0569;0,0556;0,0522;0,0477;1,9490;2,7255;1,9490;0,8233;0,0040;0,0184;0,0023
0.0033005475997924805;0.0033005475997924805;0.013864919543266296;0,0026;0,0023;0,0023;0,0018;0,0974;0,1072;0,0974;0,0895;0,0771;0,0722;0,0646;1,9571;3,5242;1,9571;0,5558;0,5467;0,4797;0,2386
0.0033005475997924805;0.0033005475997924805;0.009130150079727173;0,0018;0,0015;0,0014;0,0012;0,0974;0,1005;0,0974;0,0901;0,0823;0,0803;0,0752;1,9991;3,8600;1,9991;0,0359;0,0047;0,5282;0,0121
0.0036000609397888184;0.0036000609397888184;0.01876005530357361;0,0027;0,0026;0,0021;0,0022;0,0980;0,1442;0,0980;0,0653;0,0529;0,0502;0,0442;2,0149;2,9847;2,0149;0,0064;0,0048;0,0011;0,0028
0.0036000609397888184;0.0036000609397888184;0.01047806441783905;0,0041;0,0031;0,0028;0,0023;0,0980;0,0980;0,1255;0,0634;0,0482;0,0418;0,0385;2,0172;2,9324;2,0172;0,4946;0,4751;0,3105;0,2660
0.0036000609397888184;0.0036000609397888184;0.01045149564743042;0,0029;0,0025;0,0017;0,0015;0,0980;0,1297;0,0980;0,3377;0,3199;0,2696;0,2496;2,0422;3,2918;2,0422;0,0027;0,6360;0,0089;0,4283
0.0036000609397888184;0.0036000609397888184;0.013532906770706177;0,0041;0,0024;0,0021;0,0019;0,0986;0,1457;0,0986;0,0942;0,0893;0,0673;0,0700;2,0464;3,2171;2,0464;0,0089;0,0131;0,5797;0,3996
0.0036000609397888184;0.0036000609397888184;0.02194032073020935;0,0032;0,0031;0,0032;0,0030;0,0990;0,1053;0,0990;0,1019;0,0935;0,0896;0,0831;2,0557;4,6019;2,0557;0,0054;0,0049;0,0058;0,5088
0.0036000609397888184;0.0036000609397888184;0.010263115167617798;0,0024;0,0020;0,0017;0,0014;0,1001;0,1102;0,1001;0,1013;0,0979;0,0901;0,0852;2,0614;4,4952;2,0614;0,0388;0,0054;0,3941;0,3724
0.0036000609397888184;0.0036000609397888184;0.010607853531837463;0,0026;0,0023;0,0020;0,0016;0,1003;0,1003;0,1176;0,1390;0,1718;0,1197;0,1266;2,0643;4,0473;2,0643;0,9285;0,0104;0,3629;0,0047
0.0036000609397888184;0.0036000609397888184;0.015498340129852295;0,0025;0,0025;0,0024;0,0020;0,1017;0,1198;0,1017;0,0023;0,1375;0,1292;0,1057;2,0709;3,9068;2,0709;0,7063;0,0034;0,5492;0,3839
0.0036000609397888184;0.0036000609397888184;0.008836895227432251;0,0019;0,0019;0,0018;0,0017;0,1026;0,1114;0,1026;0,1321;0,1225;0,1269;0,1062;2,1091;3,4955;2,1091;0,0136;0,0032;0,0012;0,0052
0.0036000609397888184;0.0036000609397888184;0.009287446737289429;0,0020;0,0019;0,0019;0,0016;0,1029;0,1029;0,1126;0,0734;0,0705;0,0662;0,0649;2,1200;3,8192;2,1200;0,5945;0,3667;0,4347;0,3764
0.0036000609397888184;0.0036000609397888184;0.015660792589187622;0,0041;0,0034;0,0034;0,0028;0,1036;0,1036;0,1122;0,0858;0,0867;0,0752;0,0730;2,1345;6,7917;2,1345;0,2901;0,2160;0,1745;0,1646
0.0036000609397888184;0.0036000609397888184;0.014156639575958252;0,0052;0,0046;0,0039;0,0036;0,1042;0,1102;0,1042;0,0962;0,0954;0,0949;0,0889;2,1886;4,9284;2,1886;0,0053;0,0223;0,7302;0,0043
0.003600597381591797;0.003600597381591797;0.013796985149383545;0,0028;0,0029;0,0026;0,0019;0,1042;0,1042;0,1566;0,0933;0,1026;0,0882;0,0794;2,2048;4,0670;2,2048;0,6840;0,0032;0,0071;0,0039
0.003600597381591797;0.003600597381591797;0.02248235046863556;0,0035;0,0031;0,0028;0,0025;0,1044;0,1363;0,1044;0,1221;0,0803;0,0701;0,0595;2,2183;3,9978;2,2183;0,4622;0,3920;0,0111;0,2251
0.003600597381591797;0.003600597381591797;0.009600639343261719;0,0015;0,0014;0,0012;0,0012;0,1053;0,1053;0,1094;0,0806;0,0681;0,0609;0,0518;2,2304;5,2916;2,2304;0,8863;0,6674;0,6117;0,4979
0.0039000660181045532;0.0039000660181045532;0.015094369649887085;0,0036;0,0031;0,0028;0,0023;0,1056;0,1139;0,1056;0,0957;0,0842;0,0831;0,0789;2,2323;4,2846;2,2323;0,2749;0,3626;0,3170;0,2734
0.0039000660181045532;0.0039000660181045532;0.011798083782196045;0,0045;0,0045;0,0035;0,0035;0,1068;0,1068;0,1497;0,1051;0,0924;0,0807;0,0687;2,2728;4,0743;2,2728;0,4948;0,0136;0,0152;0,0061
0.0039000660181045532;0.0039000660181045532;0.008191138505935669;0,0012;0,0013;0,0008;0,0008;0,1077;0,1244;0,1077;0,0719;0,0688;0,0613;0,0641;2,3059;6,7993;2,3059;0,0131;0,0204;0,0075;0,6964
0.0039000660181045532;0.0039000660181045532;0.009059786796569824;0,0022;0,0021;0,0018;0,0015;0,1081;0,1331;0,1081;0,0894;0,1214;0,1052;0,0913;2,3145;12,2407;2,3145;0,8705;0,0070;0,5594;0,4465
0.0039000660181045532;0.0039000660181045532;0.01094430685043335;0,0027;0,0022;0,0020;0,0019;0,1086;0,1205;0,1086;0,1362;0,1027;0,1105;0,0847;2,3214;4,3820;2,3214;0,4616;0,3817;0,3054;0,2115
0.0039000660181045532;0.0039000660181045532;0.010670900344848633;0,0023;0,0021;0,0019;0,0018;0,1096;0,1096;0,1130;0,0829;0,0109;0,0770;0,0744;2,3294;5,6901;2,3294;0,0108;0,0082;0,0048;0,5926
0.0039000660181045532;0.0039000660181045532;0.012526094913482666;0,0040;0,0032;0,0032;0,0025;0,1098;0,1363;0,1098;0,1266;0,0950;0,1075;0,0944;2,3359;4,1573;2,3359;0,0207;0,0149;0,0095;0,0099
0.0039000660181045532;0.0039000660181045532;0.0;0,0035;0,0032;0,0030;0,0028;0,1102;0,1396;0,1102;0,1422;0,1199;0,1166;0,1036;2,3409;4,4056;2,3409;0,0086;0,0068;0,0100;0,0018
0.0039000660181045532;0.0039000660181045532;0.01759493350982666;0,0039;0,0034;0,0032;0,0030;0,1112;0,1146;0,1112;0,1631;0,1304;0,1272;0,1180;2,3512;5,8375;2,3512;0,0048;0,0027;0,1791;0,0092
0.0039006471633911133;0.0039006471633911133;0.014307916164398193;0,0021;0,0022;0,0020;0,0020;0,1116;0,1202;0,1116;0,1148;0,1019;0,0866;0,0766;2,3701;4,6548;2,3701;1,2224;0,0145;0,0187;0,0027
0.0039006471633911133;0.0039006471633911133;0.012879431247711182;0,0033;0,0029;0,0025;0,0023;0,1120;0,1157;0,1120;0,0508;0,0453;0,0460;0,0422;2,3791;5,8559;2,3791;0,0064;0,0039;0,0076;0,0041
0.0039006471633911133;0.0039006471633911133;0.01708345115184784;0,0025;0,0025;0,0021;0,0020;0,1125;0,1307;0,1125;0,0960;0,0781;0,0759;0,0727;2,3807;3,1195;2,3807;0,6255;0,0067;0,6847;0,0038
0.0039006471633911133;0.0039006471633911133;0.013640642166137695;0,0028;0,0025;0,0024;0,0021;0,1127;0,1127;0,1261;0,1313;0,1123;0,0699;0,0603;2,4057;5,6304;2,4057;0,4326;0,5245;0,3571;0,2783
0.0039006471633911133;0.0039006471633911133;0.01079249382019043;0,0024;0,0023;0,0022;0,0020;0,1129;0,1129;0,1217;0,0808;0,0791;0,0758;0,0653;2,4244;4,8883;2,4244;0,6959;0,0102;0,5475;0,4285
0.0039006471633911133;0.0039006471633911133;0.012236267328262329;0,0035;0,0026;0,0024;0,0023;0,1136;0,1367;0,1136;0,1400;0,1137;0,1051;0,0996;2,4603;4,9843;2,4603;0,9224;0,6738;0,0083;0,0035
0.004200071096420288;0.004200071096420288;0.016663700342178345;0,0045;0,0040;0,0028;0,0021;0,1145;0,1145;0,1209;0,1202;0,1011;0,0922;0,0850;2,4763;4,3147;2,4763;0,3938;0,3285;0,2837;0,2550
0.004200071096420288;0.004200071096420288;0.01412588357925415;0,0043;0,0027;0,0032;0,0024;0,1157;0,1614;0,1157;0,1216;0,1066;0,0823;0,0809;2,4829;5,9459;2,4829;0,0094;0,0568;0,4286;0,5342
0.004200071096420288;0.004200071096420288;0.016446292400360107;0,0055;0,0057;0,0048;0,0047;0,1163;0,1258;0,1163;0,1230;0,1099;0,1036;0,0968;2,4919;3,9791;2,4919;0,0136;0,0108;0,0034;0,0024
0.004200071096420288;0.004200071096420288;0.014204144477844238;0,0032;0,0031;0,0028;0,0025;0,1172;0,1196;0,1172;0,0677;0,0551;0,0470;0,0353;2,5027;8,4309;2,5027;0,0059;0,0050;0,0043;0,0062
0.004200071096420288;0.004200071096420288;0.008933663368225098;0,0019;0,0021;0,0018;0,0017;0,1175;0,1274;0,1175;0,1323;0,1239;0,1014;0,0819;2,5213;8,1091;2,5213;0,0095;0,0020;0,4130;0,4115
0.004200071096420288;0.004200071096420288;0.015057861804962158;0,0070;0,0073;0,0066;0,0058;0,1177;0,1504;0,1177;0,0937;0,0862;0,0701;0,0733;2,5285;3,7786;2,5285;0,4654;0,3606;0,3081;0,2475
0.004200071096420288;0.004200071096420288;0.006510317325592041;0,0011;0,0009;0,0009;0,0008;0,1182;0,1405;0,1182;0,2602;0,2165;0,2035;0,1605;2,5762;5,2109;2,5762;0,4763;0,0058;0,4686;0,4078
0.004200071096420288;0.004200071096420288;0.013072729110717773;0,0028;0,0025;0,0027;0,0023;0,1185;0,1185;0,1847;0,0763;0,0750;0,0714;0,0660;2,5775;4,5843;2,5775;0,0067;0,0199;0,0074;0,0032
0.004200071096420288;0.004200071096420288;0.017076700925827026;0,0031;0,0030;0,0027;0,0025;0,1187;0,1187;0,1231;0,1606;0,1574;0,1311;0,1191;2,5849;3,2526;2,5849;0,0093;0,0032;0,1487;0,1698
0.00420069694519043;0.00420069694519043;0.018617182970046997;0,0031;0,0032;0,0029;0,0027;0,1193;0,1263;0,1193;0,1294;0,1128;0,1073;0,0877;2,6050;6,4676;2,6050;0,0401;0,0236;0,0213;0,0053
0.004500076174736023;0.004500076174736023;0.011230230331420898;0,0024;0,0024;0,0018;0,0017;0,1194;0,1194;0,1409;0,0798;0,0639;0,0646;0,0555;2,6180;4,2755;2,6180;0,7537;0,0050;0,0078;0,0052
0.004500076174736023;0.004500076174736023;0.011955618858337402;0,0059;0,0039;0,0041;0,0034;0,1197;0,1207;0,1197;0,1142;0,1077;0,0872;0,0956;2,6272;4,4934;2,6272;0,7810;0,0118;0,0086;0,5620
0.004500076174736023;0.004500076174736023;0.016458481550216675;0,0031;0,0026;0,0023;0,0020;0,1198;0,1364;0,1198;0,1581;0,1434;0,0838;0,1159;2,6337;7,0729;2,6337;0,8983;0,0115;0,5873;0,4697
0.004500076174736023;0.004500076174736023;0.011284947395324707;0,0033;0,0033;0,0032;0,0025;0,1211;0,1211;0,1472;0,1184;0,1025;0,0722;0,0788;2,6344;4,1084;2,6344;0,0074;0,3037;0,3121;0,2898
0.004500076174736023;0.004500076174736023;0.014531552791595459;0,0042;0,0039;0,0033;0,0028;0,1212;0,1549;0,1212;0,2233;0,1977;0,1751;0,1641;2,6421;5,6110;2,6421;0,0083;0,0047;0,0094;0,4013
0.004500076174736023;0.004500076174736023;0.01025378704071045;0,0018;0,0014;0,0011;0,0011;0,1225;0,1225;0,1984;0,0845;0,0832;0,0770;0,0703;2,6684;4,0956;2,6684;0,0122;0,6444;0,0095;0,4324
0.004500076174736023;0.004500076174736023;0.011801421642303467;0,0035;0,0030;0,0024;0,0022;0,1229;0,1371;0,1229;0,2161;0,1921;0,0090;0,1605;2,6975;6,5186;2,6975;0,0141;0,0108;0,0087;0,0054
0.004500746726989746;0.004500746726989746;0.01692323386669159;0,0051;0,0050;0,0045;0,0029;0,1231;0,1731;0,1231;0,0137;0,1650;0,1315;0,1355;2,7072;6,0779;2,7072;0,0160;0,0051;0,0038;0,0169
0.004500746726989746;0.004500746726989746;0.01185259222984314;0,0021;0,0020;0,0018;0,0017;0,1233;0,1537;0,1233;0,0148;0,1728;0,1592;0,1339;2,7142;5,3805;2,7142;0,0037;0,0153;0,0027;0,4524
0.004500746726989746;0.004500746726989746;0.012431502342224121;0,0026;0,0023;0,0022;0,0020;0,1236;0,1342;0,1236;0,0420;0,0440;0,0406;0,0385;2,8009;11,8404;2,8009;0,0110;0,3363;0,0166;0,0135
0.004799872636795044;0.004799872636795044;0.011660575866699219;0,0024;0,0022;0,0022;0,0021;0,1238;0,1359;0,1238;0,1285;0,1303;0,1156;0,1095;2,8115;3,8118;2,8115;1,1402;0,0810;0,0068;0,0045
0.004800081253051758;0.004800081253051758;0.01246567815542221;0,0060;0,0051;0,0044;0,0036;0,1245;0,1245;0,1461;0,0927;0,1115;0,0897;0,0842;2,8226;8,4995;2,8226;0,0081;0,9846;0,0035;0,0087
0.004800081253051758;0.004800081253051758;0.018262863159179688;0,0056;0,0050;0,0044;0,0039;0,1253;0,1439;0,1253;0,0848;0,0706;0,0605;0,0582;2,8438;4,2928;2,8438;0,0182;0,0055;0,0045;0,5463
0.004800081253051758;0.004800081253051758;0.019217103719711304;0,0053;0,0050;0,0053;0,0047;0,1256;0,1439;0,1256;0,0728;0,0919;0,0755;0,0683;2,8810;5,9734;2,8810;0,0126;0,0104;0,0052;0,0175
0.004800081253051758;0.004800081253051758;0.012808769941329956;0,0036;0,0032;0,0025;0,0025;0,1269;0,3228;0,1269;0,0048;0,1923;0,1763;0,1700;2,8846;6,2314;2,8846;2,2425;0,0113;0,0093;0,0050
0.004800081253051758;0.004800081253051758;0.013134151697158813;0,0029;0,0031;0,0023;0,0014;0,1282;0,1282;0,1352;0,2219;0,2093;0,1727;0,1614;2,8855;7,4055;2,8855;0,0077;0,0065;0,0094;0,0029
0.004800081253051758;0.004800081253051758;0.013355925679206848;0,0036;0,0030;0,0030;0,0025;0,1290;0,1604;0,1290;0,1901;0,1501;0,1259;0,1251;2,9050;5,4651;2,9050;0,0059;0,5287;0,4290;0,3480
0.004800081253051758;0.004800081253051758;0.014317482709884644;0,0043;0,0039;0,0034;0,0027;0,1291;0,1435;0,1291;0,1574;0,1466;0,1377;0,1264;2,9284;7,3626;2,9284;0,0052;1,1808;0,0680;0,0099
0.004800081253051758;0.004800081253051758;0.018654674291610718;0,0043;0,0045;0,0040;0,0037;0,1329;0,1756;0,1329;0,2384;0,1925;0,1741;0,1633;2,9722;5,3789;2,9722;0,8297;0,0044;0,0200;0,0053
0.004800081253051758;0.004800081253051758;0.008823812007904053;0,0032;0,0020;0,0018;0,0016;0,1332;0,1332;0,1359;0,0860;0,0786;0,0822;0,0753;2,9730;5,3774;2,9730;1,0416;0,0038;0,0889;0,6111
0.004800081253051758;0.004800081253051758;0.011269450187683105;0,0019;0,0018;0,0017;0,0016;0,1334;0,1462;0,1334;0,1603;0,1169;0,1225;0,1087;2,9764;4,4305;2,9764;0,0335;0,5617;0,5610;0,0040
0.004800081253051758;0.004800081253051758;0.018910765647888184;0,0047;0,0043;0,0042;0,0039;0,1340;0,1340;0,1602;0,2024;0,1971;0,1579;0,1549;3,0018;5,3990;3,0018;0,0100;0,5938;0,0034;0,0013
0.004800081253051758;0.004800081253051758;0.014523506164550781;0,0044;0,0042;0,0041;0,0031;0,1345;0,1450;0,1345;0,1401;0,0917;0,0658;0,0579;3,0095;5,4040;3,0095;0,5932;0,5849;0,5441;0,0799
0.004800081253051758;0.004800081253051758;0.019766241312026978;0,0040;0,0034;0,0036;0,0027;0,1360;0,1549;0,1360;0,2217;0,2083;0,0047;0,1531;3,0195;7,4162;3,0195;0,0061;1,4028;0,0081;0,0047
0.004800081253051758;0.004800081253051758;0.010935738682746887;0,0024;0,0021;0,0018;0,0016;0,1372;0,1440;0,1372;0,3059;0,2744;0,2494;0,2114;3,0228;7,9626;3,0228;0,0121;0,0029;0,0580;0,0093
0.0048007965087890625;0.0048007965087890625;0.016894161701202393;0,0050;0,0036;0,0036;0,0033;0,1373;0,1773;0,1373;0,2225;0,2015;0,1652;0,1700;3,0294;4,1321;3,0294;0,7127;0,0102;0,0055;0,4314
0.0048007965087890625;0.0048007965087890625;0.02791440486907959;0,0041;0,0044;0,0039;0,0036;0,1402;0,1595;0,1402;0,1697;0,1472;0,1509;0,1322;3,0422;4,7002;3,0422;0,9124;0,0094;0,2692;0,4792
0.005100086331367493;0.005100086331367493;0.02678254246711731;0,0093;0,0087;0,0078;0,0076;0,1404;0,1649;0,1404;0,1551;0,1227;0,1384;0,0950;3,0518;6,6725;3,0518;0,9395;0,0107;0,0281;0,0023
0.005100086331367493;0.005100086331367493;0.01569552719593048;0,0041;0,0036;0,0031;0,0026;0,1409;0,1409;0,1740;0,1656;0,1177;0,1089;0,0986;3,0798;5,1920;3,0798;0,0109;0,0089;0,5048;0,0046
0.005100086331367493;0.005100086331367493;0.013486415147781372;0,0075;0,0060;0,0057;0,0054;0,1409;0,1890;0,1409;0,0087;0,1374;0,1140;0,1143;3,0829;9,4136;3,0829;1,0002;0,0029;0,6388;0,5547
0.005100086331367493;0.005100086331367493;0.016338825225830078;0,0080;0,0072;0,0070;0,0064;0,1412;0,1493;0,1412;0,1331;0,1295;0,1047;0,0996;3,0918;5,8069;3,0918;0,0570;0,8038;0,0050;0,0055
0.005100086331367493;0.005100086331367493;0.010733962059020996;0,0029;0,0027;0,0025;0,0023;0,1415;0,1720;0,1415;0,2436;0,2427;0,2086;0,1711;3,0938;5,6075;3,0938;1,7009;1,0104;0,6366;0,6299
0.005100086331367493;0.005100086331367493;0.02413254976272583;0,0059;0,0056;0,0053;0,0047;0,1420;0,1420;0,1890;0,0067;0,0752;0,0080;0,1472;3,1052;6,2833;3,1052;0,0047;0,0029;0,0062;0,4949
0.005100086331367493;0.005100086331367493;0.018804550170898438;0,0061;0,0061;0,0051;0,0049;0,1435;0,1435;0,1859;0,2023;0,1473;0,1322;0,1023;3,1377;5,8116;3,1377;0,0062;0,6033;0,0096;0,3609
0.005100086331367493;0.005100086331367493;0.01102408766746521;0,0029;0,0028;0,0022;0,0018;0,1438;0,1441;0,1438;0,0930;0,0705;0,0663;0,0583;3,1887;7,7733;3,1887;0,7162;0,7090;0,6808;0,5680
0.005100086331367493;0.005100086331367493;0.0;0,0044;0,0038;0,0035;0,0031;0,1443;0,1445;0,1443;0,0960;0,0975;0,0912;0,0854;3,1892;7,1357;3,1892;0,0311;0,0065;0,0164;0,0094
0.005100086331367493;0.005100086331367493;0.011393636465072632;0,0016;0,0016;0,0016;0,0014;0,1467;0,1467;0,1469;0,1255;0,1222;0,1162;0,1098;3,2092;3,5526;3,2092;0,0123;0,0031;0,0092;0,0042
0.005100086331367493;0.005100086331367493;0.017778128385543823;0,0047;0,0046;0,0042;0,0041;0,1467;0,1749;0,1467;0,0094;0,1428;0,1372;0,1251;3,2113;8,0494;3,2113;0,0080;0,0035;0,0016;0,0058
0.005100086331367493;0.005100086331367493;0.00766831636428833;0,0015;0,0014;0,0013;0,0012;0,1468;0,1917;0,1468;0,2272;0,1908;0,1897;0,1557;3,2468;4,1349;3,2468;0,0451;0,5645;0,3742;0,3943
0.005100086331367493;0.005100086331367493;0.010396063327789307;0,0019;0,0019;0,0019;0,0017;0,1476;0,1476;0,2014;0,2841;0,0073;0,2244;0,1864;3,3062;6,1362;3,3062;0,9748;1,0885;0,0083;0,6866
0.005100086331367493;0.005100086331367493;0.013428092002868652;0,0052;0,0040;0,0029;0,0028;0,1481;0,1821;0,1481;0,0924;0,0656;0,0586;0,0385;3,3098;4,3658;3,3098;0,5278;0,0093;0,1538;0,0080
0.0054000914096832275;0.0054000914096832275;0.016649365425109863;0,0047;0,0039;0,0038;0,0035;0,1482;0,1679;0,1482;0,0139;0,2311;0,2208;0,2102;3,3127;6,9378;3,3127;0,9497;0,0214;0,5530;0,0080
0.0054000914096832275;0.0054000914096832275;0.013200730085372925;0,0059;0,0052;0,0049;0,0048;0,1492;0,2149;0,1492;0,1620;0,1593;0,1337;0,1187;3,3276;6,7844;3,3276;0,0065;0,0053;0,0201;0,5487
0.0054000914096832275;0.0054000914096832275;0.01880505681037903;0,0064;0,0061;0,0047;0,0047;0,1495;0,1495;0,1516;0,1970;0,0124;0,1672;0,1685;3,3291;7,4105;3,3291;0,0040;0,0172;0,0064;0,1993
0.0054000914096832275;0.0054000914096832275;0.013667643070220947;0,0060;0,0044;0,0046;0,0041;0,1503;0,1503;0,1628;0,1574;0,1406;0,1112;0,0657;3,3393;6,5627;3,3393;1,5909;0,0152;0,0052;0,0030
