train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
7,3980;4,2196;11,1500;4,0141;12,4241;7,0700;11,1500;12,4241;7,0700
15,3600;3,8256;18,5400;3,7657;17,2000;9,0400;18,5400;17,2000;9,0400
24,1780;3,4425;27,9500;3,3391;27,2793;10,2400;27,9500;27,2793;10,2400
32,4220;3,1336;30,7400;3,2220;29,7103;12,2600;30,7400;29,7103;12,2600
38,8160;2,9002;39,7500;2,8982;34,1103;14,6900;39,7500;34,1103;14,6900
43,8580;2,7261;43,9900;2,7266;36,7276;18,1300;43,9900;36,7276;18,1300
47,6020;2,5934;43,0700;2,7588;36,5069;18,8300;43,0700;36,5069;18,8300
51,2640;2,4721;46,7200;2,6855;36,8862;22,0100;46,7200;36,8862;22,0100
53,3740;2,4001;50,2800;2,5007;39,4724;23,9700;50,2800;39,4724;23,9700
55,8220;2,3227;53,5100;2,4068;42,5862;24,7100;53,5100;42,5862;24,7100
57,2600;2,2643;52,8000;2,4182;38,3276;25,7500;52,8000;38,3276;25,7500
58,7280;2,2209;55,6200;2,3044;41,6207;26,1300;55,6200;41,6207;26,1300
59,5820;2,1779;55,5100;2,2792;42,6448;25,3900;55,5100;42,6448;25,3900
61,2240;2,1326;59,2000;2,1956;46,9414;30,1100;59,2000;46,9414;30,1100
62,1800;2,0932;61,5000;2,1417;47,7172;33,3300;61,5000;47,7172;33,3300
63,8900;2,0492;61,7800;2,0935;48,2000;32,1300;61,7800;48,2000;32,1300
64,2540;2,0290;61,1300;2,1292;47,7483;32,9300;61,1300;47,7483;32,9300
65,2160;1,9889;63,0900;2,0505;48,7862;32,8300;63,0900;48,7862;32,8300
66,5060;1,9519;64,3000;2,0177;48,4862;34,5200;64,3000;48,4862;34,5200
67,2900;1,9276;65,1400;2,0083;49,7759;35,9400;65,1400;49,7759;35,9400
67,9080;1,8987;65,8800;1,9789;50,5241;35,5500;65,8800;50,5241;35,5500
68,6740;1,8663;66,2200;1,9521;50,8655;35,7800;66,2200;50,8655;35,7800
69,6100;1,8466;67,4000;1,9030;51,8690;35,0600;67,4000;51,8690;35,0600
70,1220;1,8328;67,9100;1,8896;52,3241;37,2500;67,9100;52,3241;37,2500
70,5960;1,8047;68,4100;1,8884;51,4828;39,2200;68,4100;51,4828;39,2200
70,9860;1,7988;69,0300;1,8504;52,3655;38,3900;69,0300;52,3655;38,3900
71,2080;1,7896;68,7200;1,8491;52,4276;39,1000;68,7200;52,4276;39,1000
71,6340;1,7732;69,5900;1,8401;52,8517;39,1000;69,5900;52,8517;39,1000
71,3620;1,7841;69,5100;1,8483;53,0103;39,7600;69,5100;53,0103;39,7600
71,9320;1,7645;69,5300;1,8401;52,9172;39,5800;69,5300;52,9172;39,5800
63,5080;2,0423;58,8500;2,2599;45,0069;32,5700;58,8500;45,0069;32,5700
63,3360;2,0514;59,6500;2,1771;43,7345;28,4400;59,6500;43,7345;28,4400
63,6500;2,0418;59,7500;2,2100;47,9690;33,3800;59,7500;47,9690;33,3800
64,2760;2,0156;62,6000;2,0637;44,9276;30,3600;62,6000;44,9276;30,3600
