train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
9,5487;4,2905;15,8800;3,8562;17,5690;9,5000;15,8800;17,5690;9,5000
20,1127;3,9572;29,3600;3,4764;29,8207;9,7900;29,3600;29,8207;9,7900
29,1493;3,6936;39,0300;3,1117;32,9034;8,9300;39,0300;32,9034;8,9300
36,1313;3,4967;44,8500;2,9186;36,0172;10,2400;44,8500;36,0172;10,2400
40,9593;3,3527;48,4900;2,7395;42,4414;9,6000;48,4900;42,4414;9,6000
45,0773;3,2411;53,7600;2,6147;45,1379;10,2200;53,7600;45,1379;10,2200
47,9647;3,1510;56,0400;2,5100;43,4828;10,8200;56,0400;43,4828;10,8200
50,8100;3,0678;57,8500;2,4584;45,9655;11,1300;57,8500;45,9655;11,1300
53,1473;2,9992;60,3400;2,3961;49,7069;12,4500;60,3400;49,7069;12,4500
55,2733;2,9375;62,7000;2,2755;52,7966;12,3100;62,7000;52,7966;12,3100
56,7013;2,8900;63,1700;2,3019;51,2586;11,8200;63,1700;51,2586;11,8200
58,6500;2,8355;64,6700;2,2626;52,2517;13,0800;64,6700;52,2517;13,0800
60,5713;2,7834;64,1300;2,2427;51,3379;12,8400;64,1300;51,3379;12,8400
62,1680;2,7314;67,1800;2,1446;52,6966;13,1700;67,1800;52,6966;13,1700
63,7427;2,6865;67,9800;2,1378;53,8931;14,1300;67,9800;53,8931;14,1300
64,7253;2,6595;68,6900;2,1353;54,3103;15,4200;68,6900;54,3103;15,4200
66,2520;2,6155;70,0100;2,0626;55,2034;13,6800;70,0100;55,2034;13,6800
67,3080;2,5736;70,8000;2,0180;54,6724;14,9200;70,8000;54,6724;14,9200
68,8700;2,5304;70,4000;2,0419;55,8621;15,8900;70,4000;55,8621;15,8900
69,7733;2,5117;71,5200;2,0010;57,7414;16,2100;71,5200;57,7414;16,2100
70,8133;2,4805;72,7700;1,9548;58,1828;15,6000;72,7700;58,1828;15,6000
71,8133;2,4464;73,1300;1,9164;57,5724;15,3600;73,1300;57,5724;15,3600
72,2347;2,4361;73,6600;1,9023;59,6034;16,9000;73,6600;59,6034;16,9000
73,3107;2,4006;73,5500;1,9134;59,7586;17,5400;73,5500;59,7586;17,5400
74,2767;2,3730;74,3100;1,8705;59,3793;17,3500;74,3100;59,3793;17,3500
74,7380;2,3611;74,3200;1,8836;59,6483;16,8000;74,3200;59,6483;16,8000
75,5107;2,3368;74,8400;1,8384;60,1034;17,0100;74,8400;60,1034;17,0100
75,6260;2,3357;74,7800;1,8471;60,9690;17,3500;74,7800;60,9690;17,3500
75,6760;2,3398;74,8100;1,8811;60,4552;17,2600;74,8100;60,4552;17,2600
76,0113;2,3301;74,8400;1,8434;60,2690;17,3400;74,8400;60,2690;17,3400
63,9460;2,6751;67,6400;2,1205;54,1207;14,3200;67,6400;54,1207;14,3200
63,7573;2,6826;67,4500;2,1076;53,3310;14,8300;67,4500;53,3310;14,8300
64,2527;2,6631;68,3300;2,1014;53,2552;13,3000;68,3300;53,2552;13,3000
64,8080;2,6462;66,3200;2,1672;54,1483;13,7000;66,3200;54,1483;13,7000
65,8047;2,6198;68,7200;2,0706;56,0621;13,9500;68,7200;56,0621;13,9500
66,9353;2,5821;69,0000;2,0577;52,5655;14,7100;69,0000;52,5655;14,7100
67,3107;2,5689;71,0100;2,0161;57,0483;15,6200;71,0100;57,0483;15,6200
68,1180;2,5449;70,0500;2,0227;53,3586;15,5200;70,0500;53,3586;15,5200
68,4760;2,5336;71,0000;1,9999;55,8310;16,2500;71,0000;55,8310;16,2500
69,2307;2,5111;71,2500;1,9822;55,8586;15,4900;71,2500;55,8586;15,4900
69,7413;2,4918;71,6400;1,9697;56,7241;15,9000;71,6400;56,7241;15,9000
70,5467;2,4692;72,0400;1,9346;57,2310;16,4900;72,0400;57,2310;16,4900
70,7787;2,4638;72,2000;1,9133;57,1862;17,4600;72,2000;57,1862;17,4600
71,3013;2,4428;72,0000;1,9829;56,7966;17,4500;72,0000;56,7966;17,4500
71,7920;2,4303;71,8500;1,9611;55,5552;17,7500;71,8500;55,5552;17,7500
72,5113;2,4084;72,9900;1,8860;58,2241;17,7800;72,9900;58,2241;17,7800
72,7660;2,4012;73,5000;1,9132;58,6207;17,7400;73,5000;58,6207;17,7400
73,1953;2,3883;73,7000;1,8973;58,6172;19,2400;73,7000;58,6172;19,2400
73,8320;2,3676;73,8700;1,8781;58,5586;17,4900;73,8700;58,5586;17,4900
74,0667;2,3609;73,4800;1,8692;58,2897;18,0000;73,4800;58,2897;18,0000
74,5993;2,3429;74,4200;1,8605;58,4448;19,1200;74,4200;58,4448;19,1200
74,9600;2,3337;73,0000;1,8500;58,0862;19,7100;73,0000;58,0862;19,7100
75,3227;2,3179;74,9900;1,8815;59,5793;19,3600;74,9900;59,5793;19,3600
75,8453;2,3050;74,5100;1,8110;60,5828;20,4200;74,5100;60,5828;20,4200
75,8667;2,3008;74,6000;1,8362;60,2000;20,1000;74,6000;60,2000;20,1000
76,6480;2,2743;74,8800;1,7941;60,4690;20,1500;74,8800;60,4690;20,1500
76,7720;2,2774;75,3700;1,8001;61,4897;21,7400;75,3700;61,4897;21,7400
