train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
6,1880;4,2846;8,9600;4,0404;9,3552;5,7000;8,9600;9,3552;5,7000
11,1560;4,0180;17,2000;3,6947;14,9103;7,7000;17,2000;14,9103;7,7000
16,5380;3,7576;22,1500;3,5684;25,6931;10,8000;22,1500;25,6931;10,8000
21,9520;3,5239;26,0400;3,6433;24,7517;12,2200;26,0400;24,7517;12,2200
25,2560;3,3725;33,3000;3,1550;32,1862;14,6400;33,3000;32,1862;14,6400
37,7660;2,9417;33,7300;3,3143;26,6000;16,2000;33,7300;26,6000;16,2000
41,9860;2,7885;37,6800;3,0159;35,1862;16,4300;37,6800;35,1862;16,4300
45,5820;2,6715;46,2800;2,7363;38,0724;21,3600;46,2800;38,0724;21,3600
48,7900;2,5668;45,1800;2,8415;36,8586;22,7900;45,1800;36,8586;22,7900
49,9580;2,5274;48,2700;2,5919;38,9138;23,9700;48,2700;38,9138;23,9700
52,8800;2,4326;52,6600;2,4771;40,0379;27,1300;52,6600;40,0379;27,1300
53,7960;2,3988;54,1400;2,3907;43,9069;25,7900;54,1400;43,9069;25,7900
54,5100;2,3694;54,2400;2,4688;44,2690;30,1300;54,2400;44,2690;30,1300
56,6500;2,2902;56,8100;2,2572;43,6276;26,3500;56,8100;43,6276;26,3500
57,1220;2,2886;57,7500;2,2279;45,6724;28,7100;57,7500;45,6724;28,7100
58,5980;2,2280;59,0500;2,2247;47,9690;31,0900;59,0500;47,9690;31,0900
59,4840;2,2005;60,0900;2,1671;48,5621;30,4500;60,0900;48,5621;30,4500
60,6080;2,1555;61,4800;2,1315;49,9759;32,6400;61,4800;49,9759;32,6400
62,3540;2,1012;62,9700;2,0754;47,6931;33,1700;62,9700;47,6931;33,1700
62,1280;2,1019;61,6000;2,1234;47,3034;32,3600;61,6000;47,3034;32,3600
63,3960;2,0630;63,1600;2,0733;49,0034;34,7900;63,1600;49,0034;34,7900
64,1240;2,0414;64,5200;2,0080;50,0517;33,4400;64,5200;50,0517;33,4400
64,6540;2,0184;64,9600;2,0126;50,6552;35,0600;64,9600;50,6552;35,0600
66,2160;1,9662;65,7300;1,9965;50,8276;36,6600;65,7300;50,8276;36,6600
66,8640;1,9395;66,2600;1,9415;50,6793;35,7300;66,2600;50,6793;35,7300
66,9500;1,9364;66,9300;1,9216;51,7069;35,6900;66,9300;51,7069;35,6900
67,6740;1,9203;66,8300;1,9138;51,8276;34,9400;66,8300;51,8276;34,9400
67,3880;1,9268;67,5200;1,9190;52,4517;37,1900;67,5200;52,4517;37,1900
67,3100;1,9220;67,3400;1,8956;52,1414;35,8000;67,3400;52,1414;35,8000
68,1400;1,9021;67,5500;1,9103;52,6552;36,9800;67,5500;52,6552;36,9800
59,4540;2,1960;57,8100;2,3538;45,2931;34,5200;57,8100;45,2931;34,5200
59,0980;2,1982;59,3000;2,1567;44,3172;29,4400;59,3000;44,3172;29,4400
60,0620;2,1772;57,3000;2,2806;45,0724;32,3500;57,3000;45,0724;32,3500
