train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
4,1210;4,9393;5,6000;4,7033;2,6263
9,7380;4,4987;11,5200;4,0752;5,5158
14,3060;4,2144;11,6300;4,2500;4,9158
18,3210;4,0043;13,5700;4,2287;5,5789
21,7660;3,8335;14,4700;4,2155;6,8579
25,1920;3,6768;20,8400;3,5779;5,2211
28,6550;3,5284;25,9100;3,3773;9,9053
31,7370;3,3961;28,1700;3,2381;9,7053
34,6790;3,2782;30,9900;3,1143;10,7053
36,5430;3,1962;32,5300;3,0688;11,8737
25,5730;3,6607;19,9700;3,8671;8,1737
28,8670;3,5193;27,4000;3,3349;11,2842
30,5790;3,4403;31,6500;3,0550;10,9632
32,3880;3,3675;31,9200;3,0163;11,6316
33,9100;3,3022;27,5900;3,3806;11,6842
35,2500;3,2457;36,5900;2,6966;15,3895
36,3890;3,1891;34,2500;2,8732;13,7211
38,1270;3,1278;39,9000;2,5258;18,1158
39,3450;3,0751;38,2500;2,7127;18,3895
41,0680;3,0123;37,0600;2,7934;11,7474
42,3800;2,9499;43,3100;2,3683;15,2158
43,8910;2,8956;44,8700;2,2874;20,7421
46,0690;2,8144;47,3600;2,1697;19,0789
47,9460;2,7428;47,5200;2,2231;16,9053
49,7590;2,6731;52,3300;1,9861;23,4316
51,6640;2,6018;53,5800;1,9569;25,7000
53,5400;2,5332;54,9000;1,8199;23,4000
55,4260;2,4681;56,7200;1,7809;27,2053
56,4970;2,4257;57,5000;1,7444;26,4211
57,3190;2,3963;57,9500;1,6801;27,5947
36,0320;3,2198;34,8400;2,8312;10,8211
38,1190;3,1293;37,1700;2,6702;14,3895
38,9790;3,0950;38,6800;2,6406;14,0684
39,9290;3,0601;39,3300;2,5853;15,9684
40,5230;3,0404;40,0700;2,5893;13,6579
41,1260;3,0141;38,9100;2,6986;13,9421
41,6840;2,9957;41,6800;2,5361;18,4895
42,1000;2,9770;40,6000;2,4883;13,5526
42,4530;2,9570;42,6000;2,4455;17,8947
43,0050;2,9345;40,3300;2,6362;14,8000
43,4020;2,9164;42,2300;2,4463;18,8158
44,4530;2,8840;43,9800;2,3375;19,6684
44,7110;2,8685;44,4600;2,3328;17,6158
45,5310;2,8412;43,9800;2,4042;16,5632
45,8690;2,8289;42,9800;2,5274;16,0474
46,6600;2,8003;43,5800;2,3945;14,7105
47,2880;2,7695;43,9100;2,3783;21,3474
47,9010;2,7442;46,7300;2,2649;19,0000
48,6800;2,7145;45,4400;2,3084;18,4158
49,3920;2,6873;47,0000;2,2626;20,1895
50,2300;2,6535;50,6900;2,0652;21,8526
51,1220;2,6223;48,8600;2,1890;23,0368
52,0730;2,5878;51,9500;1,9335;23,2474
52,8670;2,5576;47,2500;2,3503;18,8211
53,9710;2,5209;52,5600;1,9953;23,8684
54,9690;2,4806;52,3800;2,0570;20,6000
56,2450;2,4377;53,6300;1,9430;24,6368
57,4530;2,3918;54,6500;1,8805;25,9474
58,4230;2,3560;56,7700;1,7894;27,1842
59,6030;2,3132;56,0500;1,8228;22,7211
60,8410;2,2666;58,5400;1,7329;27,0842
62,0950;2,2239;59,9100;1,6988;29,5842
63,2280;2,1859;60,2300;1,6780;27,1105
64,5930;2,1409;60,7100;1,6571;31,1053
65,5630;2,1082;60,9900;1,6121;29,5421
66,6510;2,0685;61,7800;1,5966;29,8474
67,2400;2,0443;61,8700;1,6034;30,2316
68,0490;2,0153;62,2800;1,6216;29,9737
68,3150;2,0078;62,3300;1,5924;29,9316
