train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
3,4250;5,0068;4,9300;4,7131;2,8579
8,0110;4,6291;9,4300;4,4240;5,7211
11,6630;4,3986;9,1500;4,5081;5,9105
14,9780;4,2052;11,3800;4,6440;6,9105
17,7390;4,0538;17,1600;3,8775;7,9263
20,5330;3,9203;15,4600;4,3543;7,8632
23,2360;3,7977;21,3900;3,6972;8,5368
25,8150;3,6749;28,0600;3,2508;12,3474
28,1920;3,5712;31,3700;3,0802;12,8053
29,7600;3,5019;32,0700;2,9765;12,5000
20,8710;3,9083;20,8400;3,7809;10,4737
23,2560;3,7844;24,9700;3,3818;12,3000
25,1010;3,7108;23,4100;3,6059;10,7684
26,4660;3,6426;27,3700;3,2559;12,3842
28,0770;3,5833;29,7600;3,1098;12,4789
29,1190;3,5333;34,7300;2,7908;17,1684
30,3820;3,4754;29,7400;3,0643;11,6842
31,4700;3,4252;37,1500;2,6628;17,0421
32,8360;3,3667;36,7500;2,6602;18,8684
34,1100;3,3147;39,7500;2,5355;20,3158
35,5520;3,2579;40,1700;2,5218;19,0526
37,2500;3,1906;40,7400;2,5166;19,3684
38,4120;3,1348;45,3800;2,2597;19,1842
40,1810;3,0629;46,8200;2,1987;21,6421
41,6900;3,0004;47,7600;2,1804;23,2368
43,8700;2,9224;50,3100;2,0424;25,6368
45,2800;2,8580;52,3400;1,9556;27,3421
46,5590;2,8095;53,7700;1,8783;27,5684
47,8800;2,7655;54,2000;1,8859;28,2211
48,5110;2,7381;54,4900;1,8537;28,7105
30,3570;3,4808;32,8800;2,9324;16,3737
32,1750;3,3989;32,6300;2,9021;14,9368
33,1760;3,3603;30,3300;3,2124;11,8947
33,8220;3,3351;37,9500;2,6950;15,3684
34,5250;3,3081;31,3400;3,0805;14,9789
35,0070;3,2855;38,2900;2,6183;19,1105
35,2940;3,2715;39,4900;2,5700;16,9947
35,7530;3,2542;37,5400;2,7254;17,6158
36,3800;3,2269;35,5500;2,8304;11,4632
36,8000;3,2118;38,1500;2,7175;17,2105
36,9800;3,1961;40,8000;2,5914;19,0421
37,7580;3,1672;41,2500;2,5438;22,0105
38,1210;3,1507;41,7600;2,4607;16,7105
38,6050;3,1303;41,6700;2,5271;20,4421
39,3590;3,1048;42,6000;2,4283;24,3526
39,8120;3,0810;43,3200;2,3918;21,6789
40,6130;3,0547;42,9900;2,3915;18,2105
41,2080;3,0300;42,7100;2,4273;20,8211
41,8060;3,0080;42,8800;2,4658;17,6684
42,3030;2,9770;46,1300;2,2572;21,7632
43,0990;2,9477;46,9600;2,2567;23,6263
44,0510;2,9140;47,9400;2,2431;22,1263
44,8460;2,8884;48,0600;2,1213;25,3316
45,5090;2,8581;49,2400;2,1061;21,1000
46,4810;2,8165;49,3300;2,1176;25,8526
47,3840;2,7813;48,0900;2,1680;24,1000
48,2740;2,7441;52,1800;1,9886;28,6053
49,1910;2,7081;51,8200;2,0201;26,9789
50,0700;2,6772;55,0000;1,8063;28,9474
51,4840;2,6290;54,8500;1,8542;27,8947
52,4440;2,5899;54,8800;1,8783;28,7158
53,5810;2,5412;55,1800;1,9259;29,3842
54,5430;2,5092;56,7500;1,7505;31,8368
55,9010;2,4649;56,7300;1,7785;30,1632
56,6810;2,4362;57,5600;1,7615;31,5579
57,5460;2,4047;57,1200;1,8249;30,7789
58,3560;2,3718;58,7900;1,7302;31,8526
58,9700;2,3516;58,3600;1,7789;31,5053
59,3950;2,3363;58,8100;1,7174;32,1789
59,5370;2,3298;58,9000;1,6925;32,1316
33,5300;3,3462;31,3600;3,1678;10,7421
36,4260;3,2258;39,8900;2,6425;21,0368
37,4420;3,1842;39,5100;2,6013;19,7158
38,0000;3,1608;34,7300;2,8916;14,1789
38,4140;3,1458;41,7900;2,5222;19,8368
38,6760;3,1356;41,6200;2,4890;20,6526
38,8760;3,1258;40,1000;2,6188;19,4789
38,8350;3,1249;43,3000;2,4014;18,3158
39,0910;3,1139;43,6800;2,4055;21,5842
39,3110;3,1086;40,9700;2,5186;17,8947
39,3920;3,1027;41,6500;2,5010;19,6842
39,6210;3,0986;43,6500;2,4032;18,5211
39,7490;3,0940;41,6600;2,5373;20,8737
39,9270;3,0840;42,6600;2,5016;16,8421
39,8720;3,0782;43,4800;2,3464;22,3368
40,0530;3,0768;44,2700;2,3621;21,7579
40,5760;3,0598;43,8300;2,4069;23,3789
40,5140;3,0598;43,5900;2,4214;19,4842
40,8170;3,0451;44,5900;2,3508;21,5474
41,0130;3,0426;43,6500;2,3726;24,2368
41,1880;3,0329;42,2400;2,4650;19,9632
41,0260;3,0355;43,8000;2,3807;20,8684
41,9080;3,0144;45,6200;2,3321;19,4789
41,6570;3,0114;46,0800;2,2475;21,3737
41,9940;2,9966;43,6400;2,4169;21,4263
42,3010;2,9927;46,0000;2,2037;24,1474
42,4710;2,9801;45,3700;2,3041;25,9263
42,6140;2,9730;42,9500;2,4371;19,3789
43,1100;2,9620;44,7900;2,3639;20,6000
43,4730;2,9442;47,4600;2,1453;22,5316
43,4400;2,9382;44,8100;2,3888;24,8105
43,7300;2,9256;46,0100;2,2849;24,7105
44,0520;2,9134;41,8900;2,5191;19,7895
44,3400;2,9042;47,4100;2,2146;24,1526
44,8740;2,8871;47,6200;2,2275;24,1105
45,0860;2,8786;46,4400;2,2154;22,5895
45,4950;2,8590;48,1500;2,2119;23,9895
45,7390;2,8500;50,5100;2,0639;23,9000
45,9670;2,8385;48,4300;2,1217;22,2789
46,2480;2,8223;50,4100;2,1000;27,0474
46,9830;2,8046;49,4000;2,0922;24,1474
47,5340;2,7786;50,2500;2,0819;24,5368
47,7210;2,7741;48,2400;2,2098;22,1368
48,0100;2,7593;52,6100;2,0006;28,5684
48,7530;2,7416;50,0300;2,1196;24,1263
48,9050;2,7267;51,8900;1,9951;28,4947
49,2520;2,7120;52,8200;1,9202;27,9684
49,9930;2,6910;51,0000;2,0747;26,7579
49,9650;2,6792;47,4200;2,2783;25,8947
50,8940;2,6477;50,0900;2,1246;26,0000
51,0860;2,6357;53,5400;1,9057;27,0947
51,7280;2,6166;54,7300;1,8965;26,4316
52,2440;2,5958;54,4100;1,9122;29,6737
52,7150;2,5766;55,5200;1,8564;30,4632
53,5490;2,5527;56,1700;1,8250;28,5789
54,0880;2,5297;55,7900;1,8231;30,9895
54,4410;2,5138;53,8600;1,9560;30,3211
55,2430;2,4833;57,3600;1,7546;30,6947
56,0260;2,4605;55,4000;1,8628;27,8526
56,3220;2,4418;56,8900;1,8126;29,2474
57,1940;2,4132;55,4200;1,9121;29,4632
57,9030;2,3892;56,2100;1,8038;30,5263
58,5030;2,3704;55,8000;1,8614;31,2632
59,1190;2,3403;56,4400;1,7878;32,0263
59,7320;2,3229;56,4500;1,8612;31,3105
60,7750;2,2932;57,8600;1,7304;33,3895
61,1440;2,2692;58,8900;1,7111;32,0000
61,8060;2,2485;59,5100;1,6370;33,9632
62,4850;2,2241;59,1500;1,7335;30,9789
63,4110;2,1937;60,1000;1,6727;31,6579
63,7610;2,1822;59,6300;1,7222;32,6105
64,3840;2,1633;59,4500;1,6804;33,5684
64,9120;2,1400;59,7000;1,6592;33,2000
65,4150;2,1246;59,4700;1,6706;33,5421
65,5800;2,1186;59,5600;1,6922;33,9105
66,1490;2,1038;59,9300;1,6809;34,7421
66,4020;2,0951;59,9900;1,6443;33,8579
66,6540;2,0853;60,2700;1,6800;33,8158
66,4300;2,0874;59,6400;1,6731;33,4368
66,6780;2,0812;59,9400;1,6525;33,0053
