train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
5,1210;4,8320;6,6900;4,6545;3,6842
12,1110;4,3062;9,4900;4,3765;5,3316
17,8350;3,9968;14,4900;3,9356;7,7263
22,4220;3,7770;17,1100;3,8401;7,5000
26,2900;3,6016;19,7700;3,7968;11,0842
30,0150;3,4456;24,0500;3,5372;9,8368
33,3180;3,3066;21,6500;3,9044;10,2000
36,6770;3,1733;33,5500;2,9804;15,9842
39,5710;3,0573;31,5900;3,1979;16,2684
41,7980;2,9758;33,8200;3,0827;16,9842
29,6530;3,4571;26,5400;3,3768;10,5842
32,7250;3,3247;28,8200;3,1674;12,2895
35,0280;3,2329;32,2400;2,9598;16,1263
37,0440;3,1532;30,3600;3,1013;14,1737
38,3640;3,0929;31,2200;3,0217;14,1632
39,8850;3,0336;34,9200;2,9213;12,2263
41,3020;2,9780;37,5300;2,7239;18,9684
43,2010;2,9083;42,7600;2,4498;19,4684
44,5460;2,8530;40,2400;2,5779;15,2421
46,1020;2,7970;44,4000;2,3265;18,8316
47,8580;2,7263;44,8800;2,3243;19,0789
49,7710;2,6528;45,0100;2,3672;21,0579
51,6700;2,5819;48,7700;2,1830;24,1105
53,6170;2,5031;50,1200;2,1152;23,0789
55,8290;2,4282;52,0500;1,9614;24,8211
58,1070;2,3483;53,0000;1,9759;28,2105
60,3240;2,2703;55,6400;1,8501;27,6158
62,2430;2,2046;56,6700;1,8061;27,3000
63,8070;2,1515;56,8400;1,7838;27,3263
64,7380;2,1254;57,4200;1,7550;27,8632
40,5070;3,0123;31,5500;3,0961;14,5211
43,2200;2,9009;37,1800;2,7464;15,5895
43,9920;2,8647;42,2800;2,4391;19,9895
45,1890;2,8274;37,2100;2,7680;17,4421
45,7710;2,8001;41,9800;2,4056;17,3421
46,3860;2,7792;40,8900;2,5583;20,3421
47,1290;2,7593;40,2400;2,6095;19,2263
47,4720;2,7401;39,0900;2,6536;19,4000
47,9580;2,7204;42,2900;2,4876;18,0263
48,2450;2,7068;38,9900;2,7168;16,1842
49,0520;2,6813;44,0500;2,4057;21,8158
49,9500;2,6503;42,1100;2,4665;20,1316
50,3970;2,6288;41,9800;2,5542;19,8947
51,0760;2,6048;44,3400;2,4537;20,0737
51,7080;2,5798;41,4500;2,5860;20,1368
52,3070;2,5564;45,4000;2,3048;17,4105
53,1670;2,5225;48,0700;2,1974;22,0474
53,9390;2,4962;47,3200;2,2704;25,0368
54,6040;2,4714;46,6800;2,2567;22,0000
55,5290;2,4373;49,0800;2,1599;23,6211
56,4900;2,4011;49,4500;2,1053;24,8947
57,3430;2,3714;48,2800;2,2932;22,6158
58,4650;2,3326;49,7300;2,2244;25,7263
59,4940;2,2984;48,6500;2,2317;22,6579
60,4960;2,2551;51,3500;2,0413;24,0316
61,7910;2,2133;51,8000;2,0853;23,6526
62,7560;2,1721;52,3400;2,0317;24,6000
64,3490;2,1259;53,0800;2,0522;26,6895
65,7760;2,0754;53,6900;1,9512;27,4000
67,3580;2,0286;53,5900;1,9821;28,2105
68,6220;1,9786;54,0900;2,0066;27,5579
70,0420;1,9328;55,5000;1,9885;28,4579
71,4610;1,8890;55,1500;1,9347;28,5737
73,0230;1,8385;56,8900;1,8361;28,5579
74,1850;1,8000;57,5000;1,8328;29,2263
75,5560;1,7607;57,6400;1,8630;30,1105
76,5140;1,7314;57,1900;1,8853;29,2895
77,2280;1,7104;57,8300;1,8659;30,4632
77,7740;1,6914;57,3400;1,8641;30,4474
78,0320;1,6820;57,6900;1,8357;30,3789
43,2390;2,8985;31,7800;3,1631;16,0421
47,1870;2,7406;40,0500;2,6053;17,4947
48,6290;2,6862;42,2700;2,5183;19,3789
49,3680;2,6634;36,6900;2,8854;17,1316
49,9620;2,6454;40,0700;2,7044;19,8105
50,3030;2,6296;39,8900;2,6937;19,2211
50,2070;2,6324;46,7700;2,1694;20,7000
50,5770;2,6195;44,3300;2,3945;23,1895
50,9820;2,6079;42,5700;2,4941;20,4737
51,0360;2,6011;41,3000;2,5949;18,9842
51,4510;2,5939;42,8800;2,4417;17,7000
51,5170;2,5921;45,1700;2,3082;22,2684
51,7130;2,5803;44,4300;2,4021;23,3947
51,9700;2,5758;40,4900;2,6640;23,0368
51,9830;2,5674;43,4700;2,4534;18,2737
52,2450;2,5593;44,0000;2,4282;24,2105
52,6480;2,5507;41,1100;2,6302;18,4579
52,7100;2,5483;44,4400;2,4331;19,2579
52,9930;2,5356;47,3500;2,2202;23,7474
53,2120;2,5224;43,9900;2,4216;20,1579
53,3280;2,5123;43,1100;2,5441;23,0053
53,5360;2,5115;46,8800;2,2514;20,4895
53,6980;2,5001;44,6800;2,3878;22,0579
54,0010;2,4913;44,0800;2,4264;18,4684
54,2960;2,4830;41,9600;2,6086;18,7368
54,8360;2,4640;46,8000;2,2662;19,9368
54,8170;2,4571;47,2400;2,2917;22,9684
55,5060;2,4405;47,9900;2,2247;19,5947
55,3930;2,4398;44,2600;2,4395;22,0684
55,9160;2,4290;47,3500;2,2649;23,3105
56,2210;2,4074;46,8800;2,2523;23,3316
56,7360;2,3942;47,1500;2,3386;24,1000
57,0230;2,3820;49,2200;2,1893;22,3632
57,4690;2,3687;45,8700;2,4045;20,3474
57,5380;2,3596;49,9600;2,0804;21,2368
58,2290;2,3352;48,4200;2,1941;23,8789
58,5570;2,3236;49,7500;2,1859;22,5053
58,9070;2,3129;45,7900;2,3950;23,2053
59,5530;2,2887;47,9100;2,2960;21,8526
60,0090;2,2736;49,4200;2,3017;25,3211
60,3840;2,2586;50,9800;2,1482;22,1053
61,0760;2,2356;49,8900;2,1672;26,3789
61,5370;2,2216;50,1200;2,1210;25,4895
61,9150;2,2028;49,9300;2,1489;24,5316
62,5100;2,1828;52,3200;2,0984;26,3368
63,0210;2,1645;53,0900;2,0706;24,8579
63,7400;2,1416;51,0800;2,1363;28,4053
64,3150;2,1192;54,0800;1,9688;26,6316
64,9120;2,1024;53,0100;2,0385;23,0684
65,6160;2,0709;51,2800;2,1376;25,6684
66,2750;2,0519;51,9900;2,1827;25,3947
66,8530;2,0321;53,8700;2,0155;27,3053
67,7260;2,0040;53,6400;2,0195;25,9526
68,4800;1,9801;55,9100;1,9012;27,0368
69,2750;1,9529;54,5400;1,9588;27,0368
70,0620;1,9261;54,2200;2,0098;26,6947
70,7320;1,9049;54,8100;1,9812;27,9263
71,4680;1,8719;54,4300;1,9619;27,8421
72,7610;1,8407;54,4700;2,0224;26,1105
73,3070;1,8182;55,4400;1,9578;26,4368
74,1150;1,7911;55,4500;1,9313;26,9579
75,1830;1,7601;54,7100;1,9836;27,8263
76,2000;1,7300;54,3000;2,0883;28,6579
77,0160;1,7051;56,6200;1,9201;29,5579
78,1760;1,6690;56,6500;1,9335;27,8684
79,0180;1,6444;56,6500;1,8904;30,0158
79,8840;1,6180;54,9600;1,9977;28,4947
80,8570;1,5882;57,3600;1,8663;29,4526
81,6020;1,5667;57,1100;1,9171;28,6579
82,3860;1,5414;57,5300;1,8873;29,0368
83,0530;1,5214;57,6000;1,9074;29,1000
83,8260;1,5004;56,6800;1,9837;29,8053
84,3610;1,4821;57,2700;1,8988;29,3158
85,0010;1,4669;57,2300;1,9165;29,6579
85,4650;1,4554;57,6900;1,8904;29,9895
85,7120;1,4459;57,2000;1,8956;29,6895
86,1990;1,4320;57,3500;1,9063;29,6421
86,4140;1,4252;57,4200;1,9557;30,1105
86,5800;1,4241;57,6600;1,8990;30,1421
86,6800;1,4193;57,6900;1,9056;30,1579
