train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
2,5260;5,1210;3,5100;5,0621;0,0000
4,7000;4,9570;7,0100;4,6690;0,0000
6,6360;4,8297;7,5800;4,8294;0,0000
8,2970;4,7494;10,7400;4,4212;0,0000
10,5080;4,6448;17,1400;4,0528;0,0000
12,7910;4,5100;17,6300;4,0954;0,0000
15,1060;4,4069;20,9800;3,8717;0,0000
16,6650;4,3405;23,1500;3,7498;0,0000
18,1690;4,2695;25,3200;3,6616;0,0000
19,9540;4,1865;28,3000;3,5386;0,0000
22,0010;4,0805;30,7400;3,4319;0,0000
22,0350;4,0966;31,9600;3,3774;0,0000
15,0550;4,4063;17,4700;4,1432;0,0000
17,6550;4,3058;24,2900;3,7465;0,0000
19,3600;4,2427;22,1800;3,8493;0,0000
21,1450;4,1393;27,8300;3,5725;0,0000
22,4140;4,0918;24,9700;3,6839;0,0000
23,8620;4,0451;30,6200;3,4295;0,0000
25,3780;3,9779;32,3100;3,4166;0,0000
26,7870;3,9079;34,2800;3,2826;0,0000
25,0650;4,0221;31,7800;3,4251;0,0000
28,6150;3,8486;32,8300;3,3813;0,0000
28,1740;3,9021;36,7600;3,2027;0,0000
30,2090;3,7988;39,8300;3,0703;0,0000
30,5990;3,7816;39,3700;3,0954;0,0000
31,9280;3,7503;42,9300;2,9634;0,0000
33,7640;3,6514;41,0500;3,0308;0,0000
34,4780;3,6194;47,0300;2,7935;0,0000
36,2930;3,5720;46,8800;2,7849;0,0000
38,0590;3,4756;46,2700;2,8380;0,0000
38,9540;3,4793;48,7200;2,7132;0,0000
40,0680;3,4270;50,0800;2,6685;22,4211
40,4540;3,3946;51,4900;2,6149;23,0000
40,9410;3,3989;51,3100;2,6206;22,8421
42,3040;3,3792;52,0400;2,5939;23,5579
41,2150;3,4023;52,5600;2,5861;23,9053
29,1620;3,8499;37,9400;3,1378;15,3263
30,8100;3,7713;37,0400;3,1876;15,2421
32,7060;3,6911;40,6100;3,1064;14,2632
32,7160;3,6985;40,0900;3,0938;15,6158
34,1830;3,6402;44,5100;2,9125;18,6895
33,6710;3,6819;36,8900;3,2097;12,3632
34,9350;3,6245;45,1900;2,8595;20,5211
36,4630;3,5760;32,2000;3,4503;11,8368
36,2730;3,6124;38,0300;3,2256;18,1368
37,7100;3,4814;48,1700;2,7803;21,4421
38,3450;3,4787;49,9300;2,6958;22,2684
39,6440;3,4365;43,5100;2,9519;18,4105
40,4220;3,3953;45,4900;2,8590;20,5368
40,3480;3,4235;48,4800;2,7408;21,1947
40,3310;3,4541;48,0400;2,7446;20,7474
41,0360;3,4072;48,2200;2,7363;22,5053
42,6920;3,3350;49,5400;2,7032;22,6053
42,3240;3,3393;47,3200;2,7723;21,1368
44,0470;3,3629;53,1500;2,5472;26,0263
42,1200;3,3992;50,6500;2,6492;24,7053
44,4900;3,2770;52,2700;2,6114;23,5789
44,0250;3,3368;49,9900;2,7258;22,1842
46,1580;3,1856;53,1900;2,5511;25,6421
47,1920;3,1560;55,6800;2,4617;27,1000
47,3920;3,1672;55,3100;2,4926;28,0158
