train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
2,0607;4,5969;6,8800;4,4221;5,9789
3,0993;4,5575;9,1000;4,2047;8,5368
3,5720;4,5534;9,1600;4,4159;8,0368
4,1933;4,5390;9,7600;4,2702;9,4211
5,2020;4,5152;12,5500;4,1519;11,5000
5,5673;4,4968;16,7900;4,0697;15,1737
5,5413;4,4997;18,7500;4,1023;16,6211
6,1700;4,4874;19,3400;3,9424;16,4579
6,5140;4,4719;20,9900;3,7452;17,2737
6,9047;4,4678;22,2900;3,8597;18,9368
7,2547;4,4646;22,9400;4,0157;18,8421
8,0340;4,4582;24,7200;3,7682;20,9000
5,8273;4,4890;19,5700;3,9599;16,1947
5,4693;4,5094;16,7700;4,1565;13,1211
5,9107;4,4863;18,5400;4,1146;15,2053
6,1220;4,4768;22,8100;3,7973;18,9474
7,8993;4,4429;22,4400;3,9610;18,7789
7,0233;4,4672;23,2300;3,8986;21,3684
8,6820;4,4272;26,8400;3,8907;23,1579
8,7740;4,4122;27,4100;3,8360;23,2368
8,5633;4,4377;29,6700;3,4068;26,2895
11,5767;4,3447;32,1900;3,3683;27,7263
9,4360;4,3832;33,4100;3,3055;28,3895
11,2147;4,3646;33,8300;3,7627;27,5421
11,0133;4,3761;35,9000;3,3592;31,6263
13,7787;4,2760;36,2500;3,3326;31,0842
11,7507;4,3723;38,8600;3,3205;33,2421
11,9553;4,3742;39,4900;3,1582;32,4632
13,2987;4,3114;41,2500;3,3465;34,4789
11,6213;4,3500;43,9100;3,2450;35,8053
13,6327;4,3284;43,1800;3,0299;37,4474
12,4007;4,3536;43,7100;3,1707;36,7789
14,3427;4,2878;42,8600;3,4986;36,9211
14,6793;4,2958;44,9600;3,2057;38,0000
13,5120;4,3297;43,3500;3,4724;37,2895
16,6287;4,2382;46,2300;3,1297;39,0316
9,3120;4,4188;32,4500;3,4698;27,7474
11,3007;4,3808;32,4800;3,6188;28,6211
9,9160;4,4116;36,7000;3,2127;30,9211
12,9013;4,3179;33,0700;3,6573;28,3526
11,9047;4,3288;39,0800;3,1331;33,1579
11,7487;4,3569;41,5800;3,4202;34,8632
12,4347;4,3252;42,4000;3,0316;35,2579
10,3767;4,3899;39,5200;3,2906;32,8737
14,9127;4,3023;39,1500;3,0390;32,9474
13,8533;4,3070;44,1800;3,3366;38,4632
12,5947;4,3230;45,0200;3,2520;37,2158
14,8980;4,2920;43,5300;3,0279;35,8211
11,8600;4,3320;46,6500;3,1042;38,9421
15,5380;4,2625;49,0600;3,4246;40,6158
13,2900;4,3554;45,5100;3,0193;38,4632
14,0847;4,2997;48,0300;3,2497;39,0737
11,6287;4,3814;49,4600;2,9961;40,7105
16,5420;4,3001;49,0900;3,3683;40,5684
18,2380;4,2141;52,2900;3,2016;41,8789
15,1413;4,2926;49,6300;3,1428;41,4211
15,8813;4,2909;52,5000;3,0138;43,4842
14,4627;4,2997;49,6300;3,2722;39,9368
14,5993;4,2651;51,7800;2,9978;40,9421
17,6240;4,2449;53,5800;3,1370;44,6158
14,2527;4,3219;51,2700;3,1735;42,4158
16,7453;4,2022;53,1500;3,1613;41,8316
17,8647;4,2161;54,0500;3,0245;43,7211
18,0160;4,2036;54,4800;3,0801;44,5211
15,5613;4,2853;56,9900;2,7071;45,7947
19,2447;4,2161;56,9900;2,5961;46,5053
