train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
2,1620;4,5925;6,4200;4,3729;6,2316
3,2640;4,5583;7,5000;4,4056;6,7684
4,1433;4,5400;10,5800;4,2955;9,5053
5,6060;4,4941;13,5700;4,0920;12,2000
5,5200;4,5170;15,1700;4,2481;13,2737
6,2920;4,4952;16,0700;4,2463;14,2105
7,2327;4,4744;19,4500;3,9874;16,9316
8,5000;4,4525;22,5800;3,9910;19,0895
9,1153;4,4361;24,9300;3,8103;20,3684
10,0093;4,4274;25,0900;4,0221;22,4368
9,8087;4,4262;27,6800;3,7865;23,0421
11,7067;4,3742;28,2500;3,7458;23,4000
7,5520;4,4776;20,7000;3,9991;16,8211
9,2340;4,4502;21,3600;3,8159;18,9684
8,4260;4,4636;26,8300;3,7901;22,5368
9,9420;4,4289;27,8400;3,6437;22,4421
10,7373;4,4156;29,5800;3,8460;23,7316
12,3000;4,3717;30,0700;3,6696;25,2053
12,2980;4,3748;35,0600;3,7982;28,0053
14,6113;4,3375;36,1900;3,6129;28,2158
14,7193;4,3344;37,7100;3,5366;30,2632
16,0760;4,2888;41,3000;3,4153;33,5526
14,2727;4,3374;41,3600;3,6251;34,5263
16,9007;4,2878;44,2000;3,4413;35,8842
15,6020;4,3096;44,4400;3,3114;36,8000
17,0160;4,2629;45,7500;3,0891;35,8737
17,9893;4,2546;48,3000;3,2862;40,2053
16,5460;4,2923;48,9500;3,1678;40,2211
18,9673;4,2323;50,9100;3,0129;41,4000
19,1980;4,2235;51,0900;2,9439;41,5474
20,4000;4,1935;52,9400;2,9117;44,0000
22,2420;4,1532;53,9800;3,0534;44,9421
20,5047;4,1868;54,7300;3,2187;45,5158
19,5720;4,2186;54,9800;3,0236;44,9421
22,1480;4,1594;55,3400;2,9739;45,3789
22,7993;4,1290;55,7700;2,9396;45,8105
16,3080;4,3102;42,7700;3,3219;35,5737
15,4120;4,3174;46,9800;3,1382;38,1421
16,7527;4,2841;47,5800;3,1236;39,3737
16,3700;4,2824;46,8700;3,1240;39,7737
19,2707;4,2312;45,7100;3,2454;39,0158
18,9400;4,2224;49,6000;2,9292;41,8895
17,5827;4,2894;48,9700;3,2147;41,3316
17,6200;4,2703;52,3100;3,2829;43,1053
19,1400;4,2544;52,5800;3,0119;44,8895
19,8987;4,2113;53,9400;2,8538;46,4579
20,5147;4,1969;54,4700;2,8527;45,3368
20,7880;4,1952;55,5000;2,8695;46,3105
21,0220;4,1808;55,2600;3,1478;46,0895
21,6220;4,1891;55,4200;2,8325;47,1737
20,5620;4,2099;56,2800;2,9588;46,3684
19,5900;4,2385;56,4200;3,1236;46,5105
21,4033;4,1878;57,6300;3,0000;49,8368
19,4400;4,2325;59,1700;3,0106;50,4000
24,3640;4,0811;60,9700;2,6490;51,7842
22,3607;4,1771;60,2100;2,6643;50,0474
22,9200;4,1563;60,5900;2,9688;51,4263
23,6033;4,1037;57,7500;3,2354;49,3316
24,6120;4,0920;61,3000;3,0467;53,0211
23,7633;4,1245;62,7300;2,8031;51,9947
24,4027;4,1172;60,8800;2,9998;49,4842
24,6133;4,0998;63,9900;2,8225;53,8053
27,7560;4,0361;64,7400;2,6857;54,2368
24,7827;4,0965;65,5200;2,7757;55,0000
26,0627;4,0677;64,6200;2,8374;54,4158
25,7907;4,0680;65,5500;2,7151;55,6000
27,1320;4,0551;66,5300;2,6748;56,0105
29,9593;3,9631;67,3500;2,6451;57,6579
25,9900;4,0599;67,1700;2,6972;57,1579
25,1113;4,1018;68,1300;2,6914;57,5789
27,1240;4,0491;68,2300;2,8289;58,1263
27,4033;4,0061;68,5700;2,5319;57,5474
26,4540;4,0418;69,4300;2,5892;58,9684
26,7133;4,0651;69,4200;2,5964;58,7316
26,8127;4,0766;69,6700;2,6549;59,5474
29,4647;3,9814;69,7200;2,7818;59,7947
28,8100;4,0177;70,3700;2,5069;60,1632
25,9547;4,0705;69,9800;2,7967;60,3211
27,4187;4,0300;70,5900;2,5558;60,5158
30,8380;3,9301;70,6600;2,5414;60,2684
29,9433;3,9736;70,9800;2,5364;60,6263
28,5200;3,9682;70,4300;2,9457;60,5684
27,9947;4,0024;71,2100;2,5228;60,7316
32,1167;3,8971;70,7800;2,5320;60,3789
21,2727;4,1865;59,3800;2,7559;48,8684
23,5773;4,1233;58,9100;2,8476;51,0474
22,8240;4,1488;62,5300;2,8294;52,3737
24,6740;4,0866;61,1900;2,7728;51,5105
24,7480;4,1137;62,1400;2,5742;51,2158
24,3587;4,1042;63,8000;2,7978;52,4474
24,5220;4,0837;59,2500;2,8567;49,5895
21,7633;4,1818;63,0500;2,8609;52,9158
24,0640;4,1230;62,9100;3,0404;51,7632
26,0633;4,0952;60,2400;2,8342;51,5895
20,2973;4,2252;62,0600;2,8789;52,4684
25,2927;4,0693;65,9700;2,4464;55,1211
25,3960;4,0747;62,8800;2,9222;53,4526
27,7000;4,0271;64,5800;2,7539;53,5211
29,5460;3,9522;63,9200;2,7962;53,7000
26,2500;4,0813;65,1400;2,6881;55,1368
28,8507;3,9927;67,2800;2,4892;55,7000
21,1907;4,2254;65,7500;2,7378;55,9579
29,5513;3,9675;66,8800;2,6162;56,2421
30,5580;3,9465;63,2500;2,8360;51,1737
22,8833;4,1712;65,5600;2,7481;55,6368
27,9773;4,0560;66,0000;2,7953;56,2579
28,8993;3,9821;62,2000;3,2250;52,0000
22,7313;4,2000;67,7500;2,7626;56,4737
25,5520;4,0788;67,6100;2,4735;57,4474
26,8100;4,0457;62,4700;3,1936;53,6211
26,8560;4,0245;67,1500;2,7753;57,7789
26,8547;4,0488;67,1300;2,6119;55,1737
27,9973;3,9912;68,7200;2,4913;57,3684
27,5940;4,0075;60,6500;3,6851;48,4895
29,6867;3,9980;59,5700;3,1629;49,5158
25,9593;4,0659;68,6200;2,5338;57,3526
28,6600;3,9836;68,8400;2,7571;58,8421
29,0927;3,9591;69,4300;2,3810;58,3632
28,7773;3,9435;70,5400;2,2492;59,1316
29,4913;3,9515;68,7400;2,5380;57,8737
29,1227;3,9773;70,8400;2,4569;59,7579
30,3673;3,9604;69,7400;2,5556;58,9053
26,8407;4,0527;71,0400;2,4306;59,5211
26,8673;4,0310;66,4900;2,8816;53,8053
31,7873;3,9066;70,4200;2,3727;58,9211
28,6347;3,9663;71,2100;2,5529;61,3316
33,5313;3,8480;71,1000;2,4315;59,7632
30,5707;3,9829;71,1600;2,4164;60,5474
27,2300;4,0197;71,9400;2,6392;61,4000
26,3607;4,0626;70,9800;2,5665;59,8368
28,0593;3,9964;70,3700;2,5480;60,7000
30,6713;3,9327;71,4200;2,8296;61,0526
29,4667;3,9666;67,7000;2,9833;57,3632
32,3620;3,8761;71,5500;2,6442;60,8737
33,5887;3,8709;71,4400;2,3650;61,6421
36,5953;3,7814;71,8800;2,4005;62,0526
32,8960;3,8582;72,6300;2,3749;62,2474
32,0620;3,9547;69,5300;2,8893;58,5737
29,0293;4,0142;72,8600;2,6442;63,2789
35,0400;3,8296;72,5500;2,7066;62,5789
32,8213;3,8760;73,0300;2,6597;61,8211
32,3753;3,9161;74,0800;2,4087;63,2947
34,4587;3,8383;72,5700;2,6014;62,0368
30,7080;3,9307;73,7900;2,3624;62,8368
30,5813;3,9504;73,7000;2,8376;63,6000
30,5293;3,9416;74,1500;2,4738;64,3053
34,8987;3,7980;72,8000;2,7801;62,1000
34,4027;3,8235;74,7200;2,2692;65,0105
35,8720;3,7869;74,2100;2,5293;64,0053
31,8427;3,8956;73,9300;2,6112;63,8526
30,7327;3,9589;74,9500;2,4390;64,9316
35,4047;3,8364;74,7000;2,5177;64,6526
32,4567;3,8403;75,2500;2,6110;64,6474
33,4400;3,8329;75,3300;2,3449;65,1789
28,1187;3,9736;74,7700;2,6353;64,5895
33,1867;3,8423;75,0800;2,3640;65,0579
32,8227;3,8355;74,6900;2,8175;65,1526
33,3733;3,8769;75,6000;2,5831;65,8474
34,0913;3,8677;76,1400;2,5792;66,1632
35,0333;3,8295;75,4800;2,5367;64,7737
33,5853;3,8095;75,8900;2,3843;65,9579
33,6127;3,8374;75,9800;2,3985;66,2684
34,4307;3,8465;76,0100;2,5530;66,3368
36,8287;3,7509;75,7200;2,8087;66,6158
32,4627;3,9182;75,8700;2,5420;66,1263
36,2720;3,7181;76,2800;2,3698;66,5158
33,7913;3,8684;76,0800;2,5801;66,0579
35,7107;3,8138;76,4700;2,5408;67,0105
35,4967;3,7803;76,7700;2,3892;67,2632
29,8407;3,9250;76,1600;2,7077;66,5579
35,8700;3,7368;76,6500;2,3991;66,7579
32,7100;3,8914;76,5900;2,4997;67,0737
35,3513;3,7556;76,8300;2,4103;67,1947
32,7553;3,8583;76,4800;2,4542;67,0579
31,6460;3,9278;76,8400;2,4689;67,2579
36,6893;3,7741;76,9700;2,5184;67,2316
35,0307;3,8280;77,0800;2,4222;67,2789
38,6940;3,6966;76,7100;2,5306;67,0368
34,2793;3,7874;76,7000;2,3633;67,3263
33,0480;3,8723;76,8000;2,4190;67,1211
24,4920;4,0873;63,0300;2,8365;52,9895
27,0380;4,0473;67,7600;2,5363;57,0211
28,4773;3,9913;67,6500;2,7569;55,4158
25,3660;4,0747;69,0200;2,5725;57,1789
29,2847;3,9812;67,2500;2,4307;56,1526
26,3413;4,0815;63,6700;3,1295;53,2158
31,1493;3,8767;68,7100;2,6443;58,2474
27,6213;4,0103;68,8700;2,7661;57,9579
29,6147;3,9461;65,4700;3,1655;52,4737
30,7920;3,9295;67,7500;2,9083;57,1158
31,2800;3,9077;70,2000;2,4854;58,8105
28,2220;3,9635;68,8800;2,3666;58,6053
28,8433;3,9573;69,3300;2,8545;58,1316
29,3553;3,9858;69,9800;2,6028;57,7632
29,4693;3,9637;69,4900;2,4611;56,6263
30,5647;3,9490;70,8300;2,8754;60,6263
28,2800;4,0015;70,8600;2,7946;60,7895
26,5040;4,0565;70,8400;2,6980;59,2684
29,6927;3,9794;69,8000;2,7217;58,8158
26,3293;4,0510;70,8100;2,8482;59,6158
33,8267;3,8638;70,3800;2,6183;60,3579
30,7360;3,9220;70,3100;2,5845;59,5579
31,9733;3,8941;71,5400;2,4667;60,3632
27,7093;3,9780;72,4600;2,4218;60,6368
30,9433;3,9275;72,2500;2,4393;60,9158
30,1793;3,9482;72,3000;2,5764;61,3684
23,6293;4,1273;71,5000;2,7352;58,8474
32,6133;3,8825;71,6300;2,4957;61,2632
30,0527;3,9379;68,6300;2,8586;58,4000
31,1553;3,9320;70,4200;2,7014;59,2053
29,2553;3,9631;71,8200;2,3828;59,4737
33,2787;3,8520;70,6300;2,5223;60,0263
30,0233;3,9536;71,7700;2,3582;61,2316
29,1720;4,0024;71,3700;2,7428;59,1789
31,6573;3,8849;71,9600;2,6170;61,1632
27,6853;4,0166;71,0600;2,6453;59,9211
31,2500;3,8856;72,4700;2,3455;61,6789
32,2127;3,8921;68,7300;2,9160;58,1211
31,2360;3,9158;70,2600;3,0044;61,0105
29,4460;3,9996;72,6400;2,6442;60,8368
33,2153;3,8486;71,0400;2,5998;59,5211
32,7273;3,8929;70,1100;2,7801;58,1895
30,5100;3,9124;70,9200;2,6894;60,1368
32,1053;3,8620;71,8400;2,3979;61,2000
28,3460;3,9997;72,2900;2,3206;61,0632
28,7107;3,9711;73,0100;2,1682;61,9842
29,0593;3,9372;69,9500;2,6148;58,9211
30,4553;3,9289;72,3600;2,2563;61,2632
30,8767;3,9120;73,5900;2,2805;62,6579
32,6513;3,9194;70,9600;2,8122;61,0105
37,7247;3,7085;71,8700;2,3493;60,7000
37,8407;3,6858;71,8500;2,4266;60,1474
34,7567;3,8253;73,8300;2,2926;63,3789
32,5573;3,8529;72,0400;2,3044;61,4158
32,6300;3,9106;72,0100;2,6585;62,7947
26,7660;4,0410;72,4100;2,8030;62,4158
33,2933;3,8377;73,4600;2,3903;62,5316
30,3087;3,9521;68,2000;3,2724;58,0632
30,3320;3,9627;70,3100;3,1221;59,9000
34,1687;3,8300;73,2500;2,4096;63,0421
34,6920;3,8375;72,7900;2,7688;62,0105
33,8753;3,8491;73,5900;2,4496;63,2158
33,8240;3,8607;74,5000;2,3020;63,8000
30,3793;3,9585;72,7500;2,5450;63,4368
31,8127;3,9288;72,4600;2,5005;62,8421
27,0687;4,0309;72,7200;2,7721;62,7158
34,0973;3,8356;72,6200;2,5658;62,1263
35,1267;3,8169;71,8700;2,7933;61,6632
30,6973;3,9401;72,8600;2,5291;63,7421
32,6607;3,9151;72,6400;2,5798;61,2316
33,6573;3,7825;72,9600;2,2910;62,1474
29,1633;3,9775;72,6700;2,6212;63,1158
32,8967;3,8783;73,3300;2,4840;62,8105
32,0540;3,9039;72,3800;2,3944;62,2579
36,1033;3,7525;73,5700;2,5491;63,3579
37,7807;3,7188;73,3400;2,5493;63,7316
27,8760;4,0035;73,0400;2,9394;62,6895
33,7040;3,8370;74,8000;2,3951;64,0000
36,8513;3,7575;71,4300;2,3095;61,0316
31,8340;3,8741;73,6800;2,4180;63,5263
32,5140;3,9058;75,1600;2,5617;65,1895
31,4693;3,8761;73,7500;2,6195;63,5947
36,7233;3,7581;74,1900;2,3212;64,2000
30,2540;3,9618;74,0500;2,3582;63,7947
34,3087;3,8107;74,9100;2,3966;64,3421
30,4160;3,9232;74,4000;2,6193;64,4737
31,8393;3,9013;75,6600;2,3288;65,3737
34,2887;3,8384;74,3700;2,3876;64,9895
35,7413;3,7479;74,1200;2,5268;65,2368
32,3093;3,8576;74,4400;2,5462;64,2211
33,7007;3,8474;74,7200;2,5047;64,8263
32,7387;3,8560;74,5000;2,4489;65,0105
35,9140;3,7667;74,1900;2,6406;63,3053
32,5460;3,8564;74,9900;2,3396;64,0526
36,3520;3,7797;74,9300;2,4653;63,7947
37,1447;3,7304;74,0800;2,4779;65,3105
30,4653;3,9152;72,8900;3,4039;63,1579
31,1547;3,9360;74,5900;2,7021;64,8000
32,1567;3,8989;75,1400;2,7513;64,9632
34,6600;3,8282;74,5300;2,5129;64,7632
33,0087;3,8359;75,7500;2,4153;65,4737
33,5820;3,8152;74,9700;2,2755;65,0000
31,2307;3,9035;75,2400;2,7519;64,6579
34,9620;3,8006;75,3100;2,4140;64,1368
32,4800;3,8865;76,6300;2,3822;66,0789
32,2887;3,8807;75,7900;2,4518;65,8316
31,1593;3,8817;76,1300;2,3916;65,6737
34,6300;3,7981;76,4100;2,4565;66,2684
32,3080;3,8896;75,6500;2,6362;65,7211
32,2913;3,8523;76,2300;2,5195;66,7211
33,4147;3,8792;75,5800;2,6549;66,1789
30,9193;3,9156;76,3800;2,5115;66,7105
37,2807;3,7436;76,7900;2,2878;66,4579
37,9567;3,7228;76,3300;2,4154;65,8526
36,8020;3,7307;75,9500;2,5733;65,8947
38,1653;3,6860;76,4900;2,3840;66,7158
36,2993;3,7635;76,3900;2,4373;66,7895
32,5207;3,8851;77,1700;2,3829;67,3947
39,2233;3,7114;76,9100;2,6374;66,3737
35,5493;3,7759;76,3500;2,3125;66,5000
33,4633;3,8469;76,9200;2,5263;66,8684
34,9533;3,8285;77,3000;2,4457;67,3842
33,3140;3,8189;77,1400;2,4996;68,0053
33,2387;3,8286;77,1200;2,5787;67,0105
36,4727;3,7234;77,6100;2,2601;68,7684
32,0733;3,8600;77,7900;2,5129;67,6947
33,3960;3,8625;76,7000;2,7904;67,5737
34,5187;3,8235;77,3500;2,3000;68,2000
35,2827;3,7777;76,9600;2,5089;67,7789
37,2047;3,6833;77,0600;2,4386;67,4000
35,6247;3,8014;76,5700;2,4826;67,2842
38,3267;3,7335;78,0600;2,2640;69,3474
41,0933;3,6030;77,6600;2,2637;68,3947
33,3587;3,8496;77,3500;2,3353;68,0579
37,3380;3,7085;77,6600;2,2875;68,3789
37,0733;3,6944;78,2900;2,3390;68,9684
34,8260;3,7825;78,4500;2,5649;69,3474
38,4887;3,7003;77,3000;2,5189;68,1684
31,4007;3,8722;78,8100;2,3747;69,8263
36,5707;3,7595;78,4400;2,4055;68,4211
36,4380;3,7475;78,1700;2,5692;69,0053
33,1167;3,8195;78,8500;2,2999;69,2421
34,1200;3,8428;78,5400;2,2904;70,0632
37,6667;3,7335;78,3800;2,2451;69,3737
36,6673;3,7350;78,2000;2,4678;68,8316
39,5620;3,6560;78,8600;2,2411;70,1263
37,8807;3,7652;78,5200;2,0942;68,9895
35,7367;3,7764;78,7200;2,2335;69,7842
42,5280;3,5747;79,0500;2,1223;69,5526
36,5953;3,7325;79,2400;2,1864;70,0947
35,2467;3,7828;79,1800;2,4739;69,8421
36,4827;3,7245;78,7700;2,5981;70,4842
39,4013;3,6695;78,5800;2,3306;69,6474
34,5907;3,8234;79,0200;2,8383;70,4947
39,4893;3,6431;78,6600;2,2432;69,7368
35,9060;3,7265;79,4200;2,4908;70,6684
38,6333;3,6834;78,8500;2,2729;69,5263
35,7447;3,7775;78,9400;2,3972;70,3789
38,6060;3,6959;79,2900;2,5694;70,1947
40,9293;3,5694;78,9700;2,4100;70,5368
36,5693;3,7619;79,5800;2,5948;71,0947
36,5533;3,7359;79,4800;2,2815;70,7684
38,6827;3,6762;79,7500;2,0990;70,4842
37,6613;3,6627;79,3100;2,1856;70,6368
36,1653;3,6977;79,7800;2,1763;70,3421
36,8487;3,7007;79,5400;2,3552;70,3632
41,0193;3,6136;79,8100;2,3366;70,6000
38,4207;3,6807;79,4000;2,2757;71,0211
39,8773;3,6407;79,7200;2,3188;70,7947
36,4647;3,7416;79,9200;2,3803;71,1316
35,4313;3,7552;79,9700;2,2655;71,3263
37,6653;3,6746;79,9800;2,3330;71,0053
35,9647;3,7391;80,2500;2,1870;71,0579
39,5933;3,5956;80,3200;2,1369;70,9053
37,6847;3,6967;80,0500;2,2282;71,0053
40,1793;3,5987;79,9200;2,2237;71,5263
42,5900;3,5730;80,0200;2,2049;71,2789
35,2400;3,7539;80,2400;2,5512;71,1211
41,6580;3,5747;80,2100;2,1470;71,3053
35,0613;3,7781;80,0500;2,4012;71,3474
39,0540;3,6743;80,1000;2,1706;71,3789
36,0700;3,7637;80,1600;2,6487;71,3316
40,5347;3,6319;80,1500;2,3572;71,0684
37,1073;3,7631;80,1800;2,3270;71,4474
38,3033;3,6992;80,2800;2,1741;71,4579
39,8127;3,6541;80,0000;2,1925;70,9737
40,1293;3,6680;80,4000;2,0936;71,1000
38,5147;3,6961;80,3800;2,2667;71,0368
41,8960;3,5944;80,1100;2,1941;71,0053
37,6227;3,6738;80,3300;2,2494;71,2789
35,3727;3,7898;80,3400;2,3061;71,2000
37,9087;3,6962;80,0700;2,2596;71,3000
