train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
7,1500;4,3067;12,9300;3,0131;11,1368;10,7800
13,5880;4,0563;16,8900;2,6903;13,1789;13,6000
16,0420;3,9937;19,9800;2,6404;16,4947;14,3400
18,5020;3,9227;23,6500;2,6161;20,0316;16,2900
21,5960;3,8087;25,9000;2,4838;20,9789;18,3500
23,6140;3,7630;26,7500;2,3724;22,3474;18,6800
25,6520;3,7141;27,7400;2,5223;23,1684;17,6800
26,5660;3,6580;32,8400;2,5022;27,6158;19,3200
27,0600;3,6739;30,7500;2,5489;25,5000;19,8000
28,7840;3,6270;32,5700;2,4712;27,0947;20,0400
29,4700;3,5965;33,9000;2,3071;27,9474;21,1500
29,5560;3,5983;35,6800;2,2993;30,1842;22,0400
32,0160;3,5168;36,8400;2,5986;29,4105;22,0000
30,7520;3,5890;35,0200;2,4394;29,1842;22,0100
34,4420;3,4425;36,1000;2,7851;29,6000;22,5700
32,2060;3,5163;35,8100;2,9864;29,1158;21,7400
34,2240;3,4525;39,9600;2,4230;33,1368;20,4100
35,1980;3,3765;37,6300;3,0546;31,1316;21,4500
33,7320;3,4257;36,1700;3,2555;29,6842;20,4200
34,5920;3,3229;33,3800;3,2955;27,6263;18,8500
27,3900;3,7564;25,0100;2,6104;21,5474;17,0100
28,9420;3,6688;7,0400;2,1484;6,5579;7,5000
28,6860;3,6868;20,5300;2,3180;17,7474;14,0400
29,9880;3,6199;2,2200;3,1639;2,4632;2,2700
27,8780;3,6138;1,8200;3,6429;2,1947;1,8300
30,3700;3,3558;1,5600;4,1422;1,4053;1,3200
32,7180;3,3067;1,0100;2,4356;1,1053;1,0200
35,2080;3,1739;1,1700;3,5970;1,1526;1,4900
34,4860;3,2310;1,3300;3,9068;1,3158;1,4700
37,0360;3,1638;1,3200;4,3101;0,9579;1,0600
38,3300;3,0640;1,1000;3,8058;0,9211;1,3100
39,7080;3,0227;1,3500;4,2986;1,5000;1,5600
39,4860;3,0567;1,0600;4,4712;0,8158;1,0200
41,3340;2,9822;1,8100;3,6381;1,9053;1,4400
42,9540;2,9195;1,0000;3,3369;1,1316;1,0000
41,3500;3,0087;1,0000;4,1816;1,1368;1,3300
43,6400;2,9188;1,0500;4,4214;1,1105;1,2700
43,3380;2,9118;1,0000;2,8644;1,1842;1,0000
43,8260;2,8924;1,0000;3,8606;1,0789;1,0000
