train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
4,5780;4,4157;7,7200;4,0371;6,1211;4,4700
7,6000;4,2573;12,2500;3,7162;10,6947;5,8700
9,2520;4,2056;13,6000;3,6438;11,3895;6,0200
11,4680;4,1115;16,2900;3,5060;14,2895;8,1600
13,5120;4,0334;21,8100;3,1762;18,3421;7,8300
15,2060;3,9675;25,5500;2,9905;21,8474;8,7900
16,9060;3,9131;28,6800;2,8269;24,5211;8,8200
18,4100;3,8389;28,2200;2,7912;24,8158;2,6200
19,7300;3,8229;32,4400;2,6307;28,6316;2,6800
20,7140;3,7540;33,7600;2,5745;28,5105;2,9000
22,2980;3,7394;37,4300;2,3919;31,2737;3,3700
24,0220;3,6694;37,5500;2,3968;31,1684;3,5800
24,2000;3,6451;37,4400;2,3932;31,5526;3,5700
26,7900;3,5546;42,5300;2,2031;35,1316;4,0200
25,9060;3,5779;42,8100;2,1576;37,3368;4,4800
28,6660;3,4869;44,6900;2,0791;37,1263;4,4600
28,6780;3,4785;45,3300;2,0938;39,0632;3,5700
28,5160;3,5354;47,0500;2,0061;40,6632;11,2100
30,4400;3,4627;48,3600;1,9335;40,7263;11,8300
31,5160;3,3689;49,4900;1,8797;42,2579;12,2500
32,6940;3,3701;50,8500;1,8296;42,2632;11,9900
