train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust
2,8553;4,5647;6,4900;4,3097;4,9789
4,7133;4,5066;8,8900;4,1348;7,7579
5,3947;4,4858;10,4000;4,1203;8,5474
6,6127;4,4510;12,2700;3,9496;9,9579
7,3660;4,4364;14,4900;3,8755;11,8316
8,0700;4,4455;16,1700;4,0390;13,7737
8,5987;4,4295;18,7200;3,8823;15,9947
9,9993;4,3954;19,8900;4,0445;17,1263
12,5167;4,3328;24,1600;3,5987;20,6368
12,3547;4,3466;26,1800;3,4633;21,3947
15,1693;4,2570;25,2200;3,5832;22,1895
15,0140;4,2940;31,4600;3,5487;26,3105
16,9540;4,2266;32,4400;3,3654;28,7211
17,4427;4,2419;34,2100;3,4197;28,6000
19,5100;4,1696;35,0500;3,2929;30,6053
19,6500;4,1699;36,8400;3,4902;31,2895
20,0567;4,1816;40,3600;2,9038;34,7316
21,7600;4,1444;40,9400;3,0414;35,4737
22,7780;4,1110;37,6800;3,2694;33,8526
22,9387;4,1339;46,6300;2,8732;39,5789
25,3800;4,0397;47,8000;2,9710;40,1947
25,8020;4,0397;47,9600;2,8128;40,4105
23,7907;4,1045;49,6700;2,8216;42,2211
24,5927;4,0655;50,0600;2,8245;42,6263
26,2953;4,0289;49,8900;2,7638;42,2684
16,3520;4,2739;33,5800;3,2442;28,3737
18,5767;4,2156;21,6200;4,1154;17,8579
21,0160;4,1491;37,2000;3,2551;30,4105
20,4793;4,1799;40,5500;3,1588;34,9211
24,3647;4,0467;43,2900;2,9479;37,5053
24,2813;4,0841;45,4900;3,1234;39,1842
22,7707;4,1375;44,6000;3,1591;36,4737
23,3767;4,1282;50,8800;2,6041;42,9842
24,8893;4,0653;49,7600;2,6339;42,9842
26,2680;4,0314;49,2700;2,8465;41,5000
28,0793;3,9964;51,3600;3,0791;43,4158
25,8693;4,0627;53,4100;2,6373;44,6316
26,0387;4,0751;48,2300;2,9141;41,8053
26,5907;4,0548;53,6300;2,8929;47,0105
26,2420;4,0827;55,4800;2,5328;45,5316
30,7133;3,9211;56,2300;2,6387;47,8158
29,4280;3,9554;57,4800;2,7688;50,3000
29,5807;3,9645;57,4600;2,7871;47,9579
30,3400;3,9433;58,8200;2,4453;49,0316
32,7587;3,8474;58,4400;2,5498;50,5579
32,2587;3,8787;58,0500;2,8156;48,4316
30,6847;3,9494;57,4500;2,7212;49,4105
30,5967;3,9484;57,8900;2,9602;48,5526
33,4000;3,8503;59,9100;2,5816;50,9842
33,8900;3,8302;60,6000;2,4277;50,5947
32,6073;3,8954;62,8100;2,7259;53,4053
35,3660;3,7970;63,4000;2,3963;54,1105
34,7907;3,8137;63,8200;2,6427;53,9947
33,4040;3,8622;62,8300;2,8690;52,5579
32,7947;3,9194;63,0500;2,6923;52,8632
31,5827;3,9251;65,0400;2,4900;55,9053
35,3360;3,8143;65,2500;2,4040;54,9421
35,0500;3,8261;66,4200;2,3910;55,4526
35,0900;3,8617;67,3100;2,3780;57,5158
35,6700;3,8121;67,5000;2,1355;57,6895
37,3167;3,7642;66,8100;2,5348;56,2263
37,2507;3,7709;66,6400;2,4152;57,6947
38,7160;3,7284;68,7600;2,2583;58,3526
37,6627;3,7688;68,8400;2,2497;58,6947
38,1300;3,7358;69,4400;2,4441;60,0526
38,6400;3,7113;69,5800;2,6558;59,3895
39,9233;3,7042;70,6400;2,3511;60,0474
41,1860;3,6351;70,2600;2,4171;60,1211
37,1220;3,7685;71,0000;2,1678;60,6053
41,9793;3,6450;70,9700;2,1266;60,1053
42,2313;3,6424;71,1700;2,4555;60,7789
42,6700;3,5840;71,1600;2,1903;60,8211
45,4760;3,4765;71,4900;2,0926;61,1316
38,6187;3,7178;71,0100;2,1434;61,1737
38,5720;3,7202;71,1200;2,1378;60,9895
27,7660;4,0007;54,7300;2,8120;46,0737
31,9640;3,8855;54,4200;2,6566;44,7158
