train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
8,1060;4,1700;12,4000;3,9492;12,9000;7,8500;12,4000;12,9000;7,8500
16,9220;3,7531;21,4200;3,6074;19,8759;9,3300;21,4200;19,8759;9,3300
25,9940;3,3815;26,7400;3,3974;25,9034;12,0500;26,7400;25,9034;12,0500
33,2920;3,1002;33,1700;3,2678;31,0207;15,1300;33,1700;31,0207;15,1300
39,3860;2,8780;39,4800;2,8790;37,8621;15,1400;39,4800;37,8621;15,1400
44,2880;2,7135;43,9400;2,7423;37,4828;19,4200;43,9400;37,4828;19,4200
47,9860;2,5874;47,6600;2,5978;40,7862;20,5700;47,6600;40,7862;20,5700
51,1700;2,4806;48,6200;2,6047;41,7310;23,1000;48,6200;41,7310;23,1000
52,9680;2,4095;51,8900;2,5184;42,6207;25,6100;51,8900;42,6207;25,6100
55,2460;2,3426;52,0300;2,4957;44,5000;25,8700;52,0300;44,5000;25,8700
56,8680;2,2852;53,8200;2,3877;43,3069;25,7200;53,8200;43,3069;25,7200
58,0840;2,2347;56,5700;2,2808;43,8724;25,3600;56,5700;43,8724;25,3600
59,4780;2,1860;58,3500;2,2537;47,0379;29,1800;58,3500;47,0379;29,1800
60,9760;2,1447;58,2400;2,2263;47,3621;30,1500;58,2400;47,3621;30,1500
62,9700;2,0731;59,9900;2,1803;48,7414;30,7000;59,9900;48,7414;30,7000
63,4240;2,0606;61,8400;2,1229;50,1207;32,4800;61,8400;50,1207;32,4800
64,2380;2,0214;61,6000;2,1197;49,8931;33,2200;61,6000;49,8931;33,2200
65,6360;1,9797;62,7900;2,0537;50,6655;32,9700;62,7900;50,6655;32,9700
66,5060;1,9516;63,4100;2,0492;50,3655;35,3700;63,4100;50,3655;35,3700
66,9300;1,9309;64,3100;2,0503;51,8172;36,1300;64,3100;51,8172;36,1300
68,2080;1,8887;64,7700;2,0106;51,9345;35,8200;64,7700;51,9345;35,8200
68,5640;1,8810;66,3900;1,9685;52,9000;37,4600;66,3900;52,9000;37,4600
69,5780;1,8382;66,3900;1,9547;51,6655;37,9200;66,3900;51,6655;37,9200
69,9720;1,8296;66,9300;1,9424;52,7690;37,9100;66,9300;52,7690;37,9100
70,3160;1,8181;67,3800;1,9257;52,8897;39,3400;67,3800;52,8897;39,3400
70,9620;1,7994;68,1000;1,8892;53,6138;40,1900;68,1000;53,6138;40,1900
71,0420;1,7893;67,9600;1,8937;53,5690;39,2300;67,9600;53,5690;39,2300
72,0000;1,7644;67,9800;1,8885;53,7517;39,2900;67,9800;53,7517;39,2900
71,6480;1,7798;68,0200;1,8784;54,1000;39,5100;68,0200;54,1000;39,5100
72,0900;1,7621;68,2600;1,8790;53,9759;39,5000;68,2600;53,9759;39,5000
63,6600;2,0370;59,1400;2,2576;49,6207;31,7700;59,1400;49,6207;31,7700
63,0720;2,0569;59,5000;2,2429;45,9034;32,3600;59,5000;45,9034;32,3600
63,5140;2,0357;60,8400;2,1790;46,8724;34,0900;60,8400;46,8724;34,0900
64,2260;2,0112;62,1500;2,0943;47,5000;34,4800;62,1500;47,5000;34,4800
65,0400;1,9861;61,6300;2,1431;49,8069;34,2200;61,6300;49,8069;34,2200
65,2340;1,9825;59,7100;2,1930;47,5931;30,6200;59,7100;47,5931;30,6200
66,0520;1,9536;62,5200;2,0922;47,6621;34,0800;62,5200;47,6621;34,0800
66,6520;1,9299;63,1700;2,1011;49,3379;37,6600;63,1700;49,3379;37,6600
67,1720;1,9144;63,5000;2,0890;49,7586;37,0000;63,5000;49,7586;37,0000
67,5680;1,8953;63,5000;2,0827;49,1793;36,2800;63,5000;49,1793;36,2800
68,0300;1,8888;65,0000;2,0395;48,5414;36,4600;65,0000;48,5414;36,4600
68,7420;1,8542;65,3500;1,9919;50,3310;38,3000;65,3500;50,3310;38,3000
68,9580;1,8522;66,3300;1,9841;49,4483;39,3100;66,3300;49,4483;39,3100
69,6620;1,8360;65,9400;1,9732;52,2310;37,1100;65,9400;52,2310;37,1100
69,7220;1,8272;66,8500;1,9843;51,9759;39,8800;66,8500;51,9759;39,8800
70,2500;1,8087;68,0200;1,9254;51,3655;41,9700;68,0200;51,3655;41,9700
70,4800;1,8006;67,9300;1,9195;52,0241;39,5800;67,9300;52,0241;39,5800
70,7840;1,7847;69,0000;1,8857;54,8586;41,8100;69,0000;54,8586;41,8100
71,4540;1,7669;67,9000;1,9297;50,5448;40,1000;67,9000;50,5448;40,1000
71,7860;1,7515;69,1400;1,8476;54,3345;40,9000;69,1400;54,3345;40,9000
72,0220;1,7411;68,5600;1,9005;54,1379;40,6300;68,5600;54,1379;40,6300
72,3640;1,7369;69,1100;1,8493;53,7793;41,0500;69,1100;53,7793;41,0500
72,8600;1,7184;69,4500;1,8649;53,9414;42,6700;69,4500;53,9414;42,6700
73,0480;1,7110;69,6500;1,8330;54,3552;42,4900;69,6500;54,3552;42,4900
73,5060;1,6930;69,9800;1,8140;53,7345;39,9500;69,9800;53,7345;39,9500
73,5700;1,6834;71,5300;1,7867;53,7724;41,2500;71,5300;53,7724;41,2500
74,1560;1,6756;70,6300;1,8052;55,0103;42,1900;70,6300;55,0103;42,1900
74,5560;1,6576;70,7600;1,8183;53,8276;42,5300;70,7600;53,8276;42,5300
