train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
10,6067;4,2735;19,0700;3,8772;17,7172;9,8100;19,0700;17,7172;9,8100
24,2840;3,8571;30,1100;3,3861;27,7724;10,3900;30,1100;27,7724;10,3900
38,0987;3,4870;39,7500;3,0691;35,1241;11,1300;39,7500;35,1241;11,1300
47,1867;3,2523;46,6100;2,9021;40,0828;9,9500;46,6100;40,0828;9,9500
52,5867;3,0998;50,8300;2,7268;42,8483;11,1200;50,8300;42,8483;11,1200
55,9293;2,9979;54,0700;2,6334;43,0310;11,2800;54,0700;43,0310;11,2800
58,7240;2,9152;57,3200;2,5322;47,6448;11,6600;57,3200;47,6448;11,6600
61,0900;2,8436;58,3000;2,4836;48,1276;12,5100;58,3000;48,1276;12,5100
62,8733;2,7917;60,4400;2,4357;47,1310;13,4500;60,4400;47,1310;13,4500
64,3760;2,7393;61,3200;2,3703;45,8793;13,5300;61,3200;45,8793;13,5300
65,8053;2,6964;61,0900;2,3595;47,6345;15,1200;61,0900;47,6345;15,1200
66,9913;2,6534;62,0900;2,3492;47,9552;15,2100;62,0900;47,9552;15,2100
67,8513;2,6200;65,5700;2,2340;50,3103;14,8900;65,5700;50,3103;14,8900
69,1247;2,5822;65,4300;2,2552;48,8034;14,5400;65,4300;48,8034;14,5400
70,0860;2,5443;66,4700;2,1824;53,3414;16,5400;66,4700;53,3414;16,5400
70,8300;2,5164;68,4100;2,1022;52,8310;16,4900;68,4100;52,8310;16,4900
71,8260;2,4852;69,4900;2,1063;53,1517;16,6100;69,4900;53,1517;16,6100
72,8733;2,4511;71,1500;2,0501;54,9862;16,1800;71,1500;54,9862;16,1800
73,4207;2,4309;69,6300;2,0459;52,2862;18,0100;69,6300;52,2862;18,0100
74,0780;2,4011;71,0700;2,0181;55,7069;18,0300;71,0700;55,7069;18,0300
74,8507;2,3783;72,1100;1,9596;55,9414;18,9800;72,1100;55,9414;18,9800
75,2673;2,3618;72,0000;1,9904;56,9483;18,5800;72,0000;56,9483;18,5800
75,9860;2,3330;72,8200;1,9174;57,2138;19,2300;72,8200;57,2138;19,2300
76,5900;2,3155;73,3100;1,9180;57,5931;20,2500;73,3100;57,5931;20,2500
77,2207;2,2928;73,5200;1,9056;56,8552;20,3200;73,5200;56,8552;20,3200
77,4400;2,2853;74,1800;1,8758;57,7724;19,9900;74,1800;57,7724;19,9900
77,8520;2,2661;73,9300;1,8747;57,8276;19,7500;73,9300;57,8276;19,7500
78,1620;2,2570;74,5000;1,8436;57,9655;19,9500;74,5000;57,9655;19,9500
78,3147;2,2551;74,4800;1,8413;58,1207;20,3100;74,4800;58,1207;20,3100
78,4987;2,2473;74,3300;1,8348;57,7310;20,5600;74,3300;57,7310;20,5600
69,6707;2,5438;65,7700;2,1928;51,5000;14,6100;65,7700;51,5000;14,6100
69,3773;2,5538;65,8400;2,2337;52,8483;15,7400;65,8400;52,8483;15,7400
69,7760;2,5406;66,1300;2,1775;50,6310;15,0300;66,1300;50,6310;15,0300
70,4080;2,5240;67,9900;2,1353;50,7207;16,6200;67,9900;50,7207;16,6200
70,8447;2,5021;68,7700;2,1066;54,3793;16,9500;68,7700;54,3793;16,9500
70,9880;2,4946;67,8600;2,0909;54,3793;16,5900;67,8600;54,3793;16,5900
71,4353;2,4768;67,7100;2,1064;52,2483;17,8300;67,7100;52,2483;17,8300
71,9860;2,4584;68,3300;2,0682;53,3138;17,3600;68,3300;53,3138;17,3600
72,3727;2,4433;69,4300;2,0623;52,4621;17,6700;69,4300;52,4621;17,6700
72,8807;2,4295;68,9700;2,0707;53,4862;17,9700;68,9700;53,4862;17,9700
73,1107;2,4173;70,0500;1,9787;53,4345;17,3300;70,0500;53,4345;17,3300
73,6287;2,4013;69,7000;2,0011;56,1069;16,8100;69,7000;56,1069;16,8100
73,7360;2,3961;70,2600;1,9316;55,2207;18,8900;70,2600;55,2207;18,8900
74,3360;2,3785;69,9800;1,9770;55,8517;17,9000;69,9800;55,8517;17,9000
74,6207;2,3683;69,1100;1,9770;54,0931;16,6600;69,1100;54,0931;16,6600
75,1973;2,3502;70,9600;1,9134;55,9828;19,4000;70,9600;55,9828;19,4000
75,0927;2,3482;71,4600;1,9260;56,5172;20,8100;71,4600;56,5172;20,8100
75,3520;2,3355;70,9900;1,9423;55,4241;19,6800;70,9900;55,4241;19,6800
75,7327;2,3254;71,0800;1,9211;54,1448;19,4100;71,0800;54,1448;19,4100
76,0160;2,3093;72,1500;1,8785;55,5862;19,6600;72,1500;55,5862;19,6600
76,2587;2,3022;73,2700;1,8308;57,2862;19,6300;73,2700;57,2862;19,6300
76,5913;2,2894;72,1600;1,8380;58,2000;21,9700;72,1600;58,2000;21,9700
76,8213;2,2833;72,8100;1,8473;57,5448;21,8000;72,8100;57,5448;21,8000
76,9760;2,2687;72,7100;1,8266;56,8586;20,0400;72,7100;56,8586;20,0400
77,4933;2,2600;72,1800;1,8845;55,5759;21,1500;72,1800;55,5759;21,1500
77,7327;2,2527;73,1100;1,8352;57,1966;22,2000;73,1100;57,1966;22,2000
77,9760;2,2358;73,8800;1,8290;57,3690;21,5900;73,8800;57,3690;21,5900
78,3333;2,2243;73,3700;1,8381;58,2966;22,0700;73,3700;58,2966;22,0700
78,5473;2,2180;74,5700;1,7770;58,7103;21,9300;74,5700;58,7103;21,9300
78,9767;2,2013;74,4200;1,7896;59,7793;23,0200;74,4200;59,7793;23,0200
79,1187;2,1952;74,7400;1,7988;58,7069;22,0500;74,7400;58,7069;22,0500
79,5240;2,1809;75,0500;1,7704;59,5448;23,6900;75,0500;59,5448;23,6900
79,6687;2,1717;74,6100;1,7367;58,8448;23,1000;74,6100;58,8448;23,1000
79,9413;2,1650;75,5700;1,7095;60,6138;23,4100;75,5700;60,6138;23,4100
80,2887;2,1484;75,3800;1,7169;58,9621;24,3000;75,3800;58,9621;24,3000
80,5927;2,1373;75,3700;1,7456;58,5621;23,9000;75,3700;58,5621;23,9000
80,7393;2,1375;76,2800;1,7100;58,7517;25,6300;76,2800;58,7517;25,6300
81,2573;2,1138;76,1800;1,6829;61,6966;24,1400;76,1800;61,6966;24,1400
81,3373;2,1132;77,0300;1,6894;61,3517;25,2900;77,0300;61,3517;25,2900
81,5247;2,1027;76,6500;1,6863;59,4172;25,2600;76,6500;59,4172;25,2600
81,8040;2,0893;76,9100;1,6866;60,8414;25,5100;76,9100;60,8414;25,5100
82,0880;2,0776;77,1500;1,6642;62,2483;24,7200;77,1500;62,2483;24,7200
82,2573;2,0705;77,0700;1,6692;61,8345;26,3800;77,0700;61,8345;26,3800
82,7553;2,0540;76,9200;1,6911;61,1310;27,2700;76,9200;61,1310;27,2700
82,8393;2,0500;77,6500;1,6009;62,3207;25,7500;77,6500;62,3207;25,7500
83,0020;2,0448;77,4900;1,6334;62,8966;25,7300;77,4900;62,8966;25,7300
83,2707;2,0321;77,2600;1,6377;62,2931;26,0400;77,2600;62,2931;26,0400
83,5847;2,0210;78,4700;1,5888;62,4552;27,2600;78,4700;62,4552;27,2600
83,7540;2,0139;77,7600;1,6281;62,8207;26,3600;77,7600;62,8207;26,3600
84,0567;2,0028;78,4100;1,5982;63,2517;27,3000;78,4100;63,2517;27,3000
84,1820;1,9982;78,5300;1,5967;62,6828;25,6500;78,5300;62,6828;25,6500
