train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
4,8160;4,4291;9,4500;4,0311;8,8842;6,2800
7,9360;4,2869;12,9000;3,8426;12,2105;7,4000
11,1940;4,1867;14,4600;3,8471;14,5526;8,2300
13,6340;4,1067;21,7500;3,4707;19,9158;9,3500
15,8580;4,0189;25,5700;3,2948;24,3789;8,4100
18,4080;3,9397;27,3000;3,2202;27,4421;9,3300
20,0700;3,8958;31,2300;3,0449;30,5211;9,6800
21,7640;3,8621;33,3300;2,9569;33,6842;10,6700
23,4040;3,8033;36,8200;2,8312;34,2474;10,3000
24,5040;3,7510;37,0900;2,8420;35,2579;10,4500
27,5160;3,6848;38,0400;2,7862;35,4105;10,7900
28,8720;3,6368;40,5400;2,7015;37,8947;11,3300
28,2460;3,6589;46,8300;2,5016;40,1368;12,9600
32,8820;3,5390;43,6700;2,6092;37,4105;10,1500
34,2300;3,4825;49,6200;2,4069;42,9158;12,5400
33,8820;3,4787;50,4600;2,3723;44,1895;17,6900
36,4340;3,4315;51,6200;2,3164;43,1737;15,8800
36,1900;3,4285;52,3700;2,3061;43,8368;16,4900
37,7380;3,4106;53,7700;2,2507;48,4105;16,2000
39,2760;3,3237;54,0400;2,2460;47,6526;15,3700
41,0560;3,3060;56,4300;2,1634;49,8263;15,5000
38,5660;3,3745;56,8400;2,1581;49,2526;15,5300
42,0320;3,2812;57,4600;2,1291;49,2789;17,8300
40,6560;3,3465;57,8400;2,1242;50,4789;16,8700
41,5140;3,2867;58,0200;2,1244;50,4316;15,9500
32,5400;3,5348;46,9300;2,5141;39,0368;13,5900
33,8480;3,4912;48,1900;2,4409;40,5474;16,3900
33,9140;3,5099;50,8600;2,3657;41,3895;15,4300
36,6040;3,4287;52,0000;2,3213;43,4579;16,1300
36,9520;3,3610;52,6800;2,3157;42,2421;19,7600
37,4660;3,4337;53,8200;2,2757;49,0895;17,0600
40,0440;3,3306;55,3000;2,2478;46,5842;13,1400
41,3520;3,2987;56,9700;2,1478;47,7842;19,9900
37,9160;3,3905;57,3700;2,1321;47,7053;20,1200
40,0780;3,3649;55,8600;2,1964;46,2421;16,0800
41,0760;3,3385;57,2700;2,1363;48,5211;18,2800
41,7060;3,3115;60,7300;2,0225;50,1211;23,5400
42,7700;3,2642;59,6400;2,0720;49,0158;17,9400
43,4520;3,2688;60,0900;2,0479;50,2789;18,8900
46,2200;3,1661;63,1100;1,9633;53,7789;20,3200
45,1680;3,1873;62,4500;1,9577;53,9632;26,6100
45,3780;3,1832;61,8400;1,9793;53,5632;26,0800
45,5620;3,2058;63,3700;1,9269;53,1211;22,8500
46,5640;3,1269;64,0200;1,9140;53,2526;25,2900
45,5340;3,1711;64,6600;1,8874;55,0579;22,4400
46,3960;3,1792;65,4800;1,8687;56,2000;24,4700
50,2040;3,0858;65,7500;1,8451;53,9632;24,3000
49,1220;3,0902;65,6500;1,8513;53,6579;23,0800
50,1600;3,1343;66,8800;1,8129;56,9000;26,8300
45,8220;3,1693;67,1300;1,8110;56,7316;31,3400
52,0200;2,9778;68,4200;1,7887;57,4000;30,6500
51,7940;3,0209;68,8400;1,7612;58,1895;25,0300
50,4520;3,0578;68,2500;1,7890;57,7421;22,2400
53,7280;2,9684;68,6100;1,7729;57,2474;24,0600
52,8780;3,0037;68,4000;1,7761;59,9474;30,3900
52,9720;2,9744;69,2800;1,7451;57,5316;27,3900
52,7560;2,9833;70,4300;1,7152;59,8000;25,2500
52,4360;2,9229;70,9700;1,6940;59,5368;30,8600
52,8320;2,9484;70,4200;1,7021;59,0105;27,0800
53,9460;2,9308;70,8600;1,6976;60,0737;27,8300
54,6380;2,9097;72,0800;1,6656;60,1789;28,4700
54,9240;2,9469;71,8500;1,6651;60,8053;25,7300
54,5300;2,9195;72,0800;1,6607;61,5632;29,5500
