train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
4,1920;4,4529;7,0000;4,2616;6,6000;6,1800
6,7660;4,3301;11,1300;3,9402;10,5526;7,5300
8,9140;4,2551;11,7700;3,9257;13,8000;8,0700
10,3780;4,2138;18,3200;3,5937;17,3263;9,0400
12,8820;4,1041;19,3700;3,6110;19,5474;7,3700
14,8660;4,0209;25,5300;3,3399;23,5105;9,2500
16,2440;3,9935;27,7100;3,2122;26,3632;9,0000
17,8140;3,9591;29,8500;3,1187;26,8895;10,7700
19,3280;3,8949;24,9400;3,3789;26,8632;11,4000
20,1920;3,8726;34,2800;2,9399;34,1316;12,7100
23,2600;3,7508;38,5400;2,7661;36,1211;12,2400
23,8240;3,7753;39,4200;2,7594;33,9053;12,8800
24,1500;3,7441;37,1100;2,8865;32,7684;14,5600
25,6420;3,6960;40,1500;2,7446;36,1263;14,8300
27,4960;3,6442;43,3800;2,6206;37,2368;15,2500
29,3260;3,5900;44,8200;2,5409;37,7000;14,2300
29,8280;3,5693;47,2600;2,5127;39,1474;17,4300
30,4200;3,5435;47,9100;2,4451;39,4000;16,6700
31,3600;3,5343;47,4800;2,4582;39,8053;17,3600
30,6340;3,5617;50,1800;2,3753;41,0789;16,8300
33,3360;3,4709;50,5600;2,3619;43,4105;18,3100
34,6800;3,4261;52,2700;2,2876;42,9579;17,7800
33,4940;3,4598;51,2200;2,3333;43,4632;18,2400
33,6920;3,4451;52,5800;2,2742;44,2211;18,2500
34,6240;3,4221;52,6200;2,2738;43,9105;18,3500
24,2940;3,7517;40,9300;2,7337;33,2947;14,6100
26,6840;3,6518;39,1100;2,8816;35,1105;15,5500
28,5880;3,5998;46,0000;2,5382;37,5000;18,6800
30,0120;3,5368;46,0500;2,6070;37,7000;20,1800
28,8900;3,6071;48,5000;2,4417;40,1105;14,2600
30,9660;3,5681;51,3500;2,3355;41,5895;19,6600
32,0640;3,5092;51,1600;2,3603;41,8526;19,1900
34,4020;3,4130;52,9100;2,3231;42,7263;22,5400
31,8480;3,5123;52,7200;2,2932;42,4421;22,2000
31,6720;3,5452;52,7100;2,3018;44,1579;20,9800
34,6940;3,4117;54,6700;2,2485;44,5474;25,1500
36,5300;3,3766;52,2400;2,3142;44,5947;21,1000
34,1880;3,4184;57,1100;2,1487;44,7211;19,9300
35,5040;3,3863;56,8400;2,1727;46,6211;21,7800
36,8140;3,3759;55,7700;2,2128;44,5789;24,5800
37,8680;3,3046;57,7500;2,1155;45,9579;23,0400
39,5740;3,2785;58,6000;2,1781;48,7737;29,0500
39,3880;3,2791;59,8300;2,0791;51,5263;28,4200
37,2740;3,3440;61,9400;1,9942;49,3316;27,0300
39,2420;3,2911;59,7500;2,0650;49,0684;26,2700
40,3820;3,2451;61,7400;1,9903;48,4895;23,9800
39,9920;3,2918;63,1600;1,9813;50,6895;31,6100
41,3020;3,2341;63,0500;1,9700;50,1158;30,2800
38,8560;3,3131;62,8200;1,9662;50,4895;28,6600
39,7500;3,3046;62,5500;1,9840;51,3053;27,8200
42,1320;3,1985;64,5500;1,9182;51,2737;29,3500
41,7480;3,2289;64,3000;1,9354;51,7474;32,5100
45,3280;3,0812;66,1700;1,8493;51,6316;31,8500
41,6980;3,1868;66,2000;1,8517;52,4789;28,8600
43,7960;3,1384;66,2200;1,8597;53,4316;30,6800
43,6180;3,1973;67,6100;1,8055;56,3789;30,8800
46,5700;3,0620;67,9500;1,8089;55,1895;34,2400
44,6360;3,1408;68,3700;1,7855;55,1211;33,1600
44,5080;3,1323;67,5100;1,8262;56,0737;35,3100
42,8460;3,1810;68,4300;1,7989;55,6947;35,8100
43,8840;3,1322;68,2600;1,8156;54,5526;36,6400
48,4060;2,9907;70,2400;1,7439;56,9737;34,6600
45,4600;3,1308;69,6000;1,7623;57,6053;36,9100
46,1860;3,0785;70,2500;1,7425;58,1579;37,8200
46,3480;3,1234;71,2500;1,7233;58,3000;36,5900
47,9840;3,0135;71,0900;1,7069;59,1158;37,4300
48,1040;3,0382;70,3500;1,7397;59,3421;38,0500
47,3440;3,0191;71,2600;1,7047;58,7421;37,4200
46,1100;3,0977;70,1900;1,7532;59,0158;38,6900
47,5040;3,0430;70,8700;1,7195;59,6053;37,2400
50,8680;2,9491;72,3500;1,6842;60,2053;37,7400
49,4320;2,9804;71,9200;1,6887;59,8421;37,9500
46,6220;3,0893;71,3400;1,7017;60,0789;38,4900
49,4900;3,0259;71,4900;1,7032;60,0000;38,6700
49,5220;3,0034;72,0300;1,6890;59,9789;38,7400
38,5120;3,3334;57,6600;2,1386;46,8211;26,1300
38,2340;3,2988;59,3500;2,0897;46,1895;26,0300
39,8020;3,3307;60,6300;2,0829;46,7526;30,0200
39,5740;3,2944;64,1900;1,9192;51,8526;28,3400
42,7000;3,1572;63,6500;1,9371;50,5579;30,5800
41,5220;3,2262;62,7400;1,9756;51,0000;30,1900
41,4600;3,2177;65,1600;1,9024;53,7421;30,4400
40,3920;3,2603;62,8700;1,9603;48,4263;27,7600
43,8120;3,1747;66,1400;1,8458;54,7579;28,1100
41,7960;3,2272;63,5800;1,9356;48,9579;30,5800
42,7160;3,1911;64,9200;1,9201;50,7632;29,8500
42,0220;3,2051;64,3000;1,9028;52,2737;28,0700
41,7800;3,2037;64,6800;1,9089;52,6158;30,8400
42,7040;3,1504;66,5100;1,8617;55,5895;33,6300
42,0100;3,1898;67,4100;1,8170;55,1211;30,4900
44,3120;3,1556;66,6300;1,8495;54,9263;29,7300
44,5160;3,1518;66,0000;1,8562;52,0421;33,9500
42,2060;3,1703;66,2200;1,8399;51,9789;26,8400
43,6020;3,2008;66,1400;1,8556;51,4526;29,9400
45,5200;3,1236;66,1200;1,8506;49,2895;27,9500
44,7620;3,1100;67,2000;1,8125;54,2684;33,4600
46,8920;3,0616;68,9700;1,7930;55,4842;34,8400
44,6660;3,1506;69,0700;1,7483;54,0842;28,5700
48,2060;3,0382;67,9700;1,8034;53,7579;32,7200
43,6680;3,1625;69,2600;1,7619;56,4579;34,1600
46,1860;3,1088;68,7400;1,7512;54,0789;30,6500
45,2520;3,0939;68,3400;1,8122;53,7842;33,0600
45,9420;3,1082;70,9900;1,7004;59,4421;31,2000
44,6100;3,1384;69,5100;1,7441;55,4263;27,5100
44,7960;3,1312;69,9700;1,7427;56,2579;32,8500
46,9960;3,0572;69,4400;1,7511;55,6789;32,8100
48,0320;3,0181;69,5800;1,7354;54,2684;31,3700
46,4320;3,0853;69,1000;1,7373;56,3158;30,1600
46,1160;3,0993;70,6100;1,7178;57,4684;27,8300
48,8700;3,0121;70,8700;1,7329;57,9684;38,5800
46,8260;3,0775;71,6200;1,6878;58,1053;34,1200
46,1900;3,0915;70,2200;1,7381;56,1789;37,0300
49,0780;2,9830;71,8100;1,6953;55,9526;33,3600
49,2740;2,9906;70,4100;1,7202;58,4789;36,9900
48,7460;3,0497;71,0800;1,6859;57,1474;32,3900
50,2560;3,0134;72,1200;1,6855;55,8789;36,1600
46,8360;3,0338;70,6400;1,7202;57,3000;35,3100
48,5660;3,0090;71,4300;1,6979;57,8684;33,5600
50,5580;2,9526;72,8100;1,6339;57,8053;34,4200
50,7700;2,9620;72,0800;1,6644;56,7000;33,1400
48,8600;3,0151;71,1900;1,7108;57,4158;35,1600
50,4080;2,9434;73,1100;1,6229;59,5316;34,9500
48,9620;2,9955;73,6000;1,6221;61,4895;35,5600
50,1520;3,0216;74,0000;1,6029;59,4842;34,9700
50,4980;2,9190;73,6300;1,6202;59,7526;35,5500
48,7240;3,0365;72,5900;1,6448;57,9579;35,9300
51,0240;2,9568;73,8000;1,6070;59,8632;36,2900
50,6060;2,9317;73,0800;1,6261;59,4263;32,8700
49,1120;3,0230;74,4900;1,5806;58,3684;34,0700
50,9660;2,9229;74,9300;1,5873;60,1789;39,4200
52,0240;2,8989;74,8400;1,5747;60,3053;33,9400
51,2260;2,9017;73,1200;1,6233;60,0895;35,4200
52,1360;2,8953;75,8900;1,5491;62,1895;37,2300
52,8280;2,8924;75,3600;1,5776;61,3368;38,9700
51,2460;2,9519;74,9600;1,5737;60,7737;37,7100
54,0920;2,8239;76,3000;1,5593;60,2526;42,5100
52,9680;2,9136;74,9300;1,5740;62,1684;35,9400
54,5160;2,7798;75,9200;1,5516;61,3421;42,2500
52,0360;2,9330;76,2700;1,5380;61,3211;36,1600
55,8660;2,8244;76,8400;1,5203;64,2053;37,4200
52,7120;2,9330;75,9900;1,5426;61,9474;37,4800
