train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
3,8160;4,4768;7,4900;4,2069;8,6474;5,7600
5,9540;4,3661;10,1100;4,0975;10,8263;7,4700
7,2520;4,3084;8,2900;4,2308;9,9053;5,5100
8,7920;4,2744;13,9600;3,8305;13,6000;8,1400
10,6220;4,1798;17,2700;4,0975;17,6105;9,8300
12,3460;4,1138;15,5800;4,0010;15,4053;8,4700
13,4180;4,1061;19,2900;3,7792;20,6053;8,7900
14,0920;4,0638;26,6500;3,2636;24,8737;9,7500
15,1600;4,0272;23,4800;3,3690;27,1737;10,5700
16,9440;3,9675;29,5100;3,1040;28,4211;9,8000
18,0620;3,9235;28,7700;3,1911;29,2263;12,3300
19,5080;3,9076;36,1600;2,8346;33,0737;11,1000
19,8920;3,8797;31,3700;3,0401;31,8263;11,9600
20,7800;3,8431;34,9300;2,9301;34,4737;13,5300
21,9900;3,7901;35,1900;2,9109;31,6421;12,2900
24,1180;3,7392;40,6400;2,6963;35,2000;12,7500
23,7620;3,7517;41,2000;2,6694;35,7421;14,5600
24,4620;3,7248;42,2600;2,6592;39,3474;14,0400
24,5620;3,7247;42,1900;2,6368;36,4632;12,1400
25,3820;3,7036;45,4300;2,5138;38,9842;16,0900
26,9460;3,6342;44,3000;2,5702;40,6158;13,9700
26,7620;3,6491;46,1000;2,4911;40,7211;14,1000
26,1040;3,6795;45,4800;2,5252;40,3053;14,7700
26,6280;3,6621;46,5800;2,4807;41,0684;14,4300
28,2560;3,6034;47,4200;2,4554;41,6263;14,8600
20,1680;3,8790;33,4400;3,0008;34,2000;11,5100
21,5180;3,8145;35,2700;2,9839;31,9684;13,9000
23,2760;3,7884;37,7300;2,8406;34,5895;14,7100
24,4020;3,7103;35,6700;3,0477;31,6158;15,4700
23,9140;3,7656;42,3300;2,6342;35,2474;14,1500
25,9140;3,6974;42,4500;2,6535;35,6000;13,1800
26,2900;3,6818;39,8900;2,7496;35,5579;15,0200
27,4940;3,6160;45,2900;2,5415;40,3895;15,7800
25,6700;3,7080;47,1900;2,5074;40,9105;19,9700
27,2040;3,6603;45,1100;2,5540;38,0632;15,6600
28,9920;3,5914;48,9700;2,4047;42,4421;17,7800
30,0120;3,5410;48,8400;2,4098;43,3105;19,0300
29,2160;3,5760;49,2100;2,3987;42,1684;15,7900
29,8660;3,5485;49,5000;2,3747;41,8158;16,6500
31,0600;3,5376;52,0100;2,3133;44,3842;15,7400
33,0780;3,4744;51,7200;2,3406;44,1158;17,6800
34,0640;3,4356;54,1200;2,2356;45,4842;21,0400
32,4500;3,5008;52,6400;2,2738;44,0526;16,4800
31,9320;3,5146;54,1800;2,2626;45,7000;23,3300
33,9800;3,4124;53,7800;2,2409;44,3368;19,7300
34,3760;3,4563;54,9900;2,2414;46,4842;15,9200
33,7260;3,4644;55,7700;2,2117;47,4316;22,7500
35,7020;3,4071;56,3800;2,1705;47,4474;20,2100
34,4500;3,4442;57,7700;2,1083;47,1368;17,9400
35,5660;3,4396;56,4700;2,1552;49,7526;18,5800
36,0680;3,3471;57,9900;2,1050;49,1737;24,7400
36,7260;3,3731;58,2400;2,1119;49,1526;20,5500
36,7400;3,3149;59,9700;2,0390;49,4211;24,3100
36,3220;3,3518;60,3300;2,0045;51,6895;22,8900
38,7720;3,2691;60,3200;2,0201;50,8526;21,2500
36,6160;3,3737;60,5800;2,0102;51,3895;22,3900
38,8420;3,2588;60,6300;1,9926;49,1632;25,9700
38,6660;3,2977;61,4700;1,9875;53,3211;24,4000
39,5920;3,2618;61,9100;1,9817;52,7684;25,5100
38,7340;3,2918;61,9900;1,9548;51,8632;26,2500
41,1940;3,2058;62,2700;1,9720;52,6842;25,3400
40,6680;3,2189;63,3200;1,9353;51,8053;25,2600
39,7280;3,2722;63,4000;1,9358;52,2632;26,5500
40,7940;3,2425;64,5700;1,8860;54,8842;26,7000
39,8860;3,2953;64,2400;1,9022;54,4105;30,3900
42,3220;3,1861;65,5400;1,8659;54,8368;29,9900
40,7080;3,2425;63,7900;1,9034;54,3895;29,0900
