train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
5,1160;4,4347;9,1000;4,0838;8,6579;7,2600
8,2740;4,3186;10,5100;3,9776;11,8158;7,8900
10,1960;4,2583;15,7600;3,7650;15,7053;8,3600
13,3060;4,1673;22,4400;3,4430;21,7263;8,8200
16,2760;4,0585;22,8200;3,4143;23,3421;8,9800
18,2780;4,0211;25,1800;3,3396;24,2895;7,3100
20,2120;3,9372;33,8400;2,9349;31,6158;10,2600
23,0280;3,8717;34,2100;2,9507;31,8368;9,8800
25,1460;3,8115;34,8300;2,9213;33,6842;10,3300
26,4480;3,7274;38,0500;2,8396;34,3158;13,3000
28,0660;3,7200;39,1600;2,7531;36,4579;11,6800
30,2060;3,6587;45,0100;2,5658;39,6895;12,4000
30,3540;3,6277;46,6600;2,4802;40,0421;12,8100
32,4080;3,5976;44,2900;2,6573;40,6737;9,4200
33,3140;3,6227;47,4500;2,5090;41,8895;10,0000
35,2800;3,5453;48,5100;2,4899;42,9737;9,7200
37,5280;3,4342;53,5600;2,2653;46,7316;13,2100
37,4440;3,5014;53,1700;2,2567;45,4368;15,0000
39,0500;3,4402;56,4100;2,1329;47,6684;19,0500
42,2720;3,3771;56,0400;2,1905;48,7421;13,3300
42,4620;3,3380;56,5700;2,1370;49,9842;15,6900
42,9820;3,3419;58,3500;2,1017;50,1158;14,0800
41,3140;3,3533;58,7100;2,0817;50,7737;15,7300
43,8600;3,3136;59,1000;2,0853;51,4737;14,7100
44,7940;3,2707;59,1200;2,0666;51,7000;14,9200
32,9700;3,5746;45,7800;2,5525;41,1789;12,9000
36,0460;3,5052;50,5200;2,3604;43,2632;13,7200
36,5880;3,4881;50,9100;2,3270;43,7789;18,1100
37,7320;3,4688;54,4000;2,2439;43,8526;15,0800
35,9460;3,5320;52,8000;2,2777;44,2053;19,2100
38,3480;3,4822;56,5900;2,1471;46,8632;16,2900
40,2560;3,3821;57,3500;2,1240;47,9842;17,1200
38,3580;3,4746;58,5300;2,1091;51,6158;20,9100
40,7680;3,3852;54,1000;2,2534;44,6632;14,8400
41,6860;3,3409;55,2300;2,1952;46,2526;18,0400
41,2280;3,3358;57,3600;2,1001;45,5684;20,5300
42,6040;3,3229;59,5700;2,0374;51,3105;20,9800
44,1960;3,2897;61,7900;1,9810;50,2895;19,5000
43,1680;3,3455;62,2200;1,9604;53,0263;19,4700
41,6280;3,3634;61,3000;2,0037;52,9053;18,4000
46,5660;3,2311;64,0500;1,9137;54,5526;23,8200
44,5840;3,2710;63,3400;1,9468;52,4526;17,4200
46,4980;3,2731;64,1700;1,8997;52,1105;23,8300
45,1980;3,2535;64,5800;1,9089;50,4632;19,1500
46,1540;3,2466;66,5600;1,8299;54,0895;24,9200
49,6960;3,1918;64,8500;1,8942;54,0000;19,9700
48,9620;3,1851;67,1300;1,8070;54,4895;27,8400
49,6840;3,1611;66,0300;1,8516;53,0684;23,4900
47,5860;3,1622;65,7700;1,8833;52,3474;18,0400
49,4600;3,1351;66,7200;1,8155;54,3000;23,1300
47,7960;3,1613;67,4400;1,7953;57,6474;26,1100
50,5280;3,1087;69,1100;1,7402;55,2368;25,9000
52,3620;3,1300;68,4500;1,7696;57,7684;24,5400
49,1600;3,1377;70,2600;1,7171;58,1053;23,4100
53,6280;3,0672;70,4800;1,7254;57,6737;31,9900
51,1680;3,1358;69,1500;1,7484;57,2316;25,9900
50,1400;3,1470;70,2700;1,7013;57,7211;26,2000
49,9920;3,1072;70,6100;1,6946;59,7474;27,2300
52,5060;3,1195;71,4400;1,6706;57,8000;27,6900
54,2620;3,0160;71,8600;1,6689;58,6263;23,9700
52,7560;3,0612;72,2900;1,6442;59,3000;25,8600
55,3500;3,0263;72,6000;1,6336;59,9263;29,6100
55,1260;3,0627;72,9100;1,6259;60,1158;25,8200
54,8520;3,0718;73,8000;1,6014;60,9474;26,4700
55,9380;3,0168;73,0000;1,6196;60,3579;28,2700
56,5560;2,9885;73,7800;1,6166;60,2684;24,4600
57,5380;2,9123;74,0700;1,5986;62,0947;28,4800
58,2300;2,9210;73,4700;1,6169;60,1105;26,0100
56,0740;2,9652;74,1800;1,5865;61,4211;28,8800
58,2440;2,9113;74,4400;1,5841;61,8316;28,7200
58,9060;3,0077;74,3700;1,5929;62,0211;26,1000
59,8560;2,9106;74,4800;1,5840;61,8316;28,0600
60,3580;2,8947;74,4100;1,5872;62,0053;27,7800
61,2840;2,8494;74,4200;1,5880;61,6263;27,7800
57,2000;2,9531;74,6500;1,5771;61,9895;27,9900
47,6760;3,1849;65,9300;1,8517;53,5105;27,0500
48,7660;3,1550;66,4700;1,8364;55,9158;26,0500
48,5780;3,2141;64,9100;1,8689;51,8421;26,2900
47,3540;3,2116;65,8500;1,8678;55,8421;23,4300
48,8660;3,2253;67,4100;1,8101;55,2579;21,7500
47,9360;3,2754;67,5300;1,8052;58,9474;26,2000
48,7260;3,1492;67,0800;1,7874;57,7105;27,9600
48,2920;3,1380;67,1100;1,7911;58,3842;27,7300
47,1240;3,2187;68,8700;1,7696;54,8789;22,1900
50,4120;3,1053;68,5000;1,7649;56,2263;25,7900
52,3960;3,1039;68,4200;1,8292;55,9474;16,7900
50,6840;3,1344;68,7600;1,7487;56,3158;24,6100
51,7840;3,0904;68,5900;1,7752;56,8579;24,0200
48,1060;3,1575;70,0800;1,7434;58,7737;21,0700
51,8200;3,0873;68,1000;1,7823;56,2474;22,3100
52,6180;3,0358;68,1700;1,7563;55,2421;27,2900
52,3580;3,0169;69,2700;1,7755;58,6211;20,6200
52,4800;3,1060;69,6900;1,7574;57,1368;19,7500
54,4100;3,0723;70,3900;1,7066;58,1158;34,6600
53,2560;3,0919;71,4000;1,6791;58,6263;26,3200
54,5080;3,1252;70,3100;1,7087;59,5474;27,6900
53,7200;3,1028;69,8000;1,7542;58,6842;21,1200
51,0820;3,1648;70,2900;1,7146;59,4421;23,3600
57,1440;3,0125;69,3700;1,7548;58,8526;21,7900
51,8480;3,1166;70,8800;1,6955;59,0947;26,1700
53,8100;3,0612;70,4300;1,7215;58,7421;22,0900
53,4000;3,1200;69,5100;1,7524;57,7421;21,2400
52,3860;3,0179;72,6600;1,6304;58,9737;32,0600
