train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
2,9180;4,5426;6,9100;4,2432;7,2947;5,6100
4,9860;4,4694;9,7200;4,1483;10,6947;6,6500
5,5860;4,4293;12,9500;3,9092;11,9632;7,6000
7,7300;4,3893;13,1900;3,8881;13,7684;8,3300
7,6120;4,3958;18,0100;3,7044;16,9053;9,4100
9,7640;4,3289;17,5000;3,6891;19,2579;8,1100
11,1040;4,2832;22,5700;3,5021;24,6000;9,1600
12,0900;4,2342;24,1000;3,3759;26,7737;8,7300
13,5200;4,2060;29,0200;3,1750;28,0842;8,4100
16,7680;4,1369;25,3400;3,4994;25,4737;6,9000
15,3020;4,1713;31,1900;3,0829;28,2158;8,7700
17,6820;4,1145;34,4000;2,9802;35,0579;9,4000
16,4360;4,1256;35,1600;2,9283;32,2632;9,5600
17,7480;4,0786;35,1700;3,0349;33,2895;8,2700
20,2860;4,0399;37,1200;2,8595;33,3895;10,6100
20,4400;4,0416;41,1100;2,7593;37,6421;9,1500
23,9500;3,9404;44,3200;2,5995;39,4526;9,8000
25,3040;3,8873;45,9900;2,5766;40,0316;9,3400
20,2540;4,0835;46,1200;2,7423;41,5105;8,8600
24,7340;3,9441;48,3400;2,5506;43,2105;9,7400
23,1680;3,9876;48,6400;2,7118;43,2211;8,8600
28,6440;3,8797;49,4800;2,5641;43,0789;8,9100
24,9680;3,9081;49,9500;2,5283;43,3579;9,1400
26,8920;3,8174;50,3900;2,5171;43,8105;9,3300
26,7060;3,8616;50,0400;2,4962;44,1789;9,5700
18,5720;4,0693;39,4300;2,8218;35,6895;9,5300
20,9520;4,0042;41,4100;2,8091;37,3263;8,7700
21,4680;4,0363;40,7400;2,8528;35,3842;8,1700
22,3680;3,9786;39,4900;2,8770;37,0632;9,2100
21,5940;3,9935;45,7200;2,6599;38,6842;9,0500
27,5260;3,8744;48,5400;2,4847;41,4316;11,6600
22,8320;3,9686;48,4500;2,4643;39,9263;11,2300
24,6720;3,9439;47,2700;2,5215;41,6158;10,6800
24,9920;3,9073;51,2100;2,4757;43,2421;10,5300
19,6520;4,0076;50,5000;2,5708;44,1842;9,7800
27,0060;3,8456;51,6600;2,4265;43,9053;11,0100
26,2460;3,9055;51,7600;2,4801;45,7684;9,9000
29,8260;3,7713;51,9500;2,3364;45,3316;12,4000
26,8560;3,8436;52,8500;2,2815;43,4158;13,3300
28,0880;3,8338;53,6200;2,4595;47,5211;11,3700
29,9380;3,7125;53,7600;2,3830;44,7842;9,8800
30,7600;3,7672;57,9100;2,1196;51,3579;16,0500
28,6460;3,7882;55,3600;2,3949;46,7684;10,2700
30,0200;3,7106;59,0500;2,1097;51,7158;14,4700
31,7540;3,7487;56,4200;2,2902;50,3263;11,4400
30,1120;3,7224;57,3000;2,3122;49,4316;11,5800
24,1740;3,8950;61,2700;2,0985;52,8579;13,1700
34,8740;3,6303;60,6400;2,1240;53,2632;13,6600
34,7780;3,6421;62,7800;1,9746;52,7632;16,6100
28,8940;3,8154;60,4300;2,2511;52,8211;12,2900
32,0840;3,6794;61,2900;2,0554;52,0895;15,7100
31,9400;3,7183;60,9000;2,2784;52,8316;11,6100
36,1500;3,6339;60,6800;2,1005;50,3632;13,0200
32,8200;3,6650;62,4900;1,9901;52,8947;15,6500
32,1540;3,7357;63,9600;2,0306;53,7158;13,8100
30,3040;3,7396;64,3200;2,0332;57,1947;13,6700
33,3600;3,6896;64,3100;2,0127;55,6158;13,8200
37,4260;3,6034;65,2700;1,9416;56,1316;15,8300
37,3880;3,5661;66,7500;1,8377;58,5421;20,0000
34,5860;3,6390;65,6500;2,1150;56,0526;13,7200
36,7520;3,5198;66,6600;1,8706;57,0421;17,4000
36,3160;3,6145;67,4500;1,8274;58,5526;19,1300
36,1580;3,5950;67,2000;1,8735;58,5947;16,8400
34,9120;3,6587;68,2900;1,8422;59,4421;17,4700
34,6560;3,6530;68,4200;1,8849;59,6316;15,5600
31,7660;3,7073;68,3900;1,8708;59,6053;16,3000
36,5880;3,5288;68,4500;1,8535;58,1895;16,5300
38,3460;3,5217;68,8700;1,8248;59,8526;16,5200
37,7620;3,5757;69,0200;1,8231;59,7632;17,4500
35,0880;3,5903;68,4500;1,8846;59,6263;16,3700
39,0120;3,5253;69,1500;1,8471;60,0895;16,7500
36,0960;3,6138;69,2200;1,8393;59,8211;17,0500
34,4760;3,6946;69,0300;1,8634;59,5895;17,1100
37,9200;3,5746;69,4200;1,8548;59,7842;16,6200
38,8240;3,4571;69,1200;1,8682;59,6632;17,1400
33,9040;3,6932;56,9100;2,3008;47,8895;11,5000
29,6960;3,8334;60,2700;2,1120;50,5158;14,4000
25,7280;3,8887;56,4300;2,3544;44,3474;10,0300
34,9660;3,6451;61,1100;2,0427;50,2421;15,3700
31,4840;3,7499;60,8600;2,1383;52,2421;12,2500
34,6740;3,6468;60,5000;2,0218;51,8421;20,3400
29,0820;3,8013;57,9200;2,2998;50,2211;11,2200
36,6620;3,5608;60,7700;2,1687;50,4947;12,3200
33,8980;3,6780;58,0200;2,7576;47,3211;9,6400
33,3660;3,6434;64,2800;2,0002;55,6895;14,0200
31,4340;3,7657;61,6800;2,0431;50,6000;15,3600
28,0780;3,8095;62,6700;2,0384;54,3105;13,9600
36,1040;3,6002;64,0100;1,9271;55,0211;18,7300
33,2860;3,7125;60,7000;2,1279;50,1158;12,4400
33,6720;3,6814;63,2900;2,0678;51,3526;12,1500
33,2560;3,6540;64,0800;2,0232;55,0211;15,9500
31,4380;3,7024;63,3500;2,0499;52,0842;12,8700
31,9460;3,7229;60,3500;2,2388;49,8789;12,1200
30,4020;3,7214;66,0200;1,9652;55,3895;14,5500
34,8120;3,6599;64,7000;1,9523;52,8947;16,0000
32,7340;3,7044;66,0400;2,1231;55,5947;13,1800
36,1420;3,6609;67,3900;1,8583;56,0684;17,0600
34,5200;3,5984;58,1400;2,5015;48,2684;10,3900
31,2640;3,7871;63,4600;2,1003;51,7947;13,4800
39,1500;3,4662;65,3300;1,9279;54,1421;16,6700
27,9020;3,8037;67,1600;1,9439;57,1105;14,1500
30,6880;3,7535;64,1300;2,2328;51,7842;10,6100
34,4060;3,6149;66,9200;1,8773;55,6526;17,6500
31,0620;3,6967;67,3400;1,9002;57,4842;15,9600
38,9420;3,5328;68,5800;1,8373;56,8421;17,6600
34,3000;3,6619;67,6200;1,8479;56,3789;18,5200
31,7560;3,7299;66,8000;2,2969;57,5474;12,1000
34,3300;3,6676;69,4100;1,8526;55,6579;17,3200
36,2940;3,5396;69,2200;1,8282;59,6842;18,0900
35,6120;3,6187;68,7300;1,8973;59,0947;14,8400
34,6860;3,6502;68,7800;1,8932;58,0211;15,6000
34,3820;3,5845;69,2100;1,8681;59,0789;15,8700
35,4820;3,6070;69,2500;1,7953;57,7211;18,6600
37,0600;3,5561;68,9300;1,8872;58,2158;16,2500
33,0940;3,6353;68,4100;1,9805;57,9579;16,0000
32,5860;3,6806;70,7000;1,7474;59,0947;20,7400
39,7200;3,5271;69,2400;1,8664;58,2579;16,5500
39,0960;3,4522;70,4600;1,7222;60,1105;22,1000
39,3600;3,5074;69,2500;1,8635;56,8421;17,0300
37,2860;3,4117;70,0800;1,7967;58,9053;18,7700
36,1880;3,6392;70,8200;1,8273;59,2895;17,0000
41,0980;3,4414;70,4800;1,7868;58,8316;17,8400
35,7280;3,5126;71,9100;1,7154;61,3000;20,2100
38,4020;3,5380;71,0300;1,7821;60,9579;19,0500
39,5760;3,4877;70,8200;1,8326;59,0579;18,7700
36,8500;3,5599;70,9300;1,7934;60,4158;18,5100
36,9180;3,5439;72,3600;1,6786;61,9947;24,2600
45,5720;3,3131;72,7400;1,6436;60,5737;22,9500
48,1340;3,3798;72,3000;1,7599;59,3211;18,8300
35,2780;3,6342;70,7700;1,8587;61,1158;17,3500
41,5820;3,5657;72,4600;1,7639;61,3211;18,8600
42,7020;3,4646;72,5100;1,8132;61,3316;18,7300
45,3760;3,3452;72,2400;1,8884;61,9368;17,2000
38,6240;3,4981;72,9800;1,7118;61,1105;19,3300
44,8860;3,3675;74,0300;1,6028;62,9474;26,1400
41,5080;3,4615;73,2700;1,6954;61,6947;21,1900
39,7640;3,4746;73,2600;1,7023;61,3421;19,6400
43,6220;3,3742;73,3800;1,7268;61,2368;20,3400
40,7480;3,4432;73,6800;1,7136;61,7158;18,5500
47,2520;3,2959;74,5100;1,6500;62,5842;20,8900
49,4440;3,3570;75,0400;1,7737;62,6526;19,5900
44,3900;3,3778;74,3700;1,7297;62,4263;19,9500
46,9260;3,3548;74,3500;1,6524;61,5526;22,8400
37,4300;3,6395;75,0600;1,7352;61,5632;20,2900
45,6360;3,3795;74,8500;1,6242;62,0579;22,4700
36,5460;3,6094;75,1600;1,8242;61,6158;21,0500
37,8400;3,5132;74,7700;1,6254;62,6421;21,8300
37,8080;3,5053;75,1000;1,7981;62,5263;20,7200
36,2140;3,6199;74,8600;1,6866;63,1474;21,7400
48,0300;3,3109;76,1600;1,5798;63,5474;23,4700
41,0400;3,4162;75,8500;1,6320;63,3368;22,1200
50,2740;3,1890;75,7600;1,5665;64,4526;24,7300
36,9260;3,5417;76,0300;1,5949;63,7474;23,7400
38,4380;3,4258;76,2600;1,7421;64,2474;21,3300
48,6960;3,2838;75,9900;1,6970;65,0211;22,8000
40,4980;3,5130;76,4200;1,8589;63,4947;21,4800
38,6780;3,5469;76,8700;1,7107;63,3684;21,6400
45,3420;3,3775;76,8000;1,6719;64,4842;21,8500
43,4840;3,4158;76,6800;1,6158;64,4632;23,9500
40,7120;3,4369;77,1100;1,7159;65,1053;22,1800
48,0620;3,2121;77,4000;1,5826;64,8895;23,5000
47,6120;3,2579;77,2400;1,6238;64,9789;22,6500
43,5960;3,3814;76,8700;1,5684;64,4895;24,8400
47,8340;3,2324;76,8100;1,5303;65,0105;27,3400
40,7000;3,4591;76,9100;1,5952;65,1316;23,6700
42,7180;3,4611;77,2500;1,5980;65,2579;24,3700
47,4800;3,2948;77,4100;1,6503;65,1474;24,0000
45,3380;3,3696;77,3200;1,5560;65,1737;24,3800
40,9380;3,4046;77,4500;1,6346;65,0789;22,3600
44,1160;3,3720;77,3500;1,6210;65,0947;22,5600
46,2460;3,3464;77,6400;1,5726;65,1842;23,9700
