train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
6,4140;4,2787;10,9800;3,9794;9,7724;6,6500;10,9800;9,7724;6,6500
11,5400;3,9900;17,1100;3,7028;15,0207;8,8400;17,1100;15,0207;8,8400
16,5180;3,7514;24,3700;3,3863;22,0276;9,3800;24,3700;22,0276;9,3800
21,6480;3,5291;28,3400;3,2372;25,0414;11,0700;28,3400;25,0414;11,0700
25,7200;3,3462;32,1500;3,0805;30,7931;11,1000;32,1500;30,7931;11,1000
29,4920;3,1887;37,4700;2,8689;32,3103;13,2600;37,4700;32,3103;13,2600
32,2520;3,0881;39,6800;2,8577;32,3966;15,0500;39,6800;32,3966;15,0500
34,8240;2,9858;44,3500;2,6466;36,4690;17,2500;44,3500;36,4690;17,2500
37,2200;2,8959;45,5900;2,6222;36,2655;19,0800;45,5900;36,2655;19,0800
39,1220;2,8179;49,4900;2,5091;41,3966;19,7900;49,4900;41,3966;19,7900
41,2500;2,7517;52,1800;2,4214;44,0172;22,2700;52,1800;44,0172;22,2700
43,1480;2,6853;51,5200;2,4464;44,3345;23,9800;51,5200;44,3345;23,9800
44,4020;2,6379;54,7200;2,3392;42,8759;24,9200;54,7200;42,8759;24,9200
45,8320;2,5824;57,6100;2,2067;44,4966;25,1100;57,6100;44,4966;25,1100
47,2700;2,5396;57,8900;2,2919;45,0310;29,0300;57,8900;45,0310;29,0300
48,6900;2,4894;59,7100;2,1441;46,1000;26,1800;59,7100;46,1000;26,1800
50,0060;2,4434;59,6900;2,1732;48,8517;29,2800;59,6900;48,8517;29,2800
50,9800;2,4042;62,2400;2,1104;49,1138;31,2500;62,2400;49,1138;31,2500
52,4120;2,3677;62,4400;2,0953;52,3931;31,8400;62,4400;52,3931;31,8400
53,3480;2,3314;63,9600;2,0490;52,6552;32,7800;63,9600;52,6552;32,7800
54,6820;2,2930;63,8700;2,0252;50,6690;34,3000;63,8700;50,6690;34,3000
55,4220;2,2648;65,3900;1,9864;51,9759;36,2900;65,3900;51,9759;36,2900
56,4520;2,2352;65,6400;1,9683;51,4931;34,6400;65,6400;51,4931;34,6400
57,4000;2,2061;66,6700;1,9477;53,9379;36,2100;66,6700;53,9379;36,2100
57,9960;2,1779;67,0300;1,9570;53,0862;35,9800;67,0300;53,0862;35,9800
58,8780;2,1585;67,4600;1,9430;53,7000;36,9000;67,4600;53,7000;36,9000
58,9860;2,1505;67,4400;1,9214;53,6448;36,4000;67,4400;53,6448;36,4000
59,2560;2,1371;67,6000;1,9248;54,4241;37,5700;67,6000;54,4241;37,5700
