train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
6,1400;4,2923;11,0400;4,0045;10,7276;7,0900;11,0400;10,7276;7,0900
10,7640;4,0427;15,3400;3,7934;15,5207;8,8400;15,3400;15,5207;8,8400
14,1420;3,8792;18,3200;3,7078;19,1862;10,2500;18,3200;19,1862;10,2500
17,5460;3,7111;25,9300;3,3577;26,8690;11,5500;25,9300;26,8690;11,5500
20,5560;3,5821;28,5300;3,2412;25,0448;11,9300;28,5300;25,0448;11,9300
23,3060;3,4674;31,2200;3,1582;30,1310;13,9000;31,2200;30,1310;13,9000
25,1720;3,3801;37,5200;2,9135;36,6724;14,9900;37,5200;36,6724;14,9900
27,5000;3,2886;39,3200;2,8485;37,6103;15,6000;39,3200;37,6103;15,6000
29,4700;3,2074;42,8600;2,7038;40,2517;16,8600;42,8600;40,2517;16,8600
31,5140;3,1337;44,1100;2,6574;41,6621;17,2200;44,1100;41,6621;17,2200
33,2420;3,0585;46,0800;2,6319;39,3172;21,0300;46,0800;39,3172;21,0300
34,8960;2,9964;49,5000;2,4976;42,6793;21,7400;49,5000;42,6793;21,7400
36,6560;2,9328;49,0300;2,5477;42,6414;23,7700;49,0300;42,6414;23,7700
38,2080;2,8794;49,8800;2,4789;44,7517;23,5400;49,8800;44,7517;23,5400
39,1640;2,8446;54,9600;2,3249;45,9000;25,0700;54,9600;45,9000;25,0700
40,7320;2,7818;54,8100;2,3354;48,1276;27,5700;54,8100;48,1276;27,5700
41,6520;2,7547;55,1200;2,3170;46,0103;25,6200;55,1200;46,0103;25,6200
43,1440;2,6980;56,6500;2,2543;48,9931;27,6300;56,6500;48,9931;27,6300
44,0820;2,6616;57,4700;2,2303;48,6103;28,6200;57,4700;48,6103;28,6200
44,8520;2,6389;58,9200;2,2079;50,0241;29,5400;58,9200;50,0241;29,5400
45,8640;2,5945;59,6500;2,1684;50,4276;30,3800;59,6500;50,4276;30,3800
46,8360;2,5716;60,6500;2,1581;50,2517;31,7400;60,6500;50,2517;31,7400
47,5880;2,5315;60,8800;2,1114;49,7724;31,1600;60,8800;49,7724;31,1600
48,4560;2,5072;61,4800;2,1255;51,2862;33,2000;61,4800;51,2862;33,2000
48,6100;2,4951;62,5400;2,0770;52,6966;32,2000;62,5400;52,6966;32,2000
49,4260;2,4718;62,4800;2,0780;53,0448;32,6300;62,4800;53,0448;32,6300
50,1400;2,4587;62,2300;2,0964;52,9448;33,5700;62,2300;52,9448;33,5700
50,6100;2,4362;62,6400;2,0716;52,5966;32,8300;62,6400;52,5966;32,8300
50,7220;2,4343;62,7500;2,0605;52,8310;32,8700;62,7500;52,8310;32,8700
50,5380;2,4298;62,6900;2,0602;52,6517;32,9200;62,6900;52,6517;32,9200
41,9880;2,7341;53,0600;2,4298;44,3690;26,7000;53,0600;44,3690;26,7000
41,9460;2,7421;55,1100;2,3259;47,9655;26,8100;55,1100;47,9655;26,8100
42,1620;2,7263;54,5800;2,3645;46,9034;27,4300;54,5800;46,9034;27,4300
43,3400;2,6989;57,2000;2,2474;47,7655;28,2800;57,2000;47,7655;28,2800
43,7180;2,6768;56,8200;2,2899;47,9483;29,8400;56,8200;47,9483;29,8400
44,4200;2,6420;56,3300;2,3172;46,3241;30,3800;56,3300;46,3241;30,3800
