train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
4,8640;4,4449;9,9500;4,0558;10,1632;6,2300
8,2960;4,3134;12,4700;3,9127;10,7158;7,8800
10,5260;4,2676;17,3600;3,6645;17,1895;9,3800
12,4080;4,1936;21,3200;3,4912;21,2789;9,3500
15,0980;4,1099;21,9400;3,4203;19,9579;9,3000
17,4480;4,0319;28,1900;3,1708;29,3053;10,0400
18,8400;4,0019;31,8100;3,0330;31,6842;9,5900
21,3740;3,8997;32,7500;3,0120;31,9684;8,7400
22,3360;3,9108;34,5400;2,9524;36,2632;10,5800
25,0580;3,8141;40,0100;2,7538;35,2211;9,6400
26,5120;3,7916;42,3700;2,6687;36,4789;11,9100
26,5520;3,7712;39,3300;2,7263;35,4053;13,1600
30,4080;3,6218;40,0200;2,7308;36,8579;11,8500
30,7420;3,6399;45,4600;2,5432;41,5421;14,1100
30,4000;3,6773;46,4500;2,4956;44,3842;16,3800
34,8080;3,5538;50,2100;2,3614;46,4000;14,0200
32,6060;3,6085;51,1100;2,3358;46,1632;15,0100
35,8600;3,5221;52,9000;2,2615;47,6474;18,7000
35,1160;3,5399;54,4900;2,2520;49,7474;13,5500
38,2360;3,4444;56,4600;2,1867;51,1632;14,1500
37,9760;3,4652;56,8900;2,1488;50,1526;16,1300
37,4020;3,5029;56,8200;2,1789;51,7263;13,8500
39,8720;3,4224;57,3900;2,1350;51,5105;15,4600
39,5040;3,4135;58,1300;2,1231;52,2842;14,5200
40,1280;3,4390;57,8000;2,1386;51,8316;14,8700
31,0860;3,6499;47,3800;2,4681;42,4579;14,9400
31,0100;3,6636;48,9100;2,4261;43,3684;12,6100
31,7140;3,6431;50,6500;2,3754;41,7421;14,6500
32,9080;3,6099;43,8000;2,6216;41,7474;12,7900
34,0120;3,6071;52,5400;2,2894;45,3316;17,7000
35,8560;3,5536;54,4500;2,2224;46,4474;16,1900
37,0480;3,4696;53,6500;2,2458;47,1684;17,7600
36,4860;3,5015;56,1100;2,1917;52,4158;15,2200
36,5240;3,5204;58,0900;2,1051;50,9526;20,4300
39,8380;3,3466;57,6300;2,1206;52,5789;25,0700
39,4940;3,4562;56,7000;2,1567;49,5053;17,9100
39,4880;3,4576;59,7100;2,0733;53,1895;18,3400
37,8960;3,4610;59,8500;2,0458;51,4579;19,7000
41,4300;3,3149;57,6500;2,1724;49,0684;15,3100
39,2000;3,4537;58,9500;2,0682;52,1474;21,2100
41,0100;3,4268;61,1700;2,0282;53,1421;19,0100
39,8540;3,3744;60,5200;2,0576;54,1579;19,5700
41,8080;3,3848;62,4300;1,9561;50,7526;24,3500
41,5500;3,3917;62,9000;1,9361;54,6368;19,8000
45,0880;3,3156;62,5800;1,9532;54,9421;25,7200
43,7000;3,3485;64,1400;1,9073;57,6947;22,3500
43,0900;3,3669;64,6000;1,8769;55,5842;25,0900
45,6580;3,2081;64,4400;1,9109;53,5421;22,3100
46,4500;3,3074;65,6200;1,8777;56,6947;20,2700
45,9560;3,2537;64,3700;1,9006;54,0947;20,4900
44,7200;3,3189;66,7300;1,8551;58,7421;19,4700
48,0560;3,1715;67,2700;1,8001;58,4316;27,4600
47,5080;3,2328;66,9100;1,8122;57,8947;26,0400
45,3820;3,2308;67,8300;1,7873;57,3842;26,9800
47,0320;3,1950;67,6900;1,8070;57,0789;21,6000
46,2940;3,1991;67,1300;1,7981;58,5158;25,4900
47,8400;3,2525;68,2200;1,7532;59,1526;26,6100
47,0420;3,2592;68,6100;1,7776;58,8000;21,0800
49,9200;3,1743;69,8200;1,7153;60,3684;28,3000
45,6160;3,2561;69,0200;1,7830;60,5263;20,4800
52,4220;3,0855;69,6900;1,7321;60,3789;25,8300
50,2480;3,1898;69,7300;1,7493;62,2421;22,7900
50,3200;3,1903;70,6800;1,6866;61,2158;30,4600
51,7620;3,0235;71,2400;1,6776;61,0947;26,4700
54,4660;3,0459;71,2400;1,6748;61,2789;27,5600
51,7680;3,1641;71,8800;1,6581;62,2579;28,3100
54,4380;2,9147;72,4100;1,6397;62,5211;31,0400
52,2720;3,0845;72,3000;1,6536;62,3579;28,5600
51,7480;3,0723;71,8900;1,6613;62,0000;25,9800
55,5640;3,0342;72,5400;1,6431;62,4421;26,8800
56,1120;3,0585;72,7000;1,6382;62,7737;26,4300
52,1040;3,1385;72,7400;1,6485;62,8789;26,3500
52,4640;3,0374;72,3600;1,6496;62,8053;27,2000
53,9280;3,0515;72,5500;1,6459;62,9000;27,8500
51,1980;3,0933;72,7200;1,6412;62,7368;26,4800
45,2640;3,3312;64,5800;1,8886;54,4474;23,0700
43,4940;3,3335;59,5800;2,1010;50,7947;16,6000
43,3200;3,3242;62,2500;1,9807;54,0158;18,5500
42,1220;3,3236;65,0300;1,8607;56,0316;30,3400
43,3280;3,3090;62,9200;1,9479;53,3211;21,6600
48,3760;3,1772;65,6000;1,8565;58,3368;29,1300
44,4980;3,3196;65,2300;1,8624;55,9632;26,2400
46,2280;3,2393;65,6400;1,8665;55,9421;25,3500
44,6140;3,3303;66,4800;1,8284;56,6000;23,9500
45,2880;3,3088;67,6700;1,7981;57,3842;23,7000
45,4860;3,2900;65,2600;1,8553;55,0105;25,6100
48,1140;3,2659;67,5800;1,7953;58,3053;26,6100
44,8960;3,3027;67,5200;1,8581;59,5737;17,6100
49,6980;3,1409;67,6700;1,8153;57,2421;23,6000
45,6000;3,2958;66,1800;1,8372;57,1842;23,9300
