train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
7,4493;4,3637;12,4600;3,9419;13,3263;8,3600
14,6980;4,1554;20,7200;3,5913;20,5211;10,0100
19,6327;4,0554;27,5300;3,4680;27,3579;11,9300
24,5167;3,9436;30,4300;3,1529;28,4789;11,2100
29,1340;3,8499;38,3000;3,0016;37,1211;12,0100
32,8173;3,7623;39,8300;2,8837;38,1053;11,1300
35,2140;3,6956;44,9100;2,7049;43,0053;11,8800
38,2053;3,6532;48,2400;2,7156;44,3421;12,5600
40,9393;3,5768;50,1100;2,5148;44,5789;12,6500
42,8060;3,5457;54,0400;2,5252;48,0842;14,4700
43,7067;3,5145;53,9600;2,5130;50,8158;14,3400
49,3200;3,3956;56,7700;2,3314;49,9789;15,1000
47,8893;3,4348;57,4700;2,3231;50,8842;14,4500
49,9967;3,3589;60,3800;2,2150;50,4158;14,7800
53,5067;3,2590;60,2300;2,1482;52,6211;15,4100
54,1667;3,2495;62,6300;2,2289;53,7895;16,1500
53,5747;3,3016;63,3800;2,1178;55,7000;15,5200
56,1720;3,1954;64,3100;2,0442;55,6211;16,9900
55,6793;3,2602;64,7500;2,0669;57,0000;16,6200
55,8327;3,2249;67,0600;1,9567;58,1526;16,4500
58,2840;3,1446;67,1800;1,9409;58,3579;16,8700
60,1640;3,1057;67,1100;1,9375;58,1526;16,7700
60,8107;3,0869;67,5800;1,8931;58,6263;17,1900
60,6473;3,0922;67,8300;1,9251;59,2368;16,9900
59,4913;3,1454;67,9500;1,9285;59,2105;17,7800
48,8853;3,3725;55,6700;2,3563;49,2421;14,7000
49,2087;3,4105;58,1500;2,4248;52,1684;15,0700
51,7787;3,3390;61,2700;2,1423;50,9737;16,0300
53,4900;3,3048;61,4600;2,1055;53,0947;14,9800
53,6020;3,2895;61,9000;2,2569;53,5211;17,8800
53,2827;3,2885;64,8100;2,1107;56,0421;15,6600
55,0173;3,2758;64,7600;2,1587;56,5105;16,0500
57,3427;3,2039;64,6500;2,0760;55,2368;15,8000
56,9247;3,2217;64,5200;2,1067;54,0368;16,3300
58,4540;3,1756;66,1200;2,0104;56,3737;17,3400
57,5667;3,1724;66,9200;1,9844;57,4737;17,6300
59,1633;3,1357;67,0800;1,9621;56,6789;17,0700
61,1573;3,1148;66,2600;2,0685;56,8947;18,9200
60,6727;3,1003;68,5500;1,9254;59,6632;17,4800
59,2987;3,1534;67,5900;1,9955;58,3947;18,4000
60,8800;3,1063;68,6800;1,9934;60,5526;19,7000
64,0160;3,0217;69,5100;1,8473;58,9842;17,9000
62,4887;3,0734;69,7400;1,9188;58,6474;18,8800
63,1267;3,0821;70,0700;2,1399;60,0421;20,4600
62,4467;3,0275;69,5600;1,9231;59,2684;18,3600
64,7700;3,0547;70,8700;1,8387;60,0316;19,5500
65,3067;2,9871;70,4800;1,9699;58,8158;19,5500
66,8820;2,9757;71,1500;1,8232;60,4526;19,4000
64,2267;3,0331;71,6500;1,7767;61,9474;19,6000
66,7573;2,9744;71,5700;1,9587;60,7579;19,5100
65,0740;2,9761;71,9400;1,8686;62,4263;21,4400
66,3973;2,9599;72,4100;1,9525;63,0368;22,5300
68,5453;2,8964;72,7300;1,7395;63,2579;20,3100
66,0207;2,9668;72,9100;1,9166;63,4316;22,8900
70,7740;2,8875;73,3800;1,7827;62,8895;21,1600
70,6407;2,8814;74,4600;1,6687;62,5842;22,1500
70,0780;2,8596;73,9800;1,7658;64,6158;22,3800
71,0793;2,8453;74,4300;1,7191;64,7158;22,3800
69,6327;2,8568;75,2500;1,7660;65,3947;22,7500
72,4260;2,8169;75,2500;1,7273;64,5684;22,6600
73,6793;2,8075;75,9100;1,7256;64,7632;23,7100
72,6213;2,8113;75,5900;1,7880;65,1158;23,9800
73,7627;2,7574;75,8800;1,6939;65,9526;23,5000
73,9453;2,8062;75,5200;1,9771;66,2421;25,3600
72,3180;2,7965;76,2300;1,7630;66,8895;24,8300
72,3073;2,8005;76,9200;1,5882;65,8474;23,5900
73,9367;2,7605;77,0100;1,7566;66,0474;23,6600
72,2433;2,8227;76,9100;1,5830;66,9474;23,4700
74,9267;2,7261;77,1200;1,6223;66,9158;24,0400
74,4233;2,7073;77,3900;1,5840;67,1211;23,7400
75,8553;2,7102;77,2900;1,6175;67,0579;24,3800
77,2273;2,7132;77,4100;1,6107;67,1895;24,1800
75,6253;2,7189;77,2100;1,6969;67,1263;25,2700
72,4333;2,8313;76,9200;1,6782;67,0947;25,5600
74,7460;2,7898;77,4500;1,7704;66,7737;25,6400
64,9147;3,0400;67,6300;1,9579;59,0211;17,4400
63,5207;3,0229;68,9200;1,9929;56,1895;18,3600
61,8513;3,0972;68,2800;1,9976;57,3211;19,1000
63,9293;3,0277;70,5200;1,8495;60,5211;20,0500
61,8880;3,1174;70,9500;1,8837;59,1316;19,0700
64,7227;3,0139;70,5200;2,0063;59,6000;21,5700
65,7520;2,9861;71,0500;1,9356;61,1842;18,8000
63,9887;3,0287;71,0600;1,8393;61,3000;19,1000
62,9613;3,0279;71,4200;2,0910;60,8158;20,2800
65,7680;2,9918;70,7600;1,9811;59,4579;18,1700
65,6407;2,9708;70,5200;1,8884;60,6158;19,6700
66,0607;2,9630;71,8200;1,7480;59,9474;20,8800
67,3633;2,9226;71,9400;1,8034;59,9263;20,8200
66,3040;2,9954;71,5300;1,8488;62,5632;20,7200
65,0107;3,0089;71,3300;1,8095;62,2895;22,2800
69,4380;2,8878;71,9900;1,9145;60,6632;21,0700
69,5513;2,8851;73,2500;1,7730;64,5789;20,5300
67,4360;2,9724;72,3300;1,8062;63,3947;22,4600
67,7713;2,9512;73,0800;1,7415;61,7421;20,6100
67,9967;2,9303;72,9100;1,7574;64,6158;20,8700
68,4100;2,9123;72,5400;1,8443;60,8053;23,0100
68,0647;2,8883;73,3700;1,6997;63,1895;21,4700
68,2893;2,8699;73,7000;1,8563;61,2053;21,0400
68,6920;2,9275;74,1400;1,7387;62,3000;20,9000
70,1220;2,8560;71,2500;1,9056;59,0263;22,8500
68,7860;2,9267;73,6100;2,0071;63,0263;21,5700
71,0707;2,8899;73,4500;1,7320;62,4053;21,1900
69,0727;2,8775;74,7000;1,7051;63,1421;20,6700
70,2627;2,8907;74,6600;1,7006;63,5158;23,3100
69,7087;2,8809;72,8800;1,9588;62,9895;23,7700
71,2547;2,8514;74,3900;1,7460;62,0000;22,8300
71,3373;2,8507;74,6500;1,7235;64,2842;23,1400
71,8453;2,7950;73,9900;1,7797;63,8842;23,0300
71,1420;2,8877;75,3500;1,7037;65,4474;22,9300
71,6767;2,8585;73,6900;1,7476;62,5632;24,9000
73,0453;2,7944;74,1600;1,7063;64,3158;22,3300
69,9580;2,9031;74,3600;1,8974;64,9105;25,0900
72,6133;2,7882;73,9100;1,9981;66,2684;24,2500
73,0520;2,8640;74,4900;1,8737;62,4579;22,5900
70,9540;2,8371;76,3200;1,6783;65,6684;23,6200
74,1793;2,7648;75,3100;1,8192;64,9474;23,7500
74,2080;2,7983;75,8500;1,6509;66,6211;22,6300
73,8787;2,7399;74,5600;1,7960;65,2737;24,6000
72,8453;2,7968;75,1600;1,8080;62,8316;21,9200
70,7467;2,8519;75,9300;1,6479;64,9789;24,5500
71,9593;2,7920;75,8200;1,7999;64,8211;24,6600
72,9653;2,7849;76,2700;1,7786;65,0105;24,9000
73,8680;2,7523;75,9200;1,7545;66,1579;26,4700
74,2753;2,7404;75,4200;1,8760;64,4842;25,8900
74,2000;2,7496;76,3600;1,6355;66,1632;25,3800
76,9013;2,7269;76,5800;1,6025;66,7737;23,5400
73,1493;2,7786;76,9400;1,6314;66,2526;25,8400
74,2713;2,7181;76,7600;1,7258;65,9000;26,2100
73,2393;2,7672;76,9100;1,6304;65,0421;25,3400
75,4420;2,7143;76,9300;1,5981;64,4474;25,3500
76,7867;2,6794;77,7300;1,5949;65,9474;24,2100
76,1580;2,6572;77,0700;1,7269;66,0421;27,2000
74,6167;2,7185;77,7800;1,6289;66,6947;26,3200
77,6413;2,6739;76,7000;1,7821;64,0632;26,9700
78,4553;2,6093;78,4900;1,5470;66,4895;25,7100
75,8860;2,7127;77,4300;1,5665;66,7684;25,0800
77,4547;2,7043;77,6300;1,5713;66,1368;26,3900
78,7720;2,6368;78,2100;1,5599;66,7737;24,8100
77,1453;2,7130;77,6100;1,6225;66,7158;28,2700
80,1387;2,6203;77,7300;1,7000;67,9842;28,5600
76,0940;2,6604;78,2800;1,7203;68,0632;27,6500
78,0460;2,6785;78,4700;1,5535;68,0737;26,8100
77,7600;2,7062;79,0000;1,5476;68,1105;27,3800
78,9373;2,7071;78,3700;1,6923;67,8211;28,9500
78,0707;2,7080;79,2200;1,5304;68,8316;27,9200
77,5987;2,6453;79,0400;1,5219;69,0947;28,0100
80,3647;2,6233;79,0300;1,8300;68,2316;29,5900
77,8440;2,6579;78,8600;1,6719;69,2526;29,7200
75,8873;2,6968;78,8400;1,6017;68,3000;28,5000
81,0267;2,6138;79,6200;1,4927;69,2211;27,0500
77,4373;2,6856;78,8400;1,5454;67,9211;29,8300
79,0380;2,5952;78,6900;1,8187;68,3474;30,1100
79,0207;2,6522;78,8200;1,5294;68,4684;29,2100
80,3193;2,5905;79,3300;1,7091;68,4263;29,8200
82,0713;2,5965;79,2500;1,6780;68,2789;30,2500
81,0553;2,5405;79,4400;1,5204;68,6632;27,8700
82,3700;2,5049;79,7800;1,6570;69,1526;30,2900
79,1873;2,6314;79,8400;1,5493;69,6684;30,7500
80,9867;2,5345;79,4500;1,5047;68,7632;29,6800
82,1020;2,5184;80,0400;1,4528;69,5789;28,1700
84,1067;2,4591;79,8100;1,5756;70,0474;30,2200
81,8607;2,5673;80,4800;1,4897;70,1737;29,1100
80,8353;2,6087;80,4200;1,5397;70,1579;30,2800
80,6087;2,5377;80,3300;1,4692;70,0947;28,5500
81,9073;2,5663;80,1600;1,4818;70,1211;29,7800
81,7867;2,5247;80,4300;1,5231;69,3053;29,9000
80,2387;2,5829;80,4300;1,4883;70,0316;29,5300
83,3267;2,5290;80,3900;1,4823;69,3105;29,9400
80,6760;2,6110;79,9000;1,7221;69,3211;31,8700
83,5340;2,5031;80,4000;1,4877;69,6474;29,5100
80,4967;2,5329;80,2200;1,5561;69,7105;30,3500
83,7160;2,4981;80,3900;1,4633;69,9842;29,5100
84,2773;2,4397;80,5000;1,4507;69,4474;28,3400
82,1667;2,5464;80,0800;1,5693;69,3579;30,2400
78,8913;2,5827;80,4200;1,5696;70,0895;31,4500
72,6127;2,7844;71,0300;1,8412;57,9158;20,1500
66,3933;2,9587;70,2300;1,8413;58,1737;20,8000
67,8873;2,9891;71,3000;1,9548;58,7789;21,5900
67,2340;2,9570;72,1500;1,9344;60,8158;24,0000
66,9373;2,9933;72,7800;1,8299;61,3474;23,9100
69,0860;2,8986;71,4400;1,9077;62,0526;20,4100
68,0820;2,9626;71,3700;2,2934;60,2737;21,3900
70,0187;2,8730;72,7100;1,7770;58,6684;21,4700
67,2987;2,9366;73,7600;1,7200;63,2684;21,8400
