train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial
4,8000;4,4356;8,1300;4,1080;8,5053;5,9300
7,7300;4,2999;11,4400;3,9117;13,4526;7,1000
9,5740;4,2241;16,1700;3,6935;15,1474;7,6100
12,8860;4,1364;21,5400;3,4795;22,4263;8,8800
16,0380;4,0275;24,8000;3,3655;25,6789;8,7500
18,9580;3,9224;26,4200;3,2663;24,9211;9,0900
21,1100;3,8240;32,1400;3,0292;30,9368;9,5700
22,9400;3,8126;34,8700;2,9118;33,0000;10,1900
25,4420;3,7526;36,9300;2,8408;37,2105;8,6900
26,3340;3,7172;36,9000;2,8619;34,5421;13,2800
28,4000;3,6677;41,2600;2,7105;37,2895;11,4800
30,2260;3,6459;46,4900;2,4994;38,0000;14,6300
32,5740;3,5235;45,1100;2,5348;39,8211;12,7800
33,8640;3,4885;48,8500;2,3932;44,1632;15,6500
33,3640;3,5119;48,0800;2,4274;44,1158;14,1800
35,8220;3,4415;50,1700;2,3784;41,7895;12,3300
35,4220;3,4408;52,2100;2,3117;45,6842;14,7800
37,7500;3,4346;54,5700;2,2355;48,3211;14,2600
36,9220;3,3856;54,9500;2,2081;46,9474;13,9000
39,3640;3,3544;56,5900;2,1649;48,2474;14,5400
37,9080;3,3806;57,8200;2,1258;49,9579;15,2000
40,6300;3,3495;57,4400;2,1242;49,7474;15,5800
40,0700;3,3133;58,6300;2,0949;50,3474;15,0600
42,1760;3,2842;58,2900;2,0990;50,8737;15,7000
41,0060;3,3074;58,6200;2,0864;51,4842;15,2700
31,4120;3,5478;45,9200;2,5215;39,2842;14,6000
34,5480;3,4953;48,1700;2,4293;40,4158;17,2900
35,4780;3,4882;52,7700;2,2804;44,1368;18,6500
34,8500;3,4812;51,8000;2,2991;42,0789;18,1200
35,9900;3,4437;51,5000;2,3525;43,7947;16,4600
38,2840;3,3668;54,2200;2,2333;45,6105;16,1800
38,6660;3,3419;55,0600;2,2320;44,6632;18,4900
38,3760;3,3948;54,9700;2,2071;49,1105;19,9700
40,5220;3,3522;58,6500;2,0980;49,6579;17,8500
40,8140;3,3083;56,8000;2,1549;50,1526;17,8800
41,9740;3,2500;57,5900;2,1344;49,4000;16,5000
41,0380;3,3834;59,1000;2,0892;53,2368;19,3200
42,0040;3,2594;59,7700;2,0710;50,0158;23,0600
44,1540;3,2382;60,3300;2,0494;52,6842;19,1400
43,9080;3,2503;62,6000;1,9735;51,0632;28,6400
43,1460;3,2835;60,8100;2,0309;51,8684;19,0700
44,6660;3,1748;62,9800;1,9452;54,4737;22,6000
47,1600;3,1538;63,9200;1,9336;54,6158;21,5200
44,9280;3,1840;62,3600;1,9805;54,1368;23,4200
48,0020;3,1565;65,6000;1,8703;54,4053;27,3500
47,3920;3,1085;65,8700;1,8639;56,2368;24,3500
45,7820;3,2024;65,7800;1,8679;55,9684;26,1700
50,9760;3,0860;66,6000;1,8220;56,0684;29,4500
