train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
11,3893;4,2682;18,1800;3,7734;16,3207;9,9500;18,1800;16,3207;9,9500
25,7840;3,8881;31,3300;3,3411;29,5138;11,2300;31,3300;29,5138;11,2300
37,3480;3,6018;38,0500;3,1357;33,2138;10,8700;38,0500;33,2138;10,8700
44,6267;3,4380;46,5900;2,8673;41,8517;11,4200;46,5900;41,8517;11,4200
50,1600;3,2900;51,8000;2,6914;44,3621;10,2800;51,8000;44,3621;10,2800
54,0120;3,1835;53,1700;2,6414;44,6379;11,9800;53,1700;44,6379;11,9800
55,2760;3,1556;55,6700;2,5116;45,0931;11,8600;55,6700;45,0931;11,8600
58,0180;3,0547;56,6700;2,4666;46,2379;12,9500;56,6700;46,2379;12,9500
59,0127;3,0435;58,6600;2,4868;47,6345;12,7900;58,6600;47,6345;12,7900
60,8567;2,9786;62,0200;2,3527;50,5931;14,0400;62,0200;50,5931;14,0400
62,3313;2,9291;62,3200;2,3441;49,8172;13,9700;62,3200;49,8172;13,9700
63,3907;2,9093;63,9800;2,3969;50,3655;13,6500;63,9800;50,3655;13,6500
64,2400;2,8781;64,1100;2,2824;52,0690;16,6200;64,1100;52,0690;16,6200
64,3820;2,8682;65,0700;2,2688;50,7414;15,5200;65,0700;50,7414;15,5200
66,9513;2,7771;63,9500;2,2150;52,4069;16,0400;63,9500;52,4069;16,0400
66,5060;2,8071;67,1000;2,1535;55,3276;17,2700;67,1000;55,3276;17,2700
67,1533;2,7754;67,9500;2,1397;52,9862;17,6300;67,9500;52,9862;17,6300
67,7920;2,7573;68,8200;2,1150;55,1759;17,9600;68,8200;55,1759;17,9600
68,7427;2,7206;68,5000;2,0907;54,6552;18,6500;68,5000;54,6552;18,6500
69,4040;2,7063;69,8600;2,0753;56,1690;18,9500;69,8600;56,1690;18,9500
69,9360;2,6801;69,7700;2,0051;54,7931;19,7100;69,7700;54,7931;19,7100
70,6527;2,6528;71,6300;1,9595;57,2517;19,1900;71,6300;57,2517;19,1900
70,7547;2,6518;71,1500;1,9360;56,9759;20,4100;71,1500;56,9759;20,4100
71,2060;2,6393;71,7200;1,9549;57,0034;21,0000;71,7200;57,0034;21,0000
72,8500;2,5686;72,2700;1,9431;57,5621;21,9600;72,2700;57,5621;21,9600
72,5560;2,5930;72,6000;1,9071;58,2517;21,7000;72,6000;58,2517;21,7000
72,9307;2,5625;73,1700;1,8883;58,2345;21,7800;73,1700;58,2345;21,7800
72,2753;2,5859;73,2100;1,8768;58,3172;21,8400;73,2100;58,3172;21,8400
73,7973;2,5444;73,6600;1,8585;58,5414;21,4700;73,6600;58,5414;21,4700
72,9787;2,5725;73,2400;1,8743;58,3172;22,4100;73,2400;58,3172;22,4100
65,0627;2,8460;64,6500;2,3122;49,8655;15,8400;64,6500;49,8655;15,8400
66,0447;2,7947;64,6800;2,2283;51,3759;15,3300;64,6800;51,3759;15,3300
65,7400;2,7991;65,0000;2,2127;50,8552;15,9500;65,0000;50,8552;15,9500
66,8913;2,7731;66,4500;2,2218;52,9621;15,3300;66,4500;52,9621;15,3300
66,4153;2,7591;67,2300;2,1648;56,0138;16,1100;67,2300;56,0138;16,1100
67,7340;2,7430;67,6100;2,1058;55,0759;15,5500;67,6100;55,0759;15,5500
67,6320;2,7380;68,1000;2,1093;53,4138;16,9600;68,1000;53,4138;16,9600
68,2120;2,7277;68,7300;2,0547;53,9690;16,4000;68,7300;53,9690;16,4000
69,2013;2,6866;67,9400;2,0895;53,6552;16,7800;67,9400;53,6552;16,7800
68,4773;2,7211;68,9600;2,0838;55,9172;16,4400;68,9600;55,9172;16,4400
70,8487;2,6332;70,0700;1,9799;55,6310;18,4900;70,0700;55,6310;18,4900
69,8293;2,6677;70,1700;1,9862;56,2517;17,3700;70,1700;56,2517;17,3700
69,6380;2,6710;69,4100;2,0473;55,0103;17,6200;69,4100;55,0103;17,6200
70,0267;2,6419;69,8000;1,9866;56,3586;16,3800;69,8000;56,3586;16,3800
69,7620;2,6649;70,4800;1,9862;55,9138;17,2900;70,4800;55,9138;17,2900
70,5893;2,6175;70,8300;1,9670;55,1655;17,6400;70,8300;55,1655;17,6400
70,4053;2,6360;70,9900;1,9104;54,8897;18,4200;70,9900;54,8897;18,4200
71,1240;2,6156;71,4200;1,9297;57,3862;18,1600;71,4200;57,3862;18,1600
71,0473;2,6086;71,2000;1,9265;57,3828;17,6900;71,2000;57,3828;17,6900
72,1413;2,5752;71,2000;1,9270;57,9172;17,7700;71,2000;57,9172;17,7700
71,8000;2,5940;72,1700;1,8421;54,7414;19,0700;72,1700;54,7414;19,0700
71,4420;2,5882;72,3900;1,8836;55,7793;20,2100;72,3900;55,7793;20,2100
72,7333;2,5588;72,4700;1,8210;57,6276;20,1400;72,4700;57,6276;20,1400
72,7640;2,5630;72,5000;1,8258;58,9069;19,6900;72,5000;58,9069;19,6900
72,6207;2,5621;72,6700;1,8930;56,8414;19,7900;72,6700;56,8414;19,7900
72,0407;2,5827;73,7300;1,8630;59,1483;20,0900;73,7300;59,1483;20,0900
73,0600;2,5374;74,5300;1,8351;58,8414;20,1300;74,5300;58,8414;20,1300
74,7967;2,4821;74,1300;1,8478;58,7690;19,6000;74,1300;58,7690;19,6000
73,3993;2,5270;74,3400;1,7840;58,1414;20,5900;74,3400;58,1414;20,5900
