train_accuracy;train_loss;valid_accuracy;valid_loss;valid_accuracy_robust;valid_accuracy_adversarial;valid_accuracy_swa;valid_accuracy_robust_swa;valid_accuracy_adversarial_swa
7,3380;4,2539;11,5500;4,0192;10,3483;7,2700;11,5500;10,3483;7,2700
14,4300;3,9255;18,6000;3,7589;16,2241;8,3600;18,6000;16,2241;8,3600
20,9000;3,6789;26,7100;3,4051;26,5931;10,4300;26,7100;26,5931;10,4300
28,4860;3,3806;30,4300;3,4224;24,9310;13,9300;30,4300;24,9310;13,9300
33,8680;3,2095;31,4400;3,4076;27,9172;14,9800;31,4400;27,9172;14,9800
38,1340;3,0631;39,5000;2,9302;34,2345;17,6700;39,5000;34,2345;17,6700
40,8820;2,9929;43,1400;2,8358;36,2966;20,5500;43,1400;36,2966;20,5500
44,9720;2,8527;47,7200;2,6038;40,3552;21,7400;47,7200;40,3552;21,7400
47,8700;2,7413;48,3700;2,6971;36,7448;26,5400;48,3700;36,7448;26,5400
49,1880;2,6962;51,1100;2,5006;41,4690;25,3100;51,1100;41,4690;25,3100
50,4660;2,6477;51,6700;2,6265;42,1862;32,2200;51,6700;42,1862;32,2200
51,9080;2,6177;54,5600;2,4629;42,6862;30,3800;54,5600;42,6862;30,3800
53,1560;2,5867;55,2000;2,4247;44,1000;31,5900;55,2000;44,1000;31,5900
54,6100;2,5224;58,0300;2,3075;47,1793;32,1000;58,0300;47,1793;32,1000
55,3440;2,5211;57,9000;2,3753;46,3690;34,7600;57,9000;46,3690;34,7600
57,9540;2,4035;59,1800;2,2614;47,5483;34,4600;59,1800;47,5483;34,4600
58,0580;2,3951;60,0100;2,2926;46,3586;37,7000;60,0100;46,3586;37,7000
58,6180;2,4085;60,2100;2,2588;47,0862;37,2700;60,2100;47,0862;37,2700
59,9320;2,3664;62,3300;2,1622;49,2828;38,9800;62,3300;49,2828;38,9800
60,7940;2,3136;62,6600;2,2079;50,0931;40,2100;62,6600;50,0931;40,2100
61,0000;2,3148;63,9600;2,1861;50,8690;41,9500;63,9600;50,8690;41,9500
61,5660;2,2962;64,8000;2,1282;52,5828;42,5800;64,8000;52,5828;42,5800
61,8560;2,2880;64,7300;2,0927;52,2759;41,1000;64,7300;52,2759;41,1000
62,7440;2,2701;65,1800;2,0798;53,2379;41,8500;65,1800;53,2379;41,8500
63,4780;2,2377;66,1700;2,0532;52,8310;43,1500;66,1700;52,8310;43,1500
62,7560;2,2616;65,9400;2,0722;52,7655;43,8000;65,9400;52,7655;43,8000
63,5360;2,2496;66,6100;2,0363;53,8276;44,0400;66,6100;53,8276;44,0400
63,6840;2,2538;66,9900;2,0147;53,5345;43,3500;66,9900;53,5345;43,3500
65,7100;2,1396;67,2900;2,0053;53,9414;43,8700;67,2900;53,9414;43,8700
65,8140;2,1486;67,0700;2,0112;53,9034;44,3200;67,0700;53,9034;44,3200
57,4800;2,4315;55,2400;2,4218;43,5793;31,9400;55,2400;43,5793;31,9400
56,1080;2,4661;57,0700;2,3640;44,6138;33,6100;57,0700;44,6138;33,6100
57,5920;2,4274;58,0900;2,3221;49,3276;34,4100;58,0900;49,3276;34,4100
58,2720;2,3795;61,3200;2,2291;45,5345;35,7400;61,3200;45,5345;35,7400
56,4520;2,4658;61,5300;2,2011;50,0000;36,0000;61,5300;50,0000;36,0000
59,0520;2,3865;60,0200;2,2504;46,8034;36,6300;60,0200;46,8034;36,6300
58,4560;2,3979;61,8600;2,1282;45,0000;35,3000;61,8600;45,0000;35,3000
59,5780;2,3705;63,4300;2,2562;51,1793;42,3100;63,4300;51,1793;42,3100
61,4080;2,2732;63,2500;2,1204;50,5724;39,0600;63,2500;50,5724;39,0600
61,0060;2,3055;63,0400;2,1436;49,1931;39,2200;63,0400;49,1931;39,2200
61,9180;2,2597;63,6600;2,1737;48,9414;41,7100;63,6600;48,9414;41,7100
61,9360;2,2669;65,1100;1,9948;50,8966;37,8900;65,1100;50,8966;37,8900
